buyer_id,signup_date,region,acquisition_channel,customer_type,loyalty_tier
B004427,2024-10-31,Midwest,email,consumer,Silver
B004428,2024-05-29,Midwest,social,consumer,Bronze
B004429,2025-10-01,Midwest,direct,consumer,Gold
B004430,2023-10-28,West,referral,consumer,Silver
B004431,2024-11-02,Midwest,affiliate,enthusiast,Gold
B004432,2024-08-03,West,paid_search,consumer,Bronze
B004433,2025-01-08,South,organic,consumer,Bronze
B004434,2024-04-21,Central,paid_search,small_business,Bronze
B004435,2025-04-29,Northeast,affiliate,small_business,Bronze
B004436,2024-02-21,South,direct,consumer,Bronze
B004437,2024-02-29,Central,organic,consumer,Bronze
B004438,2025-05-28,Northeast,organic,consumer,Bronze
B004439,2024-04-28,Northeast,affiliate,consumer,Silver
B004440,2024-06-08,South,paid_search,small_business,Bronze
B004441,2025-03-25,South,organic,consumer,Bronze
B004442,2024-06-28,Central,organic,enthusiast,Bronze
B004443,2024-08-20,West,affiliate,consumer,Bronze
B004444,2024-04-12,South,social,consumer,Bronze
B004445,2024-07-12,Central,direct,consumer,Platinum
B004446,2025-05-24,Midwest,paid_search,enthusiast,Silver
B004447,2026-02-25,West,organic,consumer,Gold
B004448,2025-08-04,South,referral,consumer,Bronze
B004449,2023-09-18,South,email,consumer,Silver
B004450,2024-05-23,Northeast,paid_search,consumer,Bronze
B004451,2025-02-18,Northeast,direct,consumer,Bronze
B004452,2024-05-01,West,referral,consumer,Gold
B004453,2026-01-28,Northeast,direct,consumer,Gold
B004454,2024-06-01,Midwest,paid_search,consumer,Silver
B004455,2024-12-20,West,organic,consumer,Bronze
B004456,2023-12-23,Northeast,organic,consumer,Silver
B004457,2025-12-08,South,referral,consumer,Silver
B004458,2025-12-09,West,direct,consumer,Silver
B004459,2025-08-24,Central,social,consumer,Silver
B004460,2024-07-18,South,organic,consumer,Silver
B004461,2023-10-26,Central,organic,consumer,Bronze
B004462,2025-06-10,West,social,consumer,Silver
B004463,2024-09-27,Midwest,direct,enthusiast,Bronze
B004464,2026-02-19,South,paid_search,small_business,Silver
B004465,2025-05-29,West,affiliate,small_business,Silver
B004466,2025-01-04,West,social,consumer,Bronze
B004467,2026-02-15,South,direct,consumer,Bronze
B004468,2025-08-30,Central,direct,enthusiast,Silver
B004469,2024-10-23,Central,organic,enthusiast,Silver
B004470,2023-09-20,South,affiliate,small_business,Bronze
B004471,2023-11-26,West,direct,enthusiast,Bronze
B004472,2024-10-10,Midwest,direct,enthusiast,Bronze
B004473,2025-01-25,West,social,consumer,Bronze
B004474,2023-09-30,West,organic,consumer,Silver
B004475,2023-12-27,Northeast,social,consumer,Bronze
B004476,2025-06-04,Northeast,affiliate,consumer,Bronze
B004477,2025-07-17,South,paid_search,small_business,Bronze
B004478,2023-09-30,Central,email,consumer,Bronze
B004479,2024-12-07,South,organic,consumer,Bronze
B004480,2023-11-15,Central,direct,enthusiast,Platinum
B004481,2025-06-21,South,paid_search,consumer,Silver
B004482,2025-09-30,South,organic,consumer,Silver
B004483,2025-11-01,Central,social,consumer,Bronze
B004484,2025-02-27,Midwest,affiliate,consumer,Gold
B004485,2025-03-27,South,direct,consumer,Silver
B004486,2025-12-23,Northeast,social,consumer,Bronze
B004487,2025-03-12,Northeast,organic,enthusiast,Silver
B004488,2024-10-12,Northeast,direct,consumer,Bronze
B004489,2025-07-19,South,social,consumer,Gold
B004490,2025-02-21,Midwest,paid_search,consumer,Bronze
B004491,2025-10-07,South,direct,consumer,Gold
B004492,2024-12-22,Northeast,organic,consumer,Platinum
B004493,2025-10-31,South,organic,consumer,Silver
B004494,2023-10-13,South,social,consumer,Gold
B004495,2023-10-06,Central,affiliate,enthusiast,Bronze
B004496,2023-12-02,South,social,consumer,Silver
B004497,2025-01-20,Northeast,direct,consumer,Bronze
B004498,2025-06-08,Midwest,paid_search,small_business,Bronze
B004499,2024-03-17,Central,email,consumer,Bronze
B004500,2024-01-22,West,organic,small_business,Silver
B004501,2025-10-24,West,organic,consumer,Silver
B004502,2025-07-16,Central,organic,consumer,Bronze
B004503,2025-04-14,Midwest,organic,consumer,Bronze
B004504,2024-11-19,Central,paid_search,consumer,Bronze
B004505,2024-09-18,Northeast,direct,small_business,Silver
B004506,2023-09-21,West,direct,consumer,Bronze
B004507,2024-02-20,West,referral,small_business,Bronze
B004508,2025-11-26,Central,organic,consumer,Gold
B004509,2024-07-07,South,direct,consumer,Platinum
B004510,2025-06-04,West,paid_search,enthusiast,Silver
B004511,2025-06-03,Northeast,referral,enthusiast,Bronze
B004512,2024-06-10,Midwest,referral,consumer,Silver
B004513,2024-03-06,South,organic,small_business,Silver
B004514,2025-05-23,Midwest,social,small_business,Bronze
B004515,2023-11-27,Midwest,direct,consumer,Platinum
B004516,2024-11-25,South,paid_search,consumer,Bronze
B004517,2025-11-18,South,referral,consumer,Bronze
B004518,2025-06-10,South,email,enthusiast,Silver
B004519,2025-07-28,Midwest,paid_search,consumer,Gold
B004520,2023-11-17,Midwest,paid_search,small_business,Gold
B004521,2024-03-02,West,social,enthusiast,Bronze
B004522,2024-05-10,Northeast,referral,consumer,Silver
B004523,2024-05-25,West,paid_search,enthusiast,Gold
B004524,2024-02-26,West,social,consumer,Silver
B004525,2026-02-02,Northeast,organic,consumer,Bronze
B004526,2024-01-30,South,email,consumer,Silver
B004527,2025-06-07,South,direct,consumer,Gold
B004528,2025-02-17,South,social,consumer,Bronze
B004529,2025-03-10,Northeast,email,consumer,Silver
B004530,2024-03-16,Northeast,affiliate,consumer,Silver
B004531,2024-06-08,Northeast,email,consumer,Silver
B004532,2025-03-07,Northeast,organic,consumer,Bronze
B004533,2024-05-31,South,organic,enthusiast,Bronze
B004534,2025-05-25,West,direct,consumer,Silver
B004535,2023-10-08,Midwest,paid_search,consumer,Bronze
B004536,2023-11-08,South,paid_search,consumer,Bronze
B004537,2025-06-26,Midwest,referral,consumer,Bronze
B004538,2025-03-16,Midwest,affiliate,consumer,Bronze
B004539,2023-10-12,Northeast,paid_search,enthusiast,Silver
B004540,2025-11-28,South,paid_search,consumer,Gold
B004541,2023-09-07,South,paid_search,consumer,Bronze
B004542,2026-01-18,Midwest,organic,enthusiast,Bronze
B004543,2025-06-27,South,organic,consumer,Bronze
B004544,2026-02-17,South,social,consumer,Silver
B004545,2026-01-12,Midwest,referral,enthusiast,Bronze
B004546,2024-06-13,Central,paid_search,consumer,Gold
B004547,2025-07-21,South,paid_search,consumer,Silver
B004548,2024-03-12,Midwest,affiliate,consumer,Bronze
B004549,2024-11-04,South,organic,small_business,Bronze
B004550,2024-04-08,West,paid_search,small_business,Silver
B004551,2024-11-17,West,organic,consumer,Bronze
B004552,2025-11-03,West,affiliate,consumer,Bronze
B004553,2024-10-03,Northeast,organic,consumer,Bronze
B004554,2023-11-25,South,paid_search,consumer,Silver
B004555,2024-06-24,West,social,small_business,Silver
B004556,2025-08-17,South,direct,consumer,Gold
B004557,2024-12-20,Central,referral,small_business,Bronze
B004558,2025-01-24,South,email,small_business,Gold
B004559,2024-09-28,Midwest,affiliate,consumer,Silver
B004560,2024-05-26,South,paid_search,consumer,Silver
B004561,2025-02-27,South,organic,consumer,Silver
B004562,2025-03-31,West,organic,consumer,Gold
B004563,2025-11-27,Northeast,paid_search,consumer,Silver
B004564,2025-03-17,Midwest,organic,small_business,Bronze
B004565,2026-02-23,Midwest,paid_search,consumer,Bronze
B004566,2025-09-23,West,referral,consumer,Gold
B004567,2023-11-13,Midwest,referral,consumer,Bronze
B004568,2024-08-24,Central,paid_search,consumer,Gold
B004569,2024-08-17,West,social,consumer,Gold
B004570,2023-09-05,South,organic,consumer,Bronze
B004571,2024-02-14,West,social,consumer,Gold
B004572,2025-07-26,Central,social,consumer,Bronze
B004573,2024-07-19,South,paid_search,consumer,Bronze
B004574,2024-01-15,Midwest,paid_search,consumer,Silver
B004575,2024-05-21,South,email,enthusiast,Gold
B004576,2024-05-09,Midwest,social,consumer,Bronze
B004577,2024-02-08,Northeast,social,small_business,Bronze
B004578,2023-12-03,West,organic,consumer,Silver
B004579,2025-07-28,South,organic,consumer,Silver
B004580,2025-09-21,Midwest,paid_search,consumer,Silver
B004581,2024-11-27,Northeast,email,consumer,Bronze
B004582,2025-03-15,West,organic,enthusiast,Bronze
B004583,2025-12-16,Midwest,paid_search,consumer,Silver
B004584,2025-10-07,Midwest,email,consumer,Bronze
B004585,2023-10-02,South,social,consumer,Gold
B004586,2026-01-16,Northeast,paid_search,consumer,Bronze
B004587,2023-11-02,South,affiliate,small_business,Silver
B004588,2023-09-27,Central,social,consumer,Gold
B004589,2024-09-03,South,email,small_business,Silver
B004590,2025-07-11,Midwest,organic,consumer,Gold
B004591,2023-11-14,Northeast,referral,enthusiast,Bronze
B004592,2024-05-26,West,paid_search,consumer,Bronze
B004593,2024-04-28,South,referral,enthusiast,Silver
B004594,2024-08-29,South,direct,consumer,Gold
B004595,2026-02-15,South,direct,enthusiast,Silver
B004596,2024-06-30,Northeast,direct,consumer,Bronze
B004597,2024-03-10,South,referral,consumer,Bronze
B004598,2023-12-23,South,organic,small_business,Gold
B004599,2024-03-01,Midwest,organic,consumer,Silver
B004600,2024-01-02,Central,paid_search,consumer,Bronze
B004601,2025-02-05,South,social,consumer,Silver
B004602,2024-09-19,Central,paid_search,enthusiast,Bronze
B004603,2024-11-28,South,referral,consumer,Bronze
B004604,2025-09-28,Northeast,referral,consumer,Gold
B004605,2025-02-11,South,email,small_business,Silver
B004606,2024-01-22,South,paid_search,consumer,Bronze
B004607,2024-08-10,South,referral,consumer,Gold
B004608,2024-06-13,West,referral,consumer,Platinum
B004609,2025-09-23,Midwest,email,consumer,Gold
B004610,2024-06-08,Midwest,referral,consumer,Silver
B004611,2024-01-06,Midwest,paid_search,consumer,Platinum
B004612,2025-07-03,South,organic,consumer,Bronze
B004613,2024-09-26,Midwest,email,consumer,Gold
B004614,2023-11-29,Northeast,referral,small_business,Bronze
B004615,2025-05-21,Northeast,direct,consumer,Bronze
B004616,2024-03-12,South,referral,consumer,Bronze
B004617,2025-10-31,Northeast,referral,consumer,Bronze
B004618,2025-09-28,Midwest,referral,consumer,Gold
B004619,2024-08-03,Northeast,direct,enthusiast,Gold
B004620,2025-01-20,Northeast,direct,consumer,Bronze
B004621,2025-01-31,Central,paid_search,consumer,Gold
B004622,2025-04-18,Central,organic,consumer,Silver
B004623,2023-11-04,South,organic,consumer,Bronze
B004624,2024-06-24,Midwest,paid_search,consumer,Silver
B004625,2024-02-04,West,direct,consumer,Bronze
B004626,2025-05-29,Northeast,direct,consumer,Bronze
B004627,2023-11-04,South,paid_search,consumer,Silver
B004628,2024-12-15,Northeast,paid_search,consumer,Gold
B004629,2025-06-25,South,social,consumer,Bronze
B004630,2026-01-12,Central,direct,enthusiast,Bronze
B004631,2024-05-21,West,affiliate,consumer,Silver
B004632,2023-09-10,Central,organic,small_business,Silver
B004633,2025-06-21,West,paid_search,consumer,Gold
B004634,2023-09-04,Midwest,social,consumer,Silver
B004635,2023-11-02,West,social,consumer,Gold
B004636,2026-02-19,Midwest,direct,consumer,Silver
B004637,2025-10-26,South,direct,consumer,Bronze
B004638,2025-06-07,South,organic,consumer,Silver
B004639,2025-10-01,Midwest,organic,consumer,Bronze
B004640,2023-11-10,South,paid_search,consumer,Silver
B004641,2023-11-22,South,paid_search,consumer,Bronze
B004642,2024-06-02,Northeast,paid_search,enthusiast,Bronze
B004643,2023-09-24,Midwest,organic,consumer,Platinum
B004644,2025-11-18,South,organic,consumer,Gold
B004645,2023-10-24,South,direct,enthusiast,Bronze
B004646,2025-01-09,Midwest,organic,consumer,Gold
B004647,2025-10-17,Northeast,direct,consumer,Gold
B004648,2025-07-02,Central,paid_search,small_business,Bronze
B004649,2024-04-03,South,paid_search,consumer,Silver
B004650,2024-11-03,South,organic,consumer,Bronze
B004651,2025-01-13,Northeast,organic,enthusiast,Gold
B004652,2025-08-01,West,paid_search,consumer,Bronze
B004653,2024-09-24,Midwest,direct,consumer,Gold
B004654,2024-05-19,South,direct,consumer,Bronze
B004655,2025-08-26,South,organic,small_business,Bronze
B004656,2025-11-16,West,organic,consumer,Gold
B004657,2024-11-20,Central,organic,consumer,Bronze
B004658,2023-09-28,South,referral,consumer,Gold
B004659,2024-12-01,Northeast,organic,consumer,Bronze
B004660,2025-11-19,Northeast,organic,consumer,Silver
B004661,2026-02-18,Northeast,direct,small_business,Silver
B004662,2024-09-01,West,direct,consumer,Bronze
B004663,2024-01-17,Central,affiliate,consumer,Silver
B004664,2025-02-04,Central,organic,consumer,Silver
B004665,2025-09-27,West,paid_search,small_business,Silver
B004666,2026-01-09,Northeast,organic,consumer,Silver
B004667,2023-10-20,Central,affiliate,consumer,Bronze
B004668,2024-05-24,South,referral,consumer,Bronze
B004669,2024-11-10,South,organic,consumer,Bronze
B004670,2023-12-01,West,direct,consumer,Gold
B004671,2025-11-16,Northeast,social,consumer,Bronze
B004672,2023-12-13,West,referral,consumer,Bronze
B004673,2025-04-29,Central,organic,consumer,Bronze
B004674,2025-12-16,West,paid_search,consumer,Silver
B004675,2025-05-17,West,organic,consumer,Silver
B004676,2025-07-27,South,referral,consumer,Bronze
B004677,2024-04-29,Northeast,organic,consumer,Gold
B004678,2025-09-24,West,paid_search,consumer,Gold
B004679,2024-09-17,Midwest,referral,enthusiast,Gold
B004680,2023-10-28,Central,referral,consumer,Silver
B004681,2024-08-01,Northeast,affiliate,consumer,Bronze
B004682,2024-07-17,South,referral,consumer,Bronze
B004683,2024-12-19,South,affiliate,consumer,Bronze
B004684,2024-04-30,West,affiliate,consumer,Silver
B004685,2024-10-27,West,paid_search,consumer,Bronze
B004686,2024-09-26,Central,organic,consumer,Silver
B004687,2024-06-26,South,paid_search,consumer,Silver
B004688,2025-05-27,Midwest,organic,consumer,Silver
B004689,2024-06-06,Northeast,social,consumer,Bronze
B004690,2025-07-30,South,social,consumer,Gold
B004691,2024-04-18,South,organic,consumer,Bronze
B004692,2025-10-28,Midwest,referral,consumer,Silver
B004693,2024-07-30,South,referral,consumer,Platinum
B004694,2023-10-09,South,social,consumer,Bronze
B004695,2024-01-17,Midwest,direct,consumer,Gold
B004696,2025-09-04,West,paid_search,consumer,Gold
B004697,2025-11-03,South,paid_search,consumer,Gold
B004698,2024-03-13,South,organic,small_business,Bronze
B004699,2025-03-03,West,social,consumer,Bronze
B004700,2025-02-06,West,organic,enthusiast,Bronze
B004701,2024-01-02,West,direct,consumer,Gold
B004702,2024-10-17,Northeast,paid_search,consumer,Bronze
B004703,2025-05-25,Midwest,social,consumer,Bronze
B004704,2026-01-29,Central,social,consumer,Gold
B004705,2025-10-12,South,paid_search,consumer,Bronze
B004706,2023-11-30,South,referral,enthusiast,Bronze
B004707,2024-04-05,Central,referral,consumer,Silver
B004708,2024-10-03,Northeast,referral,consumer,Bronze
B004709,2024-01-17,West,social,consumer,Silver
B004710,2025-02-02,West,social,consumer,Bronze
B004711,2023-09-10,Northeast,paid_search,consumer,Silver
B004712,2023-12-15,West,referral,consumer,Bronze
B004713,2023-10-15,South,paid_search,consumer,Gold
B004714,2024-05-28,West,paid_search,consumer,Bronze
B004715,2025-07-26,Central,organic,enthusiast,Bronze
B004716,2024-02-11,West,affiliate,consumer,Platinum
B004717,2026-02-16,Northeast,organic,consumer,Gold
B004718,2024-05-05,West,email,consumer,Silver
B004719,2023-10-13,Central,organic,consumer,Platinum
B004720,2024-07-03,Midwest,paid_search,consumer,Bronze
B004721,2025-07-13,Midwest,organic,consumer,Silver
B004722,2023-12-08,Northeast,paid_search,consumer,Gold
B004723,2023-11-07,West,paid_search,consumer,Silver
B004724,2025-10-14,Northeast,referral,consumer,Bronze
B004725,2025-02-22,South,organic,consumer,Gold
B004726,2024-07-11,Central,paid_search,consumer,Bronze
B004727,2025-07-21,Central,organic,consumer,Bronze
B004728,2025-10-09,Central,paid_search,consumer,Silver
B004729,2024-07-25,South,email,consumer,Bronze
B004730,2025-01-25,Northeast,paid_search,consumer,Bronze
B004731,2023-09-12,South,referral,consumer,Bronze
B004732,2024-06-07,Northeast,social,consumer,Bronze
B004733,2025-02-25,West,paid_search,consumer,Silver
B004734,2024-02-29,Midwest,direct,consumer,Silver
B004735,2026-02-20,South,organic,small_business,Silver
B004736,2026-02-01,Northeast,direct,consumer,Silver
B004737,2024-04-24,South,social,consumer,Bronze
B004738,2024-08-28,West,paid_search,consumer,Bronze
B004739,2024-02-22,West,direct,consumer,Platinum
B004740,2024-12-04,Northeast,paid_search,consumer,Bronze
B004741,2023-12-24,Northeast,email,consumer,Bronze
B004742,2024-08-23,South,direct,consumer,Platinum
B004743,2025-01-19,Northeast,paid_search,consumer,Bronze
B004744,2025-03-12,Central,paid_search,consumer,Silver
B004745,2025-02-26,Midwest,direct,consumer,Bronze
B004746,2024-03-22,Northeast,organic,consumer,Silver
B004747,2025-08-23,West,referral,consumer,Bronze
B004748,2025-05-23,South,organic,consumer,Silver
B004749,2025-07-18,South,organic,consumer,Silver
B004750,2024-11-01,Midwest,social,consumer,Silver
B004751,2025-11-22,Northeast,referral,consumer,Bronze
B004752,2024-08-22,South,referral,consumer,Bronze
B004753,2025-09-04,West,social,consumer,Gold
B004754,2024-03-06,Central,paid_search,consumer,Gold
B004755,2024-04-14,South,paid_search,consumer,Bronze
B004756,2024-12-24,Midwest,organic,consumer,Bronze
B004757,2025-01-20,South,paid_search,consumer,Silver
B004758,2025-07-12,Midwest,paid_search,consumer,Gold
B004759,2024-05-30,South,social,small_business,Gold
B004760,2025-11-04,Midwest,organic,enthusiast,Silver
B004761,2024-06-28,Northeast,organic,enthusiast,Bronze
B004762,2024-12-31,Central,referral,consumer,Gold
B004763,2025-12-28,Central,organic,consumer,Gold
B004764,2025-01-05,South,email,enthusiast,Bronze
B004765,2025-05-14,West,paid_search,consumer,Silver
B004766,2025-12-06,Northeast,organic,consumer,Bronze
B004767,2026-02-04,West,direct,small_business,Bronze
B004768,2024-11-29,South,social,consumer,Gold
B004769,2024-09-15,Northeast,direct,consumer,Bronze
B004770,2024-02-29,Midwest,paid_search,enthusiast,Gold
B004771,2025-01-03,South,paid_search,enthusiast,Bronze
B004772,2025-12-15,Midwest,affiliate,consumer,Bronze
B004773,2024-11-18,Midwest,paid_search,consumer,Silver
B004774,2024-07-15,Northeast,social,consumer,Bronze
B004775,2024-08-22,Northeast,paid_search,consumer,Silver
B004776,2024-04-05,Midwest,paid_search,consumer,Bronze
B004777,2026-02-06,Midwest,organic,consumer,Silver
B004778,2024-12-25,Northeast,referral,consumer,Platinum
B004779,2024-01-05,South,paid_search,consumer,Bronze
B004780,2023-11-03,Midwest,email,enthusiast,Bronze
B004781,2025-10-15,Midwest,paid_search,small_business,Gold
B004782,2025-12-27,West,social,consumer,Bronze
B004783,2025-07-27,South,paid_search,consumer,Bronze
B004784,2023-12-24,Midwest,referral,consumer,Gold
B004785,2023-12-01,Midwest,referral,consumer,Bronze
B004786,2024-02-29,South,social,consumer,Silver
B004787,2025-07-16,Northeast,paid_search,consumer,Bronze
B004788,2025-07-29,Northeast,referral,consumer,Silver
B004789,2025-10-03,West,organic,consumer,Silver
B004790,2023-11-30,Northeast,social,enthusiast,Silver
B004791,2024-01-20,Midwest,referral,enthusiast,Silver
B004792,2025-11-29,Midwest,paid_search,small_business,Bronze
B004793,2025-12-25,South,affiliate,enthusiast,Bronze
B004794,2025-06-23,West,referral,consumer,Gold
B004795,2023-12-08,West,organic,enthusiast,Gold
B004796,2023-11-04,Northeast,paid_search,enthusiast,Gold
B004797,2023-10-23,West,paid_search,consumer,Silver
B004798,2025-05-23,Midwest,referral,consumer,Silver
B004799,2025-10-10,South,social,consumer,Silver
B004800,2025-03-30,West,paid_search,consumer,Silver
B004801,2024-04-28,West,paid_search,consumer,Bronze
B004802,2025-07-22,South,organic,consumer,Bronze
B004803,2023-10-26,Central,organic,small_business,Bronze
B004804,2025-09-24,Midwest,organic,small_business,Bronze
B004805,2025-11-21,Midwest,organic,consumer,Silver
B004806,2025-06-16,Northeast,organic,consumer,Bronze
B004807,2025-11-10,South,social,consumer,Silver
B004808,2025-02-16,South,social,consumer,Platinum
B004809,2024-11-01,Midwest,organic,enthusiast,Gold
B004810,2024-06-22,Midwest,social,small_business,Gold
B004811,2025-12-18,West,organic,consumer,Gold
B004812,2025-05-28,South,paid_search,consumer,Bronze
B004813,2024-02-23,West,email,small_business,Silver
B004814,2026-01-19,West,social,enthusiast,Silver
B004815,2023-10-26,West,organic,consumer,Platinum
B004816,2025-02-18,West,paid_search,enthusiast,Silver
B004817,2024-02-23,Central,affiliate,consumer,Bronze
B004818,2025-04-28,Northeast,organic,consumer,Gold
B004819,2024-09-12,West,email,consumer,Silver
B004820,2024-10-04,Central,paid_search,small_business,Bronze
B004821,2025-05-05,Midwest,organic,enthusiast,Silver
B004822,2025-07-21,South,social,consumer,Silver
B004823,2024-08-13,Central,affiliate,consumer,Silver
B004824,2026-02-25,Northeast,social,consumer,Gold
B004825,2024-11-29,South,direct,enthusiast,Silver
B004826,2024-01-26,Northeast,direct,consumer,Gold
B004827,2023-09-08,South,organic,consumer,Bronze
B004828,2024-03-04,South,organic,small_business,Bronze
B004829,2025-05-23,Midwest,paid_search,consumer,Bronze
B004830,2025-01-05,Central,social,enthusiast,Silver
B004831,2024-07-06,South,social,small_business,Gold
B004832,2024-11-13,Midwest,paid_search,consumer,Silver
B004833,2025-10-03,Central,email,enthusiast,Bronze
B004834,2025-02-03,West,paid_search,consumer,Silver
B004835,2023-10-25,South,referral,enthusiast,Platinum
B004836,2023-10-17,Northeast,direct,consumer,Bronze
B004837,2024-11-14,Midwest,organic,small_business,Bronze
B004838,2024-09-04,West,organic,consumer,Silver
B004839,2025-10-15,Midwest,organic,consumer,Silver
B004840,2025-02-13,South,direct,enthusiast,Bronze
B004841,2025-07-21,West,paid_search,consumer,Bronze
B004842,2025-02-15,Midwest,direct,consumer,Silver
B004843,2024-07-12,Midwest,social,small_business,Bronze
B004844,2025-04-22,West,social,consumer,Bronze
B004845,2025-03-20,West,direct,consumer,Bronze
B004846,2025-06-18,Midwest,paid_search,enthusiast,Bronze
B004847,2024-02-22,Midwest,referral,consumer,Bronze
B004848,2025-04-08,Midwest,paid_search,consumer,Gold
B004849,2024-05-19,Midwest,organic,consumer,Bronze
B004850,2025-08-21,South,organic,consumer,Silver
B004851,2025-08-28,West,organic,consumer,Silver
B004852,2025-03-23,Midwest,referral,consumer,Bronze
B004853,2026-01-10,South,paid_search,consumer,Silver
B004854,2025-01-03,Northeast,social,consumer,Bronze
B004855,2023-09-25,West,organic,consumer,Gold
B004856,2025-03-07,Midwest,affiliate,enthusiast,Silver
B004857,2025-08-09,South,referral,consumer,Bronze
B004858,2023-12-03,South,affiliate,consumer,Gold
B004859,2023-12-07,South,email,enthusiast,Bronze
B004860,2024-05-08,Central,organic,consumer,Bronze
B004861,2025-10-09,West,organic,enthusiast,Bronze
B004862,2024-12-25,Midwest,social,enthusiast,Silver
B004863,2026-02-06,South,paid_search,consumer,Silver
B004864,2025-11-04,West,affiliate,consumer,Silver
B004865,2025-01-19,Midwest,referral,consumer,Gold
B004866,2025-05-12,Central,organic,consumer,Platinum
B004867,2024-06-29,Northeast,direct,consumer,Bronze
B004868,2023-11-24,Northeast,organic,consumer,Gold
B004869,2024-08-30,Midwest,affiliate,consumer,Bronze
B004870,2025-02-22,Northeast,paid_search,small_business,Platinum
B004871,2024-02-15,Midwest,affiliate,consumer,Bronze
B004872,2024-03-22,West,organic,consumer,Bronze
B004873,2023-09-16,Northeast,direct,consumer,Bronze
B004874,2025-07-01,South,direct,consumer,Bronze
B004875,2025-11-28,West,social,small_business,Gold
B004876,2025-09-24,West,social,consumer,Bronze
B004877,2024-08-13,Midwest,affiliate,consumer,Bronze
B004878,2025-02-23,Northeast,social,consumer,Gold
B004879,2026-01-23,Midwest,social,consumer,Silver
B004880,2025-02-21,South,social,enthusiast,Silver
B004881,2024-05-28,West,direct,consumer,Platinum
B004882,2024-07-06,Midwest,affiliate,consumer,Bronze
B004883,2025-06-24,South,organic,consumer,Bronze
B004884,2024-10-12,West,direct,consumer,Bronze
B004885,2025-10-03,Midwest,organic,consumer,Bronze
B004886,2025-10-27,Northeast,organic,consumer,Bronze
B004887,2023-10-05,Midwest,email,consumer,Silver
B004888,2025-06-21,Central,organic,consumer,Bronze
B004889,2024-08-04,West,organic,consumer,Silver
B004890,2024-12-18,South,social,enthusiast,Silver
B004891,2024-04-30,West,direct,consumer,Bronze
B004892,2024-08-02,South,organic,enthusiast,Silver
B004893,2024-06-29,Midwest,social,consumer,Bronze
B004894,2023-10-18,Midwest,organic,consumer,Silver
B004895,2025-08-14,South,paid_search,consumer,Bronze
B004896,2024-01-10,South,paid_search,consumer,Gold
B004897,2024-08-09,Central,organic,consumer,Silver
B004898,2024-02-25,South,direct,consumer,Silver
B004899,2024-01-26,West,affiliate,consumer,Bronze
B004900,2024-08-07,Midwest,direct,consumer,Bronze
B004901,2025-12-16,Midwest,direct,small_business,Bronze
B004902,2026-01-08,Northeast,direct,enthusiast,Silver
B004903,2024-08-14,Northeast,referral,consumer,Silver
B004904,2024-12-05,Northeast,paid_search,small_business,Gold
B004905,2026-02-15,Midwest,direct,consumer,Bronze
B004906,2024-04-03,Central,social,consumer,Gold
B004907,2026-01-08,West,paid_search,consumer,Gold
B004908,2023-12-08,Northeast,paid_search,consumer,Bronze
B004909,2024-03-26,South,paid_search,consumer,Bronze
B004910,2024-07-06,Northeast,social,consumer,Silver
B004911,2023-10-06,Central,referral,enthusiast,Bronze
B004912,2025-09-13,South,social,consumer,Bronze
B004913,2025-10-19,Northeast,paid_search,consumer,Silver
B004914,2024-08-16,Midwest,organic,consumer,Silver
B004915,2025-10-02,Midwest,direct,consumer,Bronze
B004916,2025-08-05,South,paid_search,consumer,Gold
B004917,2025-08-31,Midwest,paid_search,consumer,Bronze
B004918,2025-09-01,Northeast,referral,consumer,Bronze
B004919,2025-02-05,Northeast,direct,consumer,Bronze
B004920,2023-12-12,Northeast,social,consumer,Gold
B004921,2025-12-20,South,affiliate,consumer,Gold
B004922,2025-03-09,Central,organic,consumer,Bronze
B004923,2025-11-30,Midwest,direct,consumer,Silver
B004924,2026-01-21,West,social,consumer,Bronze
B004925,2024-02-20,South,referral,consumer,Bronze
B004926,2024-09-02,West,organic,consumer,Bronze
B004927,2024-02-24,Central,affiliate,enthusiast,Gold
B004928,2023-10-19,South,paid_search,consumer,Bronze
B004929,2026-01-28,Central,social,consumer,Silver
B004930,2025-12-20,Midwest,affiliate,consumer,Bronze
B004931,2025-12-27,West,referral,consumer,Gold
B004932,2025-11-14,South,paid_search,enthusiast,Gold
B004933,2025-04-14,Midwest,direct,consumer,Bronze
B004934,2024-12-20,Midwest,organic,consumer,Silver
B004935,2026-02-20,Central,social,consumer,Silver
B004936,2025-01-16,Central,organic,enthusiast,Platinum
B004937,2025-04-08,South,paid_search,small_business,Silver
B004938,2024-03-13,Central,direct,consumer,Bronze
B004939,2025-07-12,Central,organic,consumer,Bronze
B004940,2025-09-16,Midwest,direct,consumer,Silver
B004941,2025-05-11,Northeast,paid_search,consumer,Silver
B004942,2024-11-29,Northeast,referral,consumer,Bronze
B004943,2024-02-29,Northeast,organic,consumer,Gold
B004944,2023-10-03,Northeast,affiliate,consumer,Gold
B004945,2025-03-26,Central,direct,consumer,Silver
B004946,2025-05-15,South,social,consumer,Silver
B004947,2025-08-05,West,paid_search,consumer,Silver
B004948,2026-01-14,Midwest,referral,consumer,Silver
B004949,2024-11-28,Midwest,referral,consumer,Bronze
B004950,2025-09-25,Northeast,organic,small_business,Bronze
B004951,2025-06-15,Midwest,affiliate,consumer,Bronze
B004952,2024-05-11,Midwest,affiliate,enthusiast,Platinum
