refund_id,order_id,refund_date,refund_reason,refund_amount,full_refund_flag
R00013955,O00078321,2025-09-15,damaged_item,7.54,0
R00013956,O00078327,2025-02-14,order_cancelled,78.64,0
R00013957,O00078331,2024-11-05,damaged_item,230.31,1
R00013958,O00078338,2025-07-23,damaged_item,51.34,0
R00013959,O00078341,2025-12-24,damaged_item,29.48,0
R00013960,O00078343,2024-11-28,buyer_remorse,35.56,0
R00013961,O00078347,2025-03-31,damaged_item,8.47,0
R00013962,O00078348,2025-08-02,not_as_described,133.9,0
R00013963,O00078351,2025-05-18,damaged_item,509.89,1
R00013964,O00078360,2025-04-17,damaged_item,33.53,0
R00013965,O00078361,2025-12-26,buyer_remorse,28.57,0
R00013966,O00078363,2026-03-15,buyer_remorse,41.43,0
R00013967,O00078365,2025-09-09,damaged_item,68.4,0
R00013968,O00078380,2024-07-26,not_as_described,21.56,0
R00013969,O00078382,2025-05-29,damaged_item,79.6,0
R00013970,O00078389,2024-07-21,not_as_described,56.08,0
R00013971,O00078392,2026-03-16,not_as_described,92.7,1
R00013972,O00078393,2025-12-22,order_cancelled,9.8,0
R00013973,O00078396,2025-12-08,not_as_described,56.01,0
R00013974,O00078407,2024-05-26,buyer_remorse,11.03,0
R00013975,O00078414,2024-12-22,item_not_received,38.02,0
R00013976,O00078417,2025-09-17,not_as_described,37.31,1
R00013977,O00078429,2025-02-24,order_cancelled,16.23,1
R00013978,O00078451,2024-11-18,damaged_item,119.91,1
R00013979,O00078458,2025-12-24,not_as_described,44.62,0
R00013980,O00078466,2025-07-13,not_as_described,147.04,0
R00013981,O00078469,2025-01-08,damaged_item,170.22,1
R00013982,O00078470,2026-01-29,order_cancelled,148.16,1
R00013983,O00078477,2025-12-14,late_delivery,151.81,0
R00013984,O00078478,2025-08-20,buyer_remorse,48.41,0
R00013985,O00078480,2025-08-01,buyer_remorse,30.52,0
R00013986,O00078483,2025-09-07,not_as_described,22.81,0
R00013987,O00078489,2025-05-04,not_as_described,24.02,0
R00013988,O00078497,2025-05-03,damaged_item,58.93,0
R00013989,O00078506,2026-01-12,not_as_described,975.38,1
R00013990,O00078508,2025-08-26,order_cancelled,143.56,1
R00013991,O00078512,2025-02-03,not_as_described,8.3,0
R00013992,O00078516,2026-01-12,not_as_described,56.7,0
R00013993,O00078519,2024-07-14,damaged_item,27.88,0
R00013994,O00078523,2025-09-06,buyer_remorse,204.34,1
R00013995,O00078526,2026-02-21,buyer_remorse,182.28,0
R00013996,O00078527,2026-02-06,not_as_described,1945.29,1
R00013997,O00078534,2025-10-13,damaged_item,67.58,0
R00013998,O00078536,2025-09-07,damaged_item,44.57,0
R00013999,O00078545,2025-06-11,fraud_suspected,24.26,0
R00014000,O00078557,2025-08-27,damaged_item,39.51,0
R00014001,O00078566,2025-05-13,damaged_item,83.39,1
R00014002,O00078567,2025-02-05,buyer_remorse,119.73,0
R00014003,O00078576,2026-02-25,order_cancelled,55.11,0
R00014004,O00078577,2026-02-09,not_as_described,46.75,0
R00014005,O00078580,2025-04-08,order_cancelled,464.1,1
R00014006,O00078581,2025-12-06,buyer_remorse,147.39,0
R00014007,O00078588,2025-07-02,not_as_described,122.71,0
R00014008,O00078589,2025-11-26,damaged_item,27.81,0
R00014009,O00078591,2025-10-15,not_as_described,104.04,0
R00014010,O00078600,2025-06-28,order_cancelled,168.47,1
R00014011,O00078603,2025-09-19,not_as_described,14.24,1
R00014012,O00078604,2025-08-16,not_as_described,39.25,0
R00014013,O00078607,2025-05-08,not_as_described,107.04,0
R00014014,O00078609,2025-11-27,not_as_described,54.33,0
R00014015,O00078612,2025-12-11,order_cancelled,62.4,1
R00014016,O00078613,2025-11-05,order_cancelled,74.3,1
R00014017,O00078618,2026-02-18,damaged_item,51.64,0
R00014018,O00078622,2025-09-19,not_as_described,292.65,1
R00014019,O00078629,2025-05-11,not_as_described,15.74,0
R00014020,O00078635,2026-03-13,damaged_item,435.76,1
R00014021,O00078645,2025-11-06,damaged_item,48.62,0
R00014022,O00078660,2024-07-05,buyer_remorse,19.21,0
R00014023,O00078667,2025-01-14,buyer_remorse,32.43,0
R00014024,O00078671,2025-11-26,fraud_suspected,58.16,1
R00014025,O00078675,2025-04-19,fraud_suspected,65.46,0
R00014026,O00078679,2025-05-29,fraud_suspected,313.56,0
R00014027,O00078680,2026-02-07,fraud_suspected,33.0,0
R00014028,O00078681,2025-11-08,fraud_suspected,72.83,1
R00014029,O00078685,2026-02-13,buyer_remorse,16.97,0
R00014030,O00078687,2024-12-02,fraud_suspected,14.73,0
R00014031,O00078689,2024-10-29,order_cancelled,6.12,0
R00014032,O00078693,2024-12-09,buyer_remorse,388.02,1
R00014033,O00078696,2025-05-01,not_as_described,27.9,0
R00014034,O00078699,2025-08-29,damaged_item,42.52,0
R00014035,O00078731,2025-08-07,not_as_described,18.96,0
R00014036,O00078732,2024-07-11,damaged_item,81.5,0
R00014037,O00078733,2025-09-15,damaged_item,117.06,0
R00014038,O00078737,2024-06-22,not_as_described,75.96,0
R00014039,O00078740,2026-01-09,buyer_remorse,94.39,0
R00014040,O00078744,2024-11-30,order_cancelled,49.16,1
R00014041,O00078745,2025-12-16,buyer_remorse,37.35,0
R00014042,O00078746,2026-03-26,not_as_described,41.6,0
R00014043,O00078747,2025-08-28,not_as_described,58.13,0
R00014044,O00078755,2025-08-15,buyer_remorse,19.34,1
R00014045,O00078760,2025-01-04,order_cancelled,36.39,0
R00014046,O00078762,2025-03-16,order_cancelled,253.75,1
R00014047,O00078765,2026-01-16,buyer_remorse,151.78,1
R00014048,O00078767,2025-08-10,order_cancelled,19.31,1
R00014049,O00078769,2025-01-11,order_cancelled,152.54,1
R00014050,O00078770,2025-09-04,damaged_item,4.64,0
R00014051,O00078774,2025-09-29,damaged_item,47.2,0
R00014052,O00078782,2024-12-15,buyer_remorse,15.44,0
R00014053,O00078784,2025-06-26,not_as_described,40.54,0
R00014054,O00078787,2025-06-15,damaged_item,94.66,0
R00014055,O00078793,2025-09-04,not_as_described,221.92,0
R00014056,O00078817,2024-08-11,buyer_remorse,13.25,0
R00014057,O00078818,2026-01-19,buyer_remorse,26.24,0
R00014058,O00078819,2024-09-14,order_cancelled,81.25,1
R00014059,O00078823,2025-04-12,order_cancelled,444.04,1
R00014060,O00078828,2024-10-05,buyer_remorse,5.91,0
R00014061,O00078838,2025-07-01,not_as_described,25.82,0
R00014062,O00078848,2025-05-23,not_as_described,49.12,0
R00014063,O00078851,2025-11-15,damaged_item,93.1,0
R00014064,O00078859,2024-09-13,buyer_remorse,20.52,0
R00014065,O00078860,2025-02-12,buyer_remorse,9.0,0
R00014066,O00078871,2025-07-19,damaged_item,222.74,0
R00014067,O00078874,2025-09-15,damaged_item,9.78,0
R00014068,O00078878,2025-09-29,not_as_described,237.44,0
R00014069,O00078885,2026-01-15,order_cancelled,78.55,1
R00014070,O00078893,2026-02-07,buyer_remorse,69.58,1
R00014071,O00078901,2026-02-14,damaged_item,5.43,0
R00014072,O00078910,2025-06-01,not_as_described,52.39,0
R00014073,O00078914,2025-08-13,not_as_described,137.23,1
R00014074,O00078917,2025-11-21,buyer_remorse,26.65,1
R00014075,O00078919,2026-03-07,damaged_item,76.55,1
R00014076,O00078920,2026-03-04,damaged_item,176.73,0
R00014077,O00078924,2025-12-06,not_as_described,16.77,0
R00014078,O00078933,2026-02-02,damaged_item,276.45,1
R00014079,O00078934,2025-02-20,buyer_remorse,17.99,0
R00014080,O00078941,2024-07-01,damaged_item,6.7,0
R00014081,O00078951,2026-02-20,buyer_remorse,250.06,0
R00014082,O00078959,2025-01-03,damaged_item,24.19,1
R00014083,O00078970,2025-07-03,order_cancelled,77.48,1
R00014084,O00078973,2024-06-24,order_cancelled,30.45,0
R00014085,O00078974,2025-11-27,not_as_described,146.13,0
R00014086,O00078978,2025-06-11,buyer_remorse,113.72,0
R00014087,O00078980,2025-01-25,not_as_described,113.08,1
R00014088,O00078981,2025-01-13,damaged_item,377.04,1
R00014089,O00078998,2025-11-30,order_cancelled,40.13,0
R00014090,O00079001,2026-02-28,not_as_described,73.68,0
R00014091,O00079002,2026-03-01,buyer_remorse,79.18,0
R00014092,O00079004,2025-02-07,not_as_described,4.18,0
R00014093,O00079006,2024-10-17,not_as_described,89.95,0
R00014094,O00079008,2026-01-25,not_as_described,21.88,0
R00014095,O00079010,2025-11-01,order_cancelled,155.6,1
R00014096,O00079021,2025-11-02,not_as_described,506.71,1
R00014097,O00079024,2024-07-21,not_as_described,77.14,0
R00014098,O00079030,2025-12-17,not_as_described,27.08,0
R00014099,O00079036,2025-11-10,damaged_item,67.27,0
R00014100,O00079046,2025-11-04,damaged_item,27.01,0
R00014101,O00079050,2025-12-28,not_as_described,15.94,0
R00014102,O00079057,2025-10-05,not_as_described,32.98,0
R00014103,O00079064,2024-08-30,damaged_item,84.67,0
R00014104,O00079067,2024-11-22,item_not_received,54.23,1
R00014105,O00079073,2025-03-26,damaged_item,36.87,0
R00014106,O00079081,2025-04-25,damaged_item,5.53,0
R00014107,O00079087,2026-02-27,buyer_remorse,239.62,1
R00014108,O00079096,2025-05-19,buyer_remorse,44.25,0
R00014109,O00079097,2024-12-25,buyer_remorse,37.88,0
R00014110,O00079110,2026-01-05,not_as_described,23.15,0
R00014111,O00079116,2025-09-14,damaged_item,48.59,0
R00014112,O00079118,2025-12-13,damaged_item,691.18,1
R00014113,O00079123,2024-10-28,order_cancelled,40.09,0
R00014114,O00079124,2025-04-23,not_as_described,753.61,0
R00014115,O00079126,2026-01-07,not_as_described,31.07,0
R00014116,O00079131,2024-08-18,buyer_remorse,234.82,1
R00014117,O00079133,2025-07-17,buyer_remorse,69.2,1
R00014118,O00079138,2025-09-24,damaged_item,76.31,0
R00014119,O00079139,2025-07-06,buyer_remorse,214.83,0
R00014120,O00079142,2026-01-25,order_cancelled,57.35,1
R00014121,O00079150,2025-10-11,order_cancelled,22.66,0
R00014122,O00079164,2025-06-25,order_cancelled,266.65,1
R00014123,O00079173,2025-03-26,damaged_item,20.1,0
R00014124,O00079180,2025-02-17,not_as_described,18.93,0
R00014125,O00079184,2026-03-02,buyer_remorse,79.95,0
R00014126,O00079186,2025-11-03,damaged_item,18.07,0
R00014127,O00079188,2026-01-18,not_as_described,437.84,1
R00014128,O00079190,2025-08-01,damaged_item,85.06,0
R00014129,O00079194,2025-04-02,not_as_described,16.29,0
R00014130,O00079209,2024-06-25,damaged_item,1.75,0
R00014131,O00079212,2025-08-26,damaged_item,42.68,0
R00014132,O00079213,2025-05-29,not_as_described,21.02,0
R00014133,O00079215,2024-07-27,damaged_item,207.99,0
R00014134,O00079218,2026-01-02,late_delivery,115.06,0
R00014135,O00079221,2024-12-29,late_delivery,74.9,0
R00014136,O00079222,2025-01-16,damaged_item,9.43,0
R00014137,O00079233,2024-12-31,not_as_described,397.87,0
R00014138,O00079239,2024-03-08,order_cancelled,154.45,1
R00014139,O00079241,2024-11-26,order_cancelled,989.39,1
R00014140,O00079246,2025-07-03,damaged_item,26.06,0
R00014141,O00079252,2025-07-04,buyer_remorse,180.37,0
R00014142,O00079261,2025-12-15,not_as_described,79.38,1
R00014143,O00079263,2025-11-25,not_as_described,149.95,0
R00014144,O00079269,2025-04-16,not_as_described,126.72,0
R00014145,O00079274,2025-02-22,not_as_described,31.7,0
R00014146,O00079275,2025-06-26,not_as_described,11.01,0
R00014147,O00079298,2026-01-01,not_as_described,25.05,0
R00014148,O00079302,2025-12-16,order_cancelled,34.42,1
R00014149,O00079304,2024-12-30,damaged_item,42.47,0
R00014150,O00079307,2026-03-01,not_as_described,52.68,0
R00014151,O00079315,2026-02-24,buyer_remorse,61.67,1
R00014152,O00079316,2026-03-03,order_cancelled,40.36,0
R00014153,O00079318,2025-11-23,damaged_item,18.94,0
R00014154,O00079319,2026-01-03,damaged_item,92.28,0
R00014155,O00079325,2025-08-26,buyer_remorse,161.67,1
R00014156,O00079328,2026-02-16,not_as_described,21.79,0
R00014157,O00079330,2025-02-25,not_as_described,75.43,0
R00014158,O00079342,2025-04-19,not_as_described,51.34,0
R00014159,O00079354,2024-08-11,order_cancelled,45.37,1
R00014160,O00079359,2026-02-02,not_as_described,256.07,1
R00014161,O00079364,2024-09-28,damaged_item,762.71,1
R00014162,O00079368,2024-07-01,damaged_item,48.94,0
R00014163,O00079371,2025-02-24,buyer_remorse,132.64,1
R00014164,O00079373,2024-12-15,order_cancelled,156.59,1
R00014165,O00079377,2024-07-03,buyer_remorse,111.84,0
R00014166,O00079384,2025-11-22,not_as_described,152.26,0
R00014167,O00079393,2025-09-20,not_as_described,131.05,1
R00014168,O00079396,2025-02-23,damaged_item,5.02,0
R00014169,O00079400,2025-05-28,not_as_described,81.9,0
R00014170,O00079413,2025-05-04,buyer_remorse,101.41,0
R00014171,O00079422,2025-09-30,not_as_described,24.71,0
R00014172,O00079444,2024-12-30,late_delivery,13.1,0
R00014173,O00079449,2024-11-27,buyer_remorse,45.91,0
R00014174,O00079466,2025-08-01,order_cancelled,11.24,0
R00014175,O00079467,2025-06-19,buyer_remorse,60.71,0
R00014176,O00079475,2024-09-16,not_as_described,16.81,0
R00014177,O00079478,2025-03-06,damaged_item,282.25,0
R00014178,O00079479,2025-04-16,buyer_remorse,45.05,0
R00014179,O00079511,2024-04-13,not_as_described,17.69,0
R00014180,O00079517,2025-11-18,not_as_described,25.45,0
R00014181,O00079519,2025-12-05,damaged_item,114.59,0
R00014182,O00079522,2025-12-21,damaged_item,43.86,0
R00014183,O00079533,2025-08-04,buyer_remorse,25.54,0
R00014184,O00079534,2026-03-08,not_as_described,137.04,0
R00014185,O00079540,2024-12-29,not_as_described,25.38,0
R00014186,O00079542,2025-08-14,damaged_item,111.08,0
R00014187,O00079563,2026-03-23,damaged_item,111.45,0
R00014188,O00079566,2025-12-30,not_as_described,40.42,0
R00014189,O00079568,2024-04-02,buyer_remorse,198.15,1
R00014190,O00079569,2024-08-15,damaged_item,23.99,0
R00014191,O00079577,2026-02-05,not_as_described,42.67,0
R00014192,O00079580,2025-08-25,not_as_described,197.85,0
R00014193,O00079589,2025-12-29,buyer_remorse,33.09,0
R00014194,O00079593,2025-12-14,not_as_described,5.94,0
R00014195,O00079594,2025-12-22,damaged_item,56.92,0
R00014196,O00079598,2025-12-25,buyer_remorse,211.05,0
R00014197,O00079600,2026-01-29,not_as_described,12.56,0
R00014198,O00079605,2025-11-19,damaged_item,75.53,0
R00014199,O00079610,2025-10-07,not_as_described,63.9,0
R00014200,O00079617,2025-01-06,not_as_described,19.56,0
R00014201,O00079622,2025-08-23,order_cancelled,23.61,0
R00014202,O00079623,2026-03-23,buyer_remorse,14.74,0
R00014203,O00079625,2025-07-30,not_as_described,65.83,0
R00014204,O00079632,2025-02-18,buyer_remorse,31.36,0
R00014205,O00079634,2025-03-01,order_cancelled,44.8,1
R00014206,O00079639,2025-04-26,not_as_described,19.73,0
R00014207,O00079640,2025-06-20,not_as_described,8.32,0
R00014208,O00079643,2025-04-02,order_cancelled,14.77,0
R00014209,O00079662,2026-01-09,not_as_described,55.92,0
R00014210,O00079667,2025-06-29,not_as_described,24.82,0
R00014211,O00079672,2026-02-03,buyer_remorse,32.38,0
R00014212,O00079678,2025-12-10,damaged_item,62.1,0
R00014213,O00079680,2025-06-13,not_as_described,7.84,0
R00014214,O00079685,2026-01-09,damaged_item,8.16,0
R00014215,O00079686,2025-02-19,buyer_remorse,307.31,0
R00014216,O00079690,2024-12-07,damaged_item,129.76,1
R00014217,O00079692,2025-07-28,not_as_described,47.09,0
R00014218,O00079715,2025-12-16,not_as_described,29.39,0
R00014219,O00079718,2024-04-23,damaged_item,23.19,0
R00014220,O00079730,2024-11-29,not_as_described,6.55,0
R00014221,O00079731,2025-10-06,buyer_remorse,14.83,0
R00014222,O00079741,2024-11-24,not_as_described,20.25,1
R00014223,O00079748,2025-06-13,not_as_described,18.99,0
R00014224,O00079764,2025-02-05,not_as_described,26.39,0
R00014225,O00079767,2025-07-26,order_cancelled,209.76,0
R00014226,O00079768,2025-04-22,damaged_item,55.71,0
R00014227,O00079774,2026-02-19,buyer_remorse,49.06,0
R00014228,O00079775,2026-02-23,buyer_remorse,131.87,0
R00014229,O00079777,2025-10-29,buyer_remorse,53.72,0
R00014230,O00079778,2026-01-21,not_as_described,136.03,0
R00014231,O00079790,2024-09-26,fraud_suspected,50.64,0
R00014232,O00079794,2024-10-09,order_cancelled,134.1,0
R00014233,O00079797,2025-12-20,fraud_suspected,24.36,0
R00014234,O00079800,2024-08-24,order_cancelled,12.31,1
R00014235,O00079808,2024-10-27,damaged_item,15.42,0
R00014236,O00079814,2024-09-18,buyer_remorse,62.43,1
R00014237,O00079823,2025-11-27,not_as_described,522.94,0
R00014238,O00079825,2025-11-28,not_as_described,38.68,0
R00014239,O00079828,2025-03-04,damaged_item,47.8,0
R00014240,O00079844,2024-07-27,buyer_remorse,9.07,0
R00014241,O00079845,2025-09-30,buyer_remorse,96.29,0
R00014242,O00079849,2024-12-02,not_as_described,51.38,0
R00014243,O00079850,2025-05-31,damaged_item,23.97,0
R00014244,O00079857,2026-01-05,fraud_suspected,27.91,0
R00014245,O00079861,2026-01-28,fraud_suspected,14.79,0
R00014246,O00079870,2025-11-04,order_cancelled,101.85,1
R00014247,O00079880,2025-09-22,not_as_described,172.51,0
R00014248,O00079883,2025-01-02,damaged_item,75.47,0
R00014249,O00079903,2025-07-12,damaged_item,76.99,0
R00014250,O00079904,2025-05-03,not_as_described,4.88,0
R00014251,O00079911,2025-07-15,damaged_item,98.36,1
R00014252,O00079912,2024-08-12,damaged_item,6.96,0
R00014253,O00079914,2026-02-25,not_as_described,60.33,1
R00014254,O00079919,2025-12-17,order_cancelled,109.68,1
R00014255,O00079920,2026-01-14,damaged_item,112.63,1
R00014256,O00079934,2026-02-17,buyer_remorse,131.51,1
R00014257,O00079935,2025-11-21,buyer_remorse,134.83,0
R00014258,O00079937,2024-09-11,not_as_described,76.44,0
R00014259,O00079941,2024-08-23,damaged_item,97.26,0
R00014260,O00079948,2025-05-03,not_as_described,57.81,0
R00014261,O00079949,2025-08-20,not_as_described,13.9,0
R00014262,O00079969,2024-09-29,damaged_item,71.24,1
R00014263,O00079970,2025-04-10,damaged_item,46.33,0
R00014264,O00079980,2025-09-07,order_cancelled,30.28,0
R00014265,O00079988,2024-11-01,buyer_remorse,229.95,1
R00014266,O00079994,2024-07-13,order_cancelled,30.76,1
R00014267,O00080000,2025-12-20,not_as_described,16.93,1
R00014268,O00080019,2024-07-06,buyer_remorse,47.53,0
R00014269,O00080020,2025-10-30,buyer_remorse,39.82,1
R00014270,O00080026,2025-09-27,buyer_remorse,6.46,0
R00014271,O00080030,2024-10-08,buyer_remorse,42.5,1
R00014272,O00080031,2024-04-09,buyer_remorse,50.38,0
R00014273,O00080032,2024-08-11,damaged_item,24.39,0
R00014274,O00080034,2025-04-27,buyer_remorse,24.8,0
R00014275,O00080040,2025-06-13,damaged_item,31.88,0
R00014276,O00080042,2026-02-01,buyer_remorse,73.05,0
R00014277,O00080043,2026-01-01,not_as_described,233.61,0
R00014278,O00080044,2025-04-06,not_as_described,21.65,0
R00014279,O00080054,2025-12-09,not_as_described,14.78,0
R00014280,O00080057,2025-05-20,damaged_item,54.72,0
R00014281,O00080064,2025-03-04,buyer_remorse,201.57,1
R00014282,O00080070,2025-11-11,damaged_item,90.19,0
R00014283,O00080072,2026-01-31,damaged_item,64.74,0
R00014284,O00080074,2025-07-20,not_as_described,14.93,0
R00014285,O00080076,2026-02-16,not_as_described,28.41,0
R00014286,O00080079,2025-12-03,not_as_described,91.15,1
R00014287,O00080080,2025-11-17,buyer_remorse,35.57,0
R00014288,O00080086,2025-11-14,not_as_described,76.21,0
R00014289,O00080095,2024-10-26,damaged_item,106.49,0
R00014290,O00080102,2025-02-06,not_as_described,64.1,0
R00014291,O00080103,2025-01-21,not_as_described,42.96,0
R00014292,O00080105,2024-06-27,buyer_remorse,25.19,0
R00014293,O00080109,2025-01-19,buyer_remorse,37.09,0
R00014294,O00080113,2025-06-03,not_as_described,32.26,0
R00014295,O00080114,2025-08-02,buyer_remorse,46.84,0
R00014296,O00080116,2025-12-17,damaged_item,17.59,0
R00014297,O00080119,2025-01-24,order_cancelled,240.14,0
R00014298,O00080120,2026-01-08,not_as_described,13.73,0
R00014299,O00080122,2025-03-21,not_as_described,58.8,0
R00014300,O00080126,2025-09-04,order_cancelled,36.74,1
R00014301,O00080133,2025-08-23,not_as_described,413.37,1
R00014302,O00080137,2025-11-01,buyer_remorse,16.57,0
R00014303,O00080141,2025-12-19,damaged_item,9.77,0
R00014304,O00080158,2025-09-12,not_as_described,480.96,0
R00014305,O00080161,2024-10-11,damaged_item,180.14,0
R00014306,O00080177,2026-03-08,buyer_remorse,18.5,0
R00014307,O00080205,2025-12-20,not_as_described,50.96,0
R00014308,O00080206,2025-07-02,damaged_item,44.59,0
R00014309,O00080210,2025-05-31,damaged_item,107.09,0
R00014310,O00080211,2024-12-19,order_cancelled,141.6,1
R00014311,O00080212,2025-07-03,not_as_described,52.35,0
R00014312,O00080213,2025-03-11,not_as_described,17.82,0
R00014313,O00080215,2024-08-18,not_as_described,23.67,0
R00014314,O00080217,2025-08-16,not_as_described,106.77,0
R00014315,O00080224,2025-04-09,damaged_item,18.33,0
R00014316,O00080229,2025-05-05,order_cancelled,125.07,1
R00014317,O00080244,2025-07-03,order_cancelled,51.43,1
R00014318,O00080251,2025-05-30,order_cancelled,16.01,0
R00014319,O00080255,2025-09-14,buyer_remorse,59.41,0
R00014320,O00080257,2024-05-16,order_cancelled,67.05,1
R00014321,O00080258,2025-11-07,buyer_remorse,310.0,0
R00014322,O00080265,2025-06-11,not_as_described,13.16,0
R00014323,O00080271,2025-03-05,order_cancelled,63.5,1
R00014324,O00080274,2025-09-14,order_cancelled,24.38,0
R00014325,O00080282,2025-10-05,not_as_described,38.64,0
R00014326,O00080285,2026-03-02,damaged_item,116.44,1
R00014327,O00080286,2025-02-12,damaged_item,21.69,0
R00014328,O00080304,2026-03-08,buyer_remorse,42.34,0
R00014329,O00080327,2024-05-14,order_cancelled,114.44,0
R00014330,O00080329,2025-11-19,buyer_remorse,178.7,1
R00014331,O00080330,2025-03-16,buyer_remorse,86.49,0
R00014332,O00080332,2025-02-08,order_cancelled,19.41,0
R00014333,O00080342,2024-11-07,not_as_described,87.64,0
R00014334,O00080343,2025-03-12,not_as_described,764.6,1
R00014335,O00080353,2025-12-21,not_as_described,124.59,1
R00014336,O00080355,2025-07-16,buyer_remorse,167.77,1
R00014337,O00080359,2025-03-14,not_as_described,68.32,0
R00014338,O00080371,2024-03-27,damaged_item,30.5,0
R00014339,O00080374,2025-09-16,buyer_remorse,87.85,0
R00014340,O00080375,2025-07-06,damaged_item,73.92,0
R00014341,O00080378,2025-12-03,buyer_remorse,104.87,1
R00014342,O00080384,2024-03-19,fraud_suspected,86.14,0
R00014343,O00080389,2025-03-31,order_cancelled,277.12,1
R00014344,O00080390,2025-12-29,fraud_suspected,36.54,0
R00014345,O00080393,2024-05-11,fraud_suspected,91.84,1
R00014346,O00080396,2025-05-27,fraud_suspected,69.87,1
R00014347,O00080410,2025-07-24,buyer_remorse,141.51,1
R00014348,O00080411,2025-11-01,damaged_item,20.67,0
R00014349,O00080415,2025-09-24,order_cancelled,17.12,0
R00014350,O00080423,2026-01-03,order_cancelled,108.61,1
R00014351,O00080435,2025-07-02,damaged_item,113.38,0
R00014352,O00080441,2025-07-30,damaged_item,85.7,0
R00014353,O00080443,2024-08-08,not_as_described,154.88,0
R00014354,O00080444,2025-08-18,not_as_described,73.55,0
R00014355,O00080452,2024-12-08,buyer_remorse,91.26,1
R00014356,O00080453,2024-05-17,damaged_item,14.26,0
R00014357,O00080456,2025-07-18,not_as_described,119.37,0
R00014358,O00080458,2025-10-25,not_as_described,17.16,0
R00014359,O00080462,2024-11-09,not_as_described,220.6,0
R00014360,O00080477,2026-03-07,fraud_suspected,59.56,0
R00014361,O00080483,2025-12-06,late_delivery,67.51,1
R00014362,O00080484,2025-11-07,fraud_suspected,141.36,1
R00014363,O00080492,2025-05-08,damaged_item,318.26,1
R00014364,O00080493,2026-02-19,damaged_item,28.98,0
R00014365,O00080506,2025-07-10,order_cancelled,221.13,1
R00014366,O00080509,2025-08-19,damaged_item,85.91,0
R00014367,O00080513,2024-11-16,order_cancelled,15.15,1
R00014368,O00080514,2025-12-24,not_as_described,33.9,0
R00014369,O00080520,2025-04-16,damaged_item,223.17,0
R00014370,O00080521,2025-04-14,damaged_item,84.42,1
R00014371,O00080525,2024-10-04,buyer_remorse,329.58,1
R00014372,O00080527,2025-12-30,order_cancelled,61.5,1
R00014373,O00080528,2024-08-11,buyer_remorse,76.95,0
R00014374,O00080529,2025-05-03,order_cancelled,77.09,1
R00014375,O00080531,2025-03-27,not_as_described,391.52,0
R00014376,O00080534,2024-05-21,damaged_item,28.76,0
R00014377,O00080535,2024-07-29,buyer_remorse,346.68,0
R00014378,O00080547,2025-12-31,buyer_remorse,54.46,0
R00014379,O00080558,2025-08-13,order_cancelled,132.71,1
R00014380,O00080574,2026-03-09,fraud_suspected,92.81,0
R00014381,O00080578,2025-03-13,fraud_suspected,4.86,0
R00014382,O00080593,2025-11-20,not_as_described,34.54,0
R00014383,O00080600,2025-04-28,damaged_item,5.95,0
R00014384,O00080613,2025-07-22,buyer_remorse,29.49,0
R00014385,O00080619,2025-08-25,buyer_remorse,74.55,0
R00014386,O00080632,2024-09-11,order_cancelled,21.71,1
R00014387,O00080635,2025-02-26,not_as_described,616.29,0
R00014388,O00080637,2025-10-09,damaged_item,12.79,0
R00014389,O00080650,2025-02-03,buyer_remorse,11.83,1
R00014390,O00080658,2025-12-14,buyer_remorse,20.01,0
R00014391,O00080668,2025-01-06,order_cancelled,67.84,1
R00014392,O00080669,2025-06-17,buyer_remorse,23.93,0
R00014393,O00080677,2025-01-16,order_cancelled,63.83,1
R00014394,O00080679,2025-03-10,damaged_item,204.9,0
R00014395,O00080681,2025-12-31,order_cancelled,248.74,0
R00014396,O00080682,2025-08-07,damaged_item,165.26,0
R00014397,O00080723,2025-12-15,not_as_described,85.13,0
R00014398,O00080724,2026-01-15,not_as_described,103.8,0
R00014399,O00080726,2024-09-29,buyer_remorse,91.79,0
R00014400,O00080728,2024-05-23,not_as_described,20.97,0
R00014401,O00080731,2024-11-17,buyer_remorse,83.03,0
R00014402,O00080740,2025-07-10,not_as_described,43.13,0
R00014403,O00080741,2025-07-06,order_cancelled,389.13,1
R00014404,O00080744,2025-09-26,order_cancelled,34.03,0
R00014405,O00080750,2025-07-14,damaged_item,24.73,0
R00014406,O00080753,2025-06-05,buyer_remorse,67.35,0
R00014407,O00080757,2025-11-17,damaged_item,41.2,1
R00014408,O00080758,2024-12-02,not_as_described,8.53,0
R00014409,O00080760,2025-11-28,not_as_described,39.08,1
R00014410,O00080771,2026-02-09,not_as_described,42.32,0
R00014411,O00080772,2025-01-24,damaged_item,56.22,0
R00014412,O00080775,2025-02-11,buyer_remorse,222.28,1
R00014413,O00080778,2024-12-15,order_cancelled,59.63,1
R00014414,O00080799,2024-08-08,buyer_remorse,50.72,0
R00014415,O00080802,2024-07-27,not_as_described,69.54,0
R00014416,O00080807,2026-03-01,buyer_remorse,211.34,0
R00014417,O00080809,2025-12-25,buyer_remorse,27.68,0
R00014418,O00080821,2025-10-03,not_as_described,41.89,0
R00014419,O00080824,2024-08-02,buyer_remorse,72.81,1
R00014420,O00080836,2026-03-15,not_as_described,45.57,0
R00014421,O00080855,2025-11-21,buyer_remorse,152.35,1
R00014422,O00080863,2024-05-28,fraud_suspected,570.77,0
R00014423,O00080864,2025-07-09,fraud_suspected,12.96,0
R00014424,O00080867,2025-11-15,fraud_suspected,27.53,0
