dispute_id,order_id,dispute_date,dispute_reason,dispute_status,dispute_amount
D00014026,O00099779,2025-10-09,refund_not_processed,under_review,8.11
D00014027,O00099787,2025-12-17,not_as_described,won_by_buyer,14.17
D00014028,O00099796,2026-02-26,unauthorized_transaction,won_by_seller,428.03
D00014029,O00099799,2025-11-28,unauthorized_transaction,won_by_buyer,31.95
D00014030,O00099810,2025-01-29,late_delivery,won_by_buyer,22.64
D00014031,O00099821,2025-07-21,refund_not_processed,won_by_seller,260.71
D00014032,O00099833,2024-12-25,refund_not_processed,under_review,44.27
D00014033,O00099835,2024-12-02,refund_not_processed,won_by_seller,14.71
D00014034,O00099836,2025-02-03,unauthorized_transaction,under_review,14.63
D00014035,O00099837,2025-07-26,not_as_described,won_by_seller,94.9
D00014036,O00099845,2025-01-22,unauthorized_transaction,under_review,370.07
D00014037,O00099851,2024-09-23,refund_not_processed,under_review,219.46
D00014038,O00099858,2025-06-05,not_as_described,won_by_seller,463.61
D00014039,O00099860,2024-07-29,item_not_received,under_review,77.02
D00014040,O00099865,2024-12-23,not_as_described,won_by_seller,75.33
D00014041,O00099868,2025-12-14,not_as_described,won_by_buyer,52.61
D00014042,O00099873,2024-08-19,not_as_described,won_by_seller,204.09
D00014043,O00099896,2025-09-27,item_not_received,under_review,432.82
D00014044,O00099921,2026-03-27,not_as_described,won_by_buyer,72.57
D00014045,O00099928,2024-12-09,refund_not_processed,won_by_seller,138.77
D00014046,O00099929,2024-12-21,item_not_received,under_review,85.55
D00014047,O00099930,2025-07-04,item_not_received,won_by_seller,12.0
D00014048,O00099939,2026-01-27,refund_not_processed,under_review,287.75
D00014049,O00099944,2025-07-04,item_not_received,won_by_buyer,131.77
D00014050,O00099945,2025-12-04,item_not_received,won_by_buyer,102.12
D00014051,O00099949,2026-01-09,item_not_received,won_by_buyer,277.45
D00014052,O00099951,2026-02-21,item_not_received,won_by_buyer,40.67
D00014053,O00099953,2025-12-10,unauthorized_transaction,won_by_seller,48.2
D00014054,O00099978,2024-04-22,item_not_received,won_by_buyer,44.71
D00014055,O00099993,2025-08-14,damaged_item,won_by_buyer,35.33
D00014056,O00100005,2025-10-12,not_as_described,under_review,42.68
D00014057,O00100014,2025-07-23,unauthorized_transaction,under_review,122.86
D00014058,O00100015,2024-08-03,item_not_received,won_by_buyer,36.89
D00014059,O00100019,2025-01-26,unauthorized_transaction,won_by_buyer,159.32
D00014060,O00100022,2024-11-09,unauthorized_transaction,under_review,16.24
D00014061,O00100024,2026-02-04,not_as_described,won_by_seller,270.96
D00014062,O00100025,2025-12-11,unauthorized_transaction,won_by_buyer,58.88
D00014063,O00100033,2026-01-09,not_as_described,under_review,287.56
D00014064,O00100035,2024-12-01,unauthorized_transaction,under_review,12.93
D00014065,O00100064,2026-02-10,damaged_item,won_by_buyer,144.62
D00014066,O00100080,2024-12-14,item_not_received,under_review,58.61
D00014067,O00100083,2025-10-05,item_not_received,won_by_buyer,690.41
D00014068,O00100093,2025-12-04,unauthorized_transaction,won_by_buyer,77.18
D00014069,O00100110,2024-10-21,unauthorized_transaction,won_by_buyer,18.78
D00014070,O00100112,2026-03-03,not_as_described,won_by_seller,24.22
D00014071,O00100117,2024-12-28,not_as_described,won_by_seller,72.29
D00014072,O00100121,2025-10-11,damaged_item,under_review,12.16
D00014073,O00100125,2025-10-04,not_as_described,won_by_seller,71.99
D00014074,O00100133,2025-12-28,not_as_described,under_review,41.04
D00014075,O00100135,2026-02-13,damaged_item,won_by_buyer,40.46
D00014076,O00100138,2024-06-26,unauthorized_transaction,won_by_seller,26.14
D00014077,O00100140,2024-10-08,refund_not_processed,under_review,22.19
D00014078,O00100153,2024-09-28,unauthorized_transaction,under_review,18.86
D00014079,O00100154,2025-03-15,refund_not_processed,won_by_buyer,14.32
D00014080,O00100177,2025-03-25,not_as_described,won_by_seller,17.31
D00014081,O00100178,2025-07-15,damaged_item,won_by_seller,27.0
D00014082,O00100194,2025-12-24,item_not_received,won_by_buyer,74.89
D00014083,O00100204,2025-07-04,not_as_described,won_by_buyer,40.76
D00014084,O00100216,2026-03-07,not_as_described,won_by_seller,24.72
D00014085,O00100219,2025-06-30,not_as_described,won_by_seller,154.48
D00014086,O00100222,2024-03-30,item_not_received,won_by_buyer,446.24
D00014087,O00100223,2025-01-14,late_delivery,won_by_seller,138.27
D00014088,O00100230,2024-05-03,item_not_received,won_by_buyer,94.4
D00014089,O00100231,2025-01-18,not_as_described,won_by_buyer,96.88
D00014090,O00100241,2024-08-29,damaged_item,under_review,70.34
D00014091,O00100251,2025-01-18,late_delivery,won_by_seller,47.86
D00014092,O00100257,2025-09-11,item_not_received,won_by_seller,18.63
D00014093,O00100262,2025-04-28,not_as_described,won_by_seller,184.05
D00014094,O00100264,2026-02-10,not_as_described,won_by_buyer,75.61
D00014095,O00100265,2025-08-17,refund_not_processed,won_by_seller,10.11
D00014096,O00100275,2026-03-20,unauthorized_transaction,won_by_buyer,44.5
D00014097,O00100297,2026-03-12,unauthorized_transaction,under_review,10.98
D00014098,O00100318,2026-02-25,not_as_described,won_by_seller,34.67
D00014099,O00100320,2025-09-16,item_not_received,won_by_seller,50.48
D00014100,O00100336,2025-12-31,not_as_described,won_by_buyer,39.06
D00014101,O00100339,2024-10-24,damaged_item,won_by_seller,31.92
D00014102,O00100343,2025-11-11,damaged_item,won_by_seller,66.7
D00014103,O00100347,2025-12-08,not_as_described,won_by_seller,102.42
D00014104,O00100354,2025-06-02,damaged_item,won_by_seller,239.12
D00014105,O00100360,2025-08-03,item_not_received,won_by_seller,46.08
D00014106,O00100396,2025-04-11,not_as_described,won_by_buyer,27.81
D00014107,O00100398,2025-05-18,late_delivery,won_by_buyer,40.04
D00014108,O00100406,2026-02-22,damaged_item,under_review,37.25
D00014109,O00100421,2025-12-26,unauthorized_transaction,under_review,17.21
D00014110,O00100431,2024-11-14,not_as_described,won_by_buyer,13.2
D00014111,O00100457,2025-06-14,item_not_received,under_review,124.85
D00014112,O00100465,2025-09-18,unauthorized_transaction,won_by_buyer,35.18
D00014113,O00100483,2025-04-24,damaged_item,won_by_seller,151.38
D00014114,O00100487,2024-11-04,not_as_described,won_by_seller,7.62
D00014115,O00100491,2025-04-06,item_not_received,won_by_buyer,474.44
D00014116,O00100497,2024-12-17,unauthorized_transaction,under_review,40.43
D00014117,O00100498,2024-08-16,not_as_described,won_by_seller,235.7
D00014118,O00100505,2024-07-11,not_as_described,won_by_buyer,246.07
D00014119,O00100506,2025-02-25,not_as_described,won_by_seller,64.31
D00014120,O00100517,2025-02-15,unauthorized_transaction,won_by_buyer,22.26
D00014121,O00100527,2026-01-19,not_as_described,under_review,25.71
D00014122,O00100528,2026-02-08,not_as_described,won_by_seller,69.22
D00014123,O00100530,2026-02-27,item_not_received,won_by_seller,81.14
D00014124,O00100531,2026-01-01,not_as_described,won_by_seller,493.44
D00014125,O00100534,2025-01-18,refund_not_processed,under_review,53.78
D00014126,O00100536,2025-05-15,not_as_described,won_by_buyer,115.76
D00014127,O00100552,2024-07-05,unauthorized_transaction,won_by_seller,29.85
D00014128,O00100566,2025-06-18,late_delivery,won_by_seller,20.55
D00014129,O00100571,2025-03-14,item_not_received,under_review,47.38
D00014130,O00100573,2025-09-09,unauthorized_transaction,under_review,110.73
D00014131,O00100580,2025-04-03,not_as_described,won_by_seller,36.89
D00014132,O00100583,2026-02-10,refund_not_processed,under_review,97.11
D00014133,O00100585,2025-04-18,item_not_received,won_by_seller,46.1
D00014134,O00100586,2024-10-13,damaged_item,under_review,56.37
D00014135,O00100587,2024-09-23,refund_not_processed,won_by_seller,348.01
D00014136,O00100603,2025-06-07,not_as_described,under_review,127.78
D00014137,O00100628,2026-01-01,damaged_item,under_review,8.0
D00014138,O00100633,2024-07-11,not_as_described,won_by_buyer,43.04
D00014139,O00100640,2026-02-26,refund_not_processed,won_by_seller,42.93
D00014140,O00100643,2026-01-21,unauthorized_transaction,won_by_buyer,96.35
D00014141,O00100645,2024-06-29,not_as_described,won_by_buyer,36.66
D00014142,O00100646,2025-01-23,refund_not_processed,won_by_seller,6.01
D00014143,O00100652,2025-04-16,damaged_item,won_by_seller,46.16
D00014144,O00100658,2025-11-29,refund_not_processed,won_by_buyer,111.8
D00014145,O00100661,2025-12-19,item_not_received,won_by_buyer,110.49
D00014146,O00100674,2025-09-02,not_as_described,won_by_buyer,411.95
D00014147,O00100676,2025-12-28,damaged_item,won_by_buyer,47.38
D00014148,O00100680,2025-01-19,late_delivery,won_by_buyer,54.38
D00014149,O00100691,2025-03-05,not_as_described,won_by_seller,18.7
D00014150,O00100699,2025-10-21,refund_not_processed,under_review,33.75
D00014151,O00100710,2024-07-31,damaged_item,won_by_seller,94.18
D00014152,O00100714,2024-12-17,refund_not_processed,under_review,54.94
D00014153,O00100719,2025-12-06,damaged_item,won_by_seller,234.3
D00014154,O00100721,2026-01-06,refund_not_processed,won_by_seller,176.47
D00014155,O00100729,2026-01-19,item_not_received,under_review,54.28
D00014156,O00100730,2025-05-22,damaged_item,won_by_seller,159.6
D00014157,O00100732,2026-01-30,late_delivery,won_by_buyer,35.66
D00014158,O00100740,2025-10-24,refund_not_processed,won_by_seller,60.72
D00014159,O00100752,2025-08-02,refund_not_processed,won_by_seller,109.61
D00014160,O00100759,2025-10-24,item_not_received,won_by_buyer,259.14
D00014161,O00100763,2025-02-17,damaged_item,won_by_seller,69.05
D00014162,O00100770,2026-01-04,damaged_item,won_by_buyer,393.04
D00014163,O00100774,2025-12-15,damaged_item,won_by_seller,21.97
D00014164,O00100776,2025-11-04,unauthorized_transaction,won_by_buyer,18.62
D00014165,O00100799,2025-12-06,refund_not_processed,won_by_seller,144.64
D00014166,O00100801,2025-08-23,refund_not_processed,won_by_buyer,28.33
D00014167,O00100805,2025-10-01,not_as_described,won_by_seller,86.52
D00014168,O00100808,2026-01-15,item_not_received,won_by_seller,58.35
D00014169,O00100812,2024-09-06,damaged_item,won_by_seller,19.05
D00014170,O00100822,2025-11-16,late_delivery,won_by_buyer,88.26
D00014171,O00100830,2026-01-08,unauthorized_transaction,under_review,313.25
D00014172,O00100831,2024-12-09,unauthorized_transaction,won_by_buyer,79.68
D00014173,O00100842,2024-08-21,unauthorized_transaction,won_by_seller,40.28
D00014174,O00100846,2025-02-12,damaged_item,won_by_seller,194.16
D00014175,O00100862,2026-02-24,not_as_described,under_review,59.05
D00014176,O00100867,2025-07-21,not_as_described,won_by_buyer,32.47
D00014177,O00100869,2026-03-28,item_not_received,won_by_buyer,115.46
D00014178,O00100870,2025-08-19,not_as_described,won_by_seller,30.93
D00014179,O00100878,2025-12-17,unauthorized_transaction,won_by_seller,54.8
D00014180,O00100880,2025-03-31,item_not_received,under_review,38.96
D00014181,O00100883,2024-10-15,not_as_described,won_by_seller,48.01
D00014182,O00100885,2024-08-19,item_not_received,won_by_buyer,35.78
D00014183,O00100889,2026-02-22,item_not_received,won_by_seller,43.24
D00014184,O00100892,2025-05-19,damaged_item,under_review,40.9
D00014185,O00100898,2025-06-27,unauthorized_transaction,won_by_seller,80.19
D00014186,O00100906,2025-07-12,unauthorized_transaction,won_by_buyer,13.87
D00014187,O00100908,2025-07-22,not_as_described,won_by_seller,26.99
D00014188,O00100919,2024-05-30,unauthorized_transaction,won_by_buyer,133.52
D00014189,O00100922,2025-10-24,refund_not_processed,won_by_buyer,325.84
D00014190,O00100926,2024-07-25,unauthorized_transaction,won_by_buyer,68.16
D00014191,O00100942,2024-08-12,not_as_described,won_by_seller,34.42
D00014192,O00100944,2025-12-24,item_not_received,under_review,390.05
D00014193,O00100964,2026-02-02,unauthorized_transaction,under_review,15.03
D00014194,O00100966,2025-09-02,refund_not_processed,won_by_seller,19.66
D00014195,O00100967,2025-12-29,damaged_item,won_by_buyer,258.38
D00014196,O00100977,2026-01-17,unauthorized_transaction,under_review,36.03
D00014197,O00100978,2026-01-09,unauthorized_transaction,won_by_buyer,104.58
D00014198,O00100996,2025-04-26,item_not_received,won_by_seller,144.01
D00014199,O00100999,2025-11-15,not_as_described,won_by_seller,38.86
D00014200,O00101000,2026-03-10,not_as_described,won_by_buyer,12.36
D00014201,O00101004,2026-02-24,not_as_described,under_review,38.16
D00014202,O00101005,2025-10-09,item_not_received,won_by_buyer,22.11
D00014203,O00101021,2024-04-30,item_not_received,under_review,12.84
D00014204,O00101024,2025-03-05,item_not_received,won_by_buyer,75.84
D00014205,O00101039,2024-05-28,damaged_item,won_by_buyer,18.05
D00014206,O00101043,2025-01-03,damaged_item,won_by_seller,31.19
D00014207,O00101045,2025-07-27,damaged_item,won_by_seller,94.01
D00014208,O00101046,2025-11-23,refund_not_processed,under_review,17.73
D00014209,O00101054,2025-04-11,unauthorized_transaction,under_review,35.29
D00014210,O00101057,2025-08-03,damaged_item,won_by_buyer,20.35
D00014211,O00101060,2025-03-16,not_as_described,won_by_buyer,47.91
D00014212,O00101065,2024-09-08,not_as_described,won_by_seller,147.18
D00014213,O00101069,2024-04-21,not_as_described,won_by_buyer,112.01
D00014214,O00101070,2025-06-24,damaged_item,won_by_buyer,142.58
D00014215,O00101083,2024-12-29,damaged_item,won_by_seller,27.16
D00014216,O00101099,2024-10-12,refund_not_processed,won_by_buyer,30.47
D00014217,O00101110,2024-07-21,refund_not_processed,won_by_seller,99.26
D00014218,O00101116,2025-11-23,not_as_described,won_by_seller,18.41
D00014219,O00101120,2026-03-04,unauthorized_transaction,under_review,25.11
D00014220,O00101125,2024-10-01,unauthorized_transaction,won_by_buyer,106.46
D00014221,O00101131,2024-05-09,unauthorized_transaction,under_review,73.35
D00014222,O00101132,2026-02-05,unauthorized_transaction,under_review,97.67
D00014223,O00101137,2025-09-16,unauthorized_transaction,won_by_seller,32.61
D00014224,O00101138,2026-02-26,unauthorized_transaction,won_by_buyer,33.04
D00014225,O00101146,2024-08-27,item_not_received,won_by_buyer,102.86
D00014226,O00101147,2024-08-02,unauthorized_transaction,under_review,208.8
D00014227,O00101149,2025-08-20,item_not_received,under_review,236.42
D00014228,O00101154,2025-08-17,item_not_received,won_by_buyer,208.3
D00014229,O00101155,2025-05-24,item_not_received,won_by_seller,54.24
D00014230,O00101171,2025-01-05,item_not_received,won_by_seller,24.7
D00014231,O00101172,2026-01-19,item_not_received,won_by_seller,50.58
D00014232,O00101174,2025-07-27,not_as_described,won_by_seller,16.0
D00014233,O00101177,2025-05-22,refund_not_processed,won_by_seller,41.55
D00014234,O00101187,2026-01-07,unauthorized_transaction,won_by_buyer,55.99
D00014235,O00101190,2025-10-20,not_as_described,won_by_buyer,883.42
D00014236,O00101193,2025-03-21,not_as_described,won_by_seller,191.4
D00014237,O00101203,2025-12-17,not_as_described,under_review,34.95
D00014238,O00101204,2024-07-24,item_not_received,won_by_seller,123.25
D00014239,O00101215,2025-10-24,damaged_item,won_by_seller,374.85
D00014240,O00101218,2025-06-18,damaged_item,won_by_seller,44.06
D00014241,O00101240,2025-02-25,not_as_described,won_by_buyer,194.0
D00014242,O00101244,2024-09-12,item_not_received,won_by_seller,26.91
D00014243,O00101255,2024-05-31,unauthorized_transaction,won_by_buyer,52.01
D00014244,O00101281,2025-11-17,not_as_described,won_by_seller,41.19
D00014245,O00101288,2025-02-06,item_not_received,won_by_seller,12.24
D00014246,O00101290,2025-11-25,refund_not_processed,under_review,29.5
D00014247,O00101292,2025-04-25,damaged_item,won_by_buyer,128.62
D00014248,O00101300,2025-12-14,unauthorized_transaction,won_by_seller,32.8
D00014249,O00101301,2026-02-16,unauthorized_transaction,won_by_buyer,59.73
D00014250,O00101304,2026-01-12,unauthorized_transaction,won_by_seller,105.91
D00014251,O00101313,2025-09-24,unauthorized_transaction,under_review,88.73
D00014252,O00101314,2025-05-05,not_as_described,under_review,43.69
D00014253,O00101319,2025-11-22,not_as_described,won_by_seller,14.44
D00014254,O00101326,2025-10-12,item_not_received,won_by_seller,212.05
D00014255,O00101338,2025-11-12,refund_not_processed,won_by_seller,109.39
D00014256,O00101339,2026-03-07,item_not_received,won_by_buyer,31.62
D00014257,O00101340,2025-11-01,item_not_received,won_by_buyer,50.78
D00014258,O00101341,2025-05-29,item_not_received,won_by_buyer,200.48
D00014259,O00101343,2026-02-20,unauthorized_transaction,won_by_seller,176.26
D00014260,O00101352,2024-07-10,not_as_described,won_by_seller,69.99
D00014261,O00101354,2025-02-28,not_as_described,won_by_buyer,121.15
D00014262,O00101367,2026-03-09,unauthorized_transaction,won_by_seller,101.89
D00014263,O00101379,2025-11-22,item_not_received,under_review,503.01
D00014264,O00101382,2025-03-27,not_as_described,won_by_buyer,28.75
D00014265,O00101399,2026-04-08,unauthorized_transaction,under_review,48.39
D00014266,O00101400,2026-02-05,item_not_received,won_by_seller,206.07
D00014267,O00101405,2026-01-05,unauthorized_transaction,won_by_buyer,27.29
D00014268,O00101421,2026-01-07,item_not_received,won_by_seller,22.78
D00014269,O00101440,2025-10-19,unauthorized_transaction,won_by_buyer,30.39
D00014270,O00101451,2025-12-23,late_delivery,won_by_buyer,7.56
D00014271,O00101463,2026-03-03,damaged_item,won_by_seller,9.8
D00014272,O00101476,2026-02-02,not_as_described,won_by_seller,54.6
D00014273,O00101496,2024-10-08,refund_not_processed,under_review,562.69
D00014274,O00101498,2026-01-18,not_as_described,won_by_seller,143.52
D00014275,O00101512,2024-04-27,not_as_described,won_by_buyer,46.55
D00014276,O00101516,2025-10-26,damaged_item,won_by_seller,52.17
D00014277,O00101520,2025-04-07,not_as_described,won_by_buyer,56.23
D00014278,O00101530,2024-07-18,unauthorized_transaction,won_by_buyer,286.46
D00014279,O00101536,2024-08-12,not_as_described,under_review,20.48
D00014280,O00101540,2025-08-19,not_as_described,under_review,16.98
D00014281,O00101541,2025-04-25,refund_not_processed,won_by_seller,38.92
D00014282,O00101555,2026-04-01,not_as_described,won_by_seller,73.1
D00014283,O00101569,2026-03-08,not_as_described,won_by_seller,26.57
D00014284,O00101572,2025-11-09,unauthorized_transaction,under_review,64.64
D00014285,O00101575,2025-12-14,refund_not_processed,won_by_buyer,187.85
D00014286,O00101603,2024-12-07,item_not_received,won_by_buyer,636.68
D00014287,O00101608,2025-07-22,unauthorized_transaction,won_by_buyer,34.39
D00014288,O00101609,2024-12-26,unauthorized_transaction,won_by_seller,178.43
D00014289,O00101618,2025-12-31,not_as_described,won_by_buyer,106.14
D00014290,O00101620,2024-07-17,damaged_item,won_by_seller,132.07
D00014291,O00101640,2025-11-02,not_as_described,under_review,6.72
D00014292,O00101645,2025-10-29,damaged_item,won_by_seller,13.47
D00014293,O00101658,2026-01-13,not_as_described,won_by_seller,27.54
D00014294,O00101673,2025-07-05,unauthorized_transaction,won_by_seller,20.42
D00014295,O00101680,2025-11-27,item_not_received,won_by_seller,94.91
D00014296,O00101683,2025-12-21,late_delivery,won_by_buyer,51.12
D00014297,O00101697,2026-01-04,unauthorized_transaction,under_review,256.04
D00014298,O00101699,2025-06-01,not_as_described,under_review,6.61
D00014299,O00101704,2025-05-05,unauthorized_transaction,won_by_buyer,78.49
D00014300,O00101714,2025-10-02,not_as_described,won_by_buyer,35.18
D00014301,O00101722,2024-12-12,not_as_described,won_by_seller,22.72
D00014302,O00101725,2024-05-15,item_not_received,won_by_buyer,160.7
D00014303,O00101727,2025-08-23,damaged_item,won_by_buyer,32.73
D00014304,O00101732,2025-07-25,unauthorized_transaction,won_by_buyer,266.49
D00014305,O00101739,2025-07-12,not_as_described,won_by_buyer,209.23
D00014306,O00101741,2025-01-04,refund_not_processed,won_by_buyer,19.61
D00014307,O00101742,2025-05-06,unauthorized_transaction,won_by_buyer,55.8
D00014308,O00101754,2025-08-07,not_as_described,under_review,119.72
D00014309,O00101759,2026-01-10,not_as_described,won_by_seller,50.57
D00014310,O00101760,2024-12-04,not_as_described,won_by_buyer,9.26
D00014311,O00101770,2026-02-16,not_as_described,won_by_buyer,31.9
D00014312,O00101771,2025-09-16,unauthorized_transaction,won_by_buyer,46.73
D00014313,O00101772,2026-01-09,late_delivery,won_by_seller,6.08
D00014314,O00101783,2026-01-07,late_delivery,won_by_buyer,46.97
D00014315,O00101786,2026-01-21,not_as_described,under_review,239.54
D00014316,O00101790,2024-11-22,late_delivery,won_by_buyer,19.9
D00014317,O00101792,2025-05-25,unauthorized_transaction,won_by_buyer,159.71
D00014318,O00101796,2025-06-30,not_as_described,won_by_seller,31.34
D00014319,O00101805,2026-01-17,refund_not_processed,won_by_buyer,37.51
D00014320,O00101819,2025-01-12,unauthorized_transaction,won_by_buyer,89.07
D00014321,O00101842,2025-12-01,not_as_described,won_by_seller,148.02
D00014322,O00101848,2025-11-02,not_as_described,won_by_seller,34.79
D00014323,O00101871,2025-11-03,not_as_described,won_by_seller,56.07
D00014324,O00101879,2025-03-05,damaged_item,won_by_seller,14.53
D00014325,O00101881,2025-07-28,unauthorized_transaction,under_review,56.82
D00014326,O00101895,2025-03-24,damaged_item,won_by_seller,10.3
D00014327,O00101906,2025-10-14,unauthorized_transaction,won_by_seller,41.06
D00014328,O00101910,2025-12-28,item_not_received,won_by_buyer,102.79
D00014329,O00101911,2025-04-29,damaged_item,under_review,50.1
D00014330,O00101914,2025-05-11,unauthorized_transaction,won_by_seller,66.09
D00014331,O00101916,2024-09-30,not_as_described,won_by_buyer,123.84
D00014332,O00101920,2026-03-24,item_not_received,under_review,99.83
D00014333,O00101921,2026-01-03,not_as_described,won_by_seller,336.48
D00014334,O00101923,2025-08-21,unauthorized_transaction,under_review,44.17
D00014335,O00101933,2024-11-21,not_as_described,under_review,88.74
D00014336,O00101934,2024-06-03,not_as_described,won_by_buyer,13.92
D00014337,O00101935,2025-01-09,not_as_described,won_by_seller,354.93
D00014338,O00101938,2024-08-13,unauthorized_transaction,won_by_buyer,266.02
D00014339,O00101950,2026-01-13,late_delivery,won_by_seller,71.03
D00014340,O00101966,2026-01-29,unauthorized_transaction,won_by_buyer,43.13
D00014341,O00101989,2024-08-01,unauthorized_transaction,won_by_buyer,114.32
D00014342,O00101991,2025-09-06,item_not_received,under_review,47.93
D00014343,O00101993,2024-12-04,not_as_described,won_by_buyer,32.81
D00014344,O00102004,2025-03-04,not_as_described,under_review,105.11
D00014345,O00102019,2025-07-26,item_not_received,won_by_seller,454.71
D00014346,O00102025,2025-11-04,damaged_item,won_by_buyer,167.45
D00014347,O00102031,2025-12-20,not_as_described,won_by_buyer,42.24
D00014348,O00102032,2025-01-24,damaged_item,under_review,13.36
D00014349,O00102040,2025-06-19,damaged_item,under_review,91.03
D00014350,O00102043,2025-09-21,damaged_item,under_review,39.04
D00014351,O00102049,2025-04-05,item_not_received,under_review,22.26
D00014352,O00102070,2026-04-04,not_as_described,won_by_buyer,38.15
D00014353,O00102074,2025-06-10,item_not_received,won_by_buyer,85.01
D00014354,O00102088,2025-07-29,not_as_described,under_review,23.28
D00014355,O00102107,2025-08-26,unauthorized_transaction,won_by_buyer,117.82
D00014356,O00102109,2025-11-29,not_as_described,won_by_buyer,60.23
D00014357,O00102110,2025-09-27,not_as_described,under_review,50.06
D00014358,O00102114,2025-11-09,not_as_described,won_by_seller,33.63
D00014359,O00102115,2025-09-22,not_as_described,won_by_buyer,42.84
D00014360,O00102117,2025-12-27,unauthorized_transaction,under_review,90.99
D00014361,O00102118,2025-09-04,unauthorized_transaction,won_by_buyer,24.92
D00014362,O00102120,2025-09-11,item_not_received,won_by_seller,53.81
D00014363,O00102129,2026-03-27,unauthorized_transaction,under_review,38.12
D00014364,O00102131,2025-09-10,item_not_received,won_by_seller,393.24
D00014365,O00102133,2026-03-01,unauthorized_transaction,won_by_seller,157.37
D00014366,O00102150,2025-07-14,not_as_described,won_by_buyer,84.32
D00014367,O00102151,2025-11-16,not_as_described,won_by_buyer,110.61
D00014368,O00102154,2024-11-15,not_as_described,won_by_seller,76.34
D00014369,O00102155,2025-02-02,item_not_received,won_by_buyer,93.71
D00014370,O00102176,2025-08-24,not_as_described,won_by_buyer,43.65
D00014371,O00102181,2025-10-21,not_as_described,won_by_seller,39.28
D00014372,O00102187,2024-11-01,not_as_described,won_by_buyer,13.2
D00014373,O00102205,2025-05-25,not_as_described,won_by_seller,113.28
D00014374,O00102217,2026-03-07,unauthorized_transaction,won_by_buyer,27.88
D00014375,O00102225,2026-03-06,not_as_described,won_by_buyer,354.33
D00014376,O00102228,2025-05-15,not_as_described,won_by_buyer,20.05
D00014377,O00102229,2024-08-18,item_not_received,won_by_buyer,28.78
D00014378,O00102234,2026-03-21,refund_not_processed,won_by_seller,104.82
D00014379,O00102248,2025-10-03,damaged_item,under_review,18.85
D00014380,O00102251,2026-03-03,damaged_item,won_by_buyer,51.8
D00014381,O00102252,2024-12-31,damaged_item,won_by_buyer,66.51
D00014382,O00102259,2026-01-18,item_not_received,won_by_buyer,5.74
D00014383,O00102260,2026-01-04,item_not_received,won_by_buyer,32.82
D00014384,O00102261,2024-05-07,not_as_described,won_by_buyer,27.74
D00014385,O00102277,2024-09-27,damaged_item,won_by_seller,106.19
D00014386,O00102282,2025-11-10,damaged_item,won_by_seller,18.17
D00014387,O00102284,2025-03-28,not_as_described,won_by_seller,25.15
D00014388,O00102294,2025-03-17,damaged_item,under_review,90.77
D00014389,O00102298,2025-11-09,not_as_described,won_by_buyer,64.39
D00014390,O00102299,2025-08-28,damaged_item,won_by_seller,109.43
D00014391,O00102300,2026-02-23,item_not_received,won_by_seller,19.4
D00014392,O00102303,2025-03-09,damaged_item,won_by_seller,70.35
D00014393,O00102307,2025-09-04,unauthorized_transaction,won_by_buyer,31.24
D00014394,O00102319,2026-02-16,not_as_described,under_review,46.75
D00014395,O00102332,2026-04-02,not_as_described,won_by_seller,143.59
D00014396,O00102342,2025-08-01,not_as_described,won_by_seller,224.69
D00014397,O00102358,2025-01-15,late_delivery,won_by_seller,32.51
D00014398,O00102361,2025-08-06,unauthorized_transaction,under_review,14.7
D00014399,O00102363,2024-08-17,unauthorized_transaction,under_review,92.08
D00014400,O00102376,2025-05-10,unauthorized_transaction,won_by_seller,263.55
D00014401,O00102378,2025-09-04,not_as_described,won_by_buyer,19.14
D00014402,O00102387,2025-12-01,not_as_described,won_by_buyer,169.95
D00014403,O00102390,2025-12-31,damaged_item,won_by_buyer,32.13
D00014404,O00102403,2025-12-11,not_as_described,won_by_seller,17.09
D00014405,O00102404,2026-03-14,not_as_described,won_by_seller,451.78
D00014406,O00102407,2025-12-18,refund_not_processed,won_by_seller,110.28
D00014407,O00102423,2026-01-08,item_not_received,under_review,64.97
D00014408,O00102424,2026-02-23,refund_not_processed,under_review,143.22
D00014409,O00102426,2025-06-27,late_delivery,under_review,37.09
D00014410,O00102433,2025-01-10,unauthorized_transaction,under_review,267.23
D00014411,O00102434,2026-01-31,not_as_described,won_by_seller,20.12
D00014412,O00102448,2025-09-19,not_as_described,won_by_buyer,51.96
D00014413,O00102450,2025-01-17,not_as_described,won_by_seller,35.61
D00014414,O00102466,2025-05-16,refund_not_processed,won_by_buyer,322.35
D00014415,O00102480,2024-06-12,damaged_item,won_by_buyer,58.78
D00014416,O00102483,2025-08-13,unauthorized_transaction,won_by_seller,64.11
D00014417,O00102493,2025-11-21,item_not_received,under_review,102.08
D00014418,O00102498,2025-12-31,not_as_described,won_by_seller,35.83
D00014419,O00102500,2025-09-08,item_not_received,won_by_seller,101.37
D00014420,O00102501,2025-08-18,not_as_described,under_review,474.06
D00014421,O00102510,2025-08-22,refund_not_processed,won_by_seller,22.01
D00014422,O00102511,2025-11-30,not_as_described,won_by_seller,107.68
D00014423,O00102512,2025-11-19,refund_not_processed,under_review,50.28
D00014424,O00102517,2024-12-09,refund_not_processed,under_review,8.91
D00014425,O00102530,2025-05-19,item_not_received,under_review,35.54
D00014426,O00102537,2025-09-20,not_as_described,won_by_seller,27.84
D00014427,O00102544,2025-10-25,refund_not_processed,won_by_buyer,266.2
