product_id,seller_id,category,subcategory,list_price,estimated_cost,shipping_cost_proxy
P0008358,S00481,Toys,STEM,47.48,22.75,3.58
P0008359,S00481,Fashion,Women,55.35,23.53,3.64
P0008360,S00481,Digital Goods,Subscriptions,52.93,19.58,0.82
P0008361,S00482,Toys,Puzzles,24.5,12.95,5.0
P0008362,S00482,Toys,Action Figures,37.25,20.48,3.74
P0008363,S00482,Toys,Action Figures,46.89,23.93,4.67
P0008364,S00482,Toys,Educational,38.51,19.04,3.56
P0008365,S00482,Toys,Action Figures,53.93,30.34,5.2
P0008366,S00482,Fashion,Women,58.31,26.15,3.98
P0008367,S00482,Toys,Action Figures,42.33,21.95,4.29
P0008368,S00482,Toys,STEM,27.99,13.68,4.99
P0008369,S00482,Toys,Puzzles,28.28,15.7,5.16
P0008370,S00482,Toys,STEM,58.46,33.38,3.41
P0008371,S00482,Toys,Educational,72.14,45.48,5.0
P0008372,S00482,Toys,Action Figures,36.28,21.35,4.12
P0008373,S00482,Toys,STEM,41.73,21.72,5.03
P0008374,S00482,Toys,STEM,44.96,18.83,4.22
P0008375,S00482,Toys,Educational,20.03,9.73,4.53
P0008376,S00482,Toys,STEM,46.71,22.04,4.29
P0008377,S00482,Toys,Action Figures,46.0,26.41,4.47
P0008378,S00482,Toys,Puzzles,54.57,25.94,3.38
P0008379,S00482,Toys,Puzzles,37.56,22.09,3.94
P0008380,S00482,Toys,Puzzles,40.03,23.32,4.73
P0008381,S00482,Toys,STEM,42.88,24.58,4.74
P0008382,S00482,Toys,Educational,64.02,35.34,3.59
P0008383,S00482,Toys,Educational,40.14,19.95,4.57
P0008384,S00482,Toys,STEM,34.61,19.27,4.64
P0008385,S00482,Toys,STEM,25.31,13.12,4.3
P0008386,S00482,Sports,Outdoor,43.14,22.78,5.46
P0008387,S00482,Toys,STEM,27.88,14.59,5.04
P0008388,S00482,Toys,Action Figures,21.88,11.45,4.0
P0008389,S00482,Toys,STEM,58.89,32.98,3.76
P0008390,S00482,Toys,Action Figures,35.75,19.66,3.99
P0008391,S00482,Grocery,Beverages,16.2,10.43,2.66
P0008392,S00482,Toys,Educational,24.54,12.72,4.14
P0008393,S00482,Toys,Puzzles,44.46,19.83,3.62
P0008394,S00482,Fashion,Shoes,92.07,39.03,4.54
P0008395,S00482,Toys,STEM,25.84,15.78,4.36
P0008396,S00483,Home,Furniture,147.81,91.83,10.56
P0008397,S00483,Fashion,Shoes,50.3,25.31,5.44
P0008398,S00483,Home,Storage,84.26,52.2,7.63
P0008399,S00483,Home,Kitchen,65.6,35.35,7.73
P0008400,S00483,Home,Decor,102.97,64.14,10.36
P0008401,S00483,Home,Furniture,178.78,100.55,10.89
P0008402,S00483,Electronics,Computers,172.78,123.32,8.66
P0008403,S00483,Home,Decor,75.87,37.85,8.99
P0008404,S00483,Home,Decor,114.47,68.69,7.7
P0008405,S00483,Toys,Action Figures,37.89,17.05,4.56
P0008406,S00483,Home,Furniture,79.27,46.89,9.49
P0008407,S00483,Electronics,Computers,127.91,86.96,8.22
P0008408,S00483,Home,Storage,63.51,36.8,8.26
P0008409,S00483,Home,Kitchen,90.09,53.2,11.37
P0008410,S00483,Home,Kitchen,123.55,67.98,9.82
P0008411,S00483,Electronics,Computers,320.97,253.58,9.21
P0008412,S00483,Home,Storage,87.97,51.56,10.93
P0008413,S00483,Home,Decor,143.23,78.02,10.07
P0008414,S00483,Home,Decor,136.65,66.88,9.74
P0008415,S00483,Home,Kitchen,101.58,55.43,11.28
P0008416,S00483,Home,Furniture,88.05,52.32,8.1
P0008417,S00484,Fashion,Women,39.68,22.01,3.8
P0008418,S00484,Fashion,Men,75.06,35.97,4.72
P0008419,S00484,Digital Goods,Subscriptions,82.6,34.01,0.77
P0008420,S00484,Electronics,Computers,298.38,216.92,7.21
P0008421,S00484,Fashion,Shoes,43.08,18.37,4.98
P0008422,S00484,Fashion,Women,60.23,29.75,5.44
P0008423,S00484,Fashion,Men,52.68,28.28,3.96
P0008424,S00484,Sports,Team Sports,52.86,29.41,7.21
P0008425,S00484,Home,Furniture,50.82,30.02,10.36
P0008426,S00484,Fashion,Women,95.93,41.74,4.75
P0008427,S00484,Fashion,Shoes,35.75,16.86,4.7
P0008428,S00484,Fashion,Accessories,52.36,24.75,4.91
P0008429,S00484,Fashion,Men,39.09,16.69,3.96
P0008430,S00484,Toys,Educational,60.01,36.85,4.82
P0008431,S00484,Fashion,Women,97.22,45.94,4.22
P0008432,S00484,Fashion,Men,42.06,17.54,5.27
P0008433,S00484,Toys,STEM,37.27,19.78,4.71
P0008434,S00484,Digital Goods,Courses,18.26,8.04,1.0
P0008435,S00484,Fashion,Women,59.56,22.04,3.89
P0008436,S00484,Fashion,Accessories,94.99,46.2,4.99
P0008437,S00484,Fashion,Shoes,51.82,28.07,4.32
P0008438,S00484,Fashion,Men,57.36,24.06,4.29
P0008439,S00484,Fashion,Accessories,47.18,18.53,3.45
P0008440,S00484,Fashion,Accessories,68.64,29.67,3.61
P0008441,S00484,Fashion,Men,70.45,31.11,3.68
P0008442,S00484,Fashion,Accessories,60.15,29.03,4.84
P0008443,S00484,Fashion,Shoes,70.63,33.69,4.29
P0008444,S00484,Fashion,Men,51.52,19.25,4.16
P0008445,S00484,Fashion,Accessories,51.25,25.94,5.25
P0008446,S00484,Fashion,Shoes,81.83,35.58,5.15
P0008447,S00484,Grocery,Household,28.82,19.17,3.43
P0008448,S00484,Fashion,Accessories,39.24,15.47,3.68
P0008449,S00484,Toys,Educational,31.98,16.51,3.77
P0008450,S00484,Fashion,Men,52.21,26.21,4.44
P0008451,S00484,Fashion,Men,42.44,16.39,5.35
P0008452,S00484,Toys,Action Figures,34.95,21.24,3.68
P0008453,S00484,Fashion,Men,49.42,19.26,5.31
P0008454,S00484,Fashion,Shoes,27.63,10.6,3.92
P0008455,S00484,Fashion,Accessories,55.29,27.23,3.79
P0008456,S00484,Fashion,Men,171.33,88.35,4.78
P0008457,S00484,Fashion,Men,87.36,41.82,4.45
P0008458,S00484,Fashion,Men,89.31,41.19,4.01
P0008459,S00484,Electronics,Accessories,260.96,167.24,8.53
P0008460,S00484,Fashion,Women,67.28,38.3,5.24
P0008461,S00485,Grocery,Beverages,22.29,16.26,2.85
P0008462,S00485,Grocery,Pantry,15.5,11.29,2.9
P0008463,S00485,Grocery,Pantry,34.44,26.33,3.48
P0008464,S00485,Grocery,Snacks,36.12,25.83,2.27
P0008465,S00485,Grocery,Snacks,15.65,12.26,2.98
P0008466,S00485,Grocery,Household,34.94,24.58,2.69
P0008467,S00485,Sports,Fitness,89.94,59.76,7.34
P0008468,S00485,Grocery,Snacks,34.38,23.69,3.19
P0008469,S00485,Grocery,Household,31.03,22.37,3.4
P0008470,S00485,Grocery,Beverages,28.06,20.02,2.63
P0008471,S00485,Grocery,Beverages,20.14,17.14,2.94
P0008472,S00485,Digital Goods,Courses,100.59,37.22,0.72
P0008473,S00485,Grocery,Beverages,35.79,24.61,2.29
P0008474,S00485,Grocery,Beverages,23.14,16.48,2.62
P0008475,S00485,Grocery,Beverages,44.31,30.3,3.4
P0008476,S00485,Grocery,Pantry,23.19,18.86,2.58
P0008477,S00485,Grocery,Household,37.9,27.9,2.93
P0008478,S00485,Toys,Puzzles,31.87,16.37,4.08
P0008479,S00485,Grocery,Pantry,29.85,21.3,3.01
P0008480,S00485,Grocery,Household,34.74,23.58,3.5
P0008481,S00485,Grocery,Beverages,30.31,21.99,3.16
P0008482,S00485,Grocery,Pantry,17.07,13.73,3.49
P0008483,S00485,Grocery,Snacks,36.55,26.41,2.46
P0008484,S00485,Grocery,Household,21.8,14.13,2.58
P0008485,S00485,Grocery,Household,14.94,9.56,2.77
P0008486,S00485,Grocery,Household,25.81,18.29,3.1
P0008487,S00485,Fashion,Women,43.99,21.96,3.62
P0008488,S00485,Grocery,Pantry,16.59,11.49,2.53
P0008489,S00485,Grocery,Household,24.48,18.22,2.91
P0008490,S00485,Sports,Cycling,112.35,64.98,5.33
P0008491,S00485,Digital Goods,Software,55.17,22.4,0.67
P0008492,S00485,Grocery,Pantry,18.2,13.0,2.72
P0008493,S00485,Grocery,Beverages,37.62,27.44,2.89
P0008494,S00486,Grocery,Snacks,28.32,20.19,2.22
P0008495,S00486,Beauty,Skincare,29.74,13.16,2.58
P0008496,S00486,Grocery,Beverages,14.96,10.23,3.26
P0008497,S00486,Grocery,Snacks,23.16,19.45,2.99
P0008498,S00486,Grocery,Snacks,20.71,13.82,2.52
P0008499,S00486,Grocery,Beverages,26.93,18.09,3.5
P0008500,S00486,Grocery,Household,15.94,10.95,2.23
P0008501,S00486,Grocery,Household,22.26,16.58,3.2
P0008502,S00487,Toys,STEM,37.79,20.48,4.34
P0008503,S00487,Electronics,Computers,114.82,79.43,7.82
P0008504,S00487,Electronics,Accessories,130.81,101.29,8.64
P0008505,S00487,Electronics,Accessories,147.31,102.57,8.43
P0008506,S00487,Grocery,Household,15.57,11.25,3.29
P0008507,S00487,Electronics,Computers,193.78,131.73,9.04
P0008508,S00487,Electronics,Audio,152.49,116.93,8.91
P0008509,S00488,Grocery,Snacks,19.66,12.72,2.29
P0008510,S00488,Grocery,Household,16.08,10.33,2.82
P0008511,S00488,Grocery,Household,19.87,13.32,3.04
P0008512,S00488,Grocery,Snacks,37.27,25.18,2.84
P0008513,S00489,Electronics,Phones,345.58,276.81,8.06
P0008514,S00489,Electronics,Phones,171.81,138.3,9.42
P0008515,S00489,Electronics,Phones,233.39,206.55,8.73
P0008516,S00489,Electronics,Computers,449.9,355.1,7.12
P0008517,S00489,Home,Decor,58.65,38.29,9.33
P0008518,S00489,Electronics,Computers,285.4,237.78,7.62
P0008519,S00489,Electronics,Computers,418.34,350.18,8.13
P0008520,S00489,Electronics,Audio,130.16,107.63,7.51
P0008521,S00489,Beauty,Skincare,26.53,17.36,3.81
P0008522,S00489,Electronics,Audio,475.22,392.43,6.94
P0008523,S00489,Electronics,Accessories,134.36,119.27,8.89
P0008524,S00489,Electronics,Computers,199.23,162.19,8.23
P0008525,S00489,Home,Furniture,72.08,47.34,7.6
P0008526,S00489,Beauty,Skincare,26.13,14.71,3.25
P0008527,S00489,Electronics,Audio,68.31,57.13,6.98
P0008528,S00489,Sports,Team Sports,139.16,86.44,7.87
P0008529,S00489,Home,Storage,108.56,74.31,11.39
P0008530,S00489,Electronics,Accessories,208.23,171.07,6.75
P0008531,S00489,Electronics,Audio,217.25,161.87,8.59
P0008532,S00489,Electronics,Phones,131.76,99.88,7.06
P0008533,S00489,Electronics,Computers,214.15,184.12,8.32
P0008534,S00489,Electronics,Audio,179.35,128.86,8.09
P0008535,S00489,Electronics,Accessories,328.89,300.77,9.3
P0008536,S00489,Electronics,Phones,194.23,171.29,8.77
P0008537,S00489,Electronics,Audio,219.55,191.24,7.73
P0008538,S00490,Toys,Puzzles,63.64,33.28,3.79
P0008539,S00490,Toys,STEM,24.11,12.8,3.45
P0008540,S00490,Toys,Puzzles,43.87,23.57,5.07
P0008541,S00490,Toys,Action Figures,34.73,17.9,4.51
P0008542,S00490,Toys,Educational,48.43,24.01,4.4
P0008543,S00490,Toys,Action Figures,51.43,26.2,3.58
P0008544,S00490,Toys,STEM,54.76,35.18,4.24
P0008545,S00490,Toys,Educational,44.51,22.95,5.01
P0008546,S00490,Toys,Educational,38.35,21.8,4.6
P0008547,S00490,Toys,Action Figures,45.62,24.04,5.18
P0008548,S00490,Toys,Educational,52.89,29.5,4.77
P0008549,S00490,Toys,STEM,21.42,10.43,4.6
P0008550,S00490,Toys,Action Figures,26.74,12.02,3.57
P0008551,S00490,Toys,Action Figures,62.09,31.34,4.63
P0008552,S00490,Toys,Puzzles,28.75,14.73,3.52
P0008553,S00490,Toys,Puzzles,46.58,24.64,4.21
P0008554,S00490,Toys,STEM,44.67,26.94,4.22
P0008555,S00490,Toys,Puzzles,35.64,17.62,4.79
P0008556,S00490,Toys,Educational,64.47,36.67,4.11
P0008557,S00491,Grocery,Beverages,32.41,21.42,2.96
P0008558,S00491,Grocery,Snacks,16.4,11.32,3.32
P0008559,S00491,Grocery,Beverages,22.85,16.08,2.89
P0008560,S00491,Grocery,Beverages,31.02,22.14,2.61
P0008561,S00491,Grocery,Snacks,18.39,12.65,2.53
P0008562,S00491,Fashion,Women,113.81,55.89,5.3
P0008563,S00491,Grocery,Household,30.19,21.62,2.27
P0008564,S00491,Grocery,Household,14.72,9.97,2.78
P0008565,S00491,Grocery,Pantry,15.8,10.22,2.97
P0008566,S00491,Grocery,Household,16.19,10.66,2.91
P0008567,S00491,Grocery,Snacks,13.42,9.37,2.94
P0008568,S00491,Grocery,Snacks,24.09,16.6,2.81
P0008569,S00491,Fashion,Accessories,92.24,40.98,4.53
P0008570,S00491,Grocery,Beverages,14.63,10.1,3.17
P0008571,S00491,Grocery,Household,16.51,10.81,3.03
P0008572,S00491,Grocery,Snacks,30.16,21.23,2.25
P0008573,S00491,Grocery,Pantry,25.96,18.58,3.42
P0008574,S00491,Grocery,Household,15.91,11.19,2.42
P0008575,S00491,Grocery,Snacks,17.7,12.62,2.36
P0008576,S00491,Fashion,Women,43.83,19.4,4.79
P0008577,S00491,Grocery,Beverages,25.45,18.58,2.84
P0008578,S00491,Grocery,Household,22.29,14.76,3.21
P0008579,S00491,Grocery,Snacks,29.93,23.5,2.73
P0008580,S00492,Fashion,Accessories,49.95,18.57,4.65
P0008581,S00492,Toys,STEM,35.1,19.67,4.25
P0008582,S00492,Fashion,Men,40.21,18.42,4.99
P0008583,S00492,Sports,Team Sports,91.27,56.45,6.5
P0008584,S00492,Fashion,Women,76.44,32.02,4.2
P0008585,S00492,Fashion,Shoes,61.8,28.17,4.98
P0008586,S00492,Fashion,Women,78.59,36.88,3.46
P0008587,S00492,Fashion,Men,47.65,26.62,4.01
P0008588,S00492,Sports,Outdoor,64.36,36.39,7.71
P0008589,S00492,Grocery,Pantry,18.94,12.96,2.72
P0008590,S00492,Fashion,Accessories,106.77,52.14,3.83
P0008591,S00493,Digital Goods,Courses,58.35,21.59,0.82
P0008592,S00493,Digital Goods,Courses,45.01,19.92,0.74
P0008593,S00493,Digital Goods,Gaming,40.45,15.29,0.95
P0008594,S00493,Digital Goods,Gaming,156.29,67.05,0.68
P0008595,S00493,Digital Goods,Gaming,78.12,28.9,0.98
P0008596,S00493,Digital Goods,Courses,122.94,45.92,1.01
P0008597,S00493,Digital Goods,Gaming,63.44,23.47,0.95
P0008598,S00493,Digital Goods,Subscriptions,35.27,15.34,0.85
P0008599,S00493,Digital Goods,Courses,36.22,15.38,0.77
P0008600,S00493,Fashion,Accessories,45.76,22.65,3.68
P0008601,S00494,Toys,STEM,72.9,36.28,4.59
P0008602,S00494,Toys,Educational,66.75,32.32,5.15
P0008603,S00494,Fashion,Accessories,70.48,35.27,3.54
P0008604,S00494,Toys,Action Figures,36.44,17.36,3.8
P0008605,S00494,Toys,Educational,19.08,10.4,4.71
P0008606,S00494,Toys,Puzzles,54.22,25.68,5.33
P0008607,S00494,Toys,Educational,33.71,18.81,3.61
P0008608,S00494,Toys,Educational,56.61,37.98,4.14
P0008609,S00494,Toys,Educational,28.01,14.52,4.59
P0008610,S00495,Digital Goods,Software,67.41,26.32,0.7
P0008611,S00495,Digital Goods,Subscriptions,30.41,12.47,0.86
P0008612,S00495,Digital Goods,Subscriptions,53.45,19.78,0.71
P0008613,S00495,Digital Goods,Subscriptions,55.22,20.43,0.9
P0008614,S00495,Electronics,Audio,102.77,75.13,7.59
P0008615,S00495,Digital Goods,Subscriptions,58.29,23.07,0.89
P0008616,S00495,Digital Goods,Gaming,33.89,15.56,0.97
P0008617,S00495,Digital Goods,Software,66.92,24.76,0.91
P0008618,S00495,Digital Goods,Courses,55.33,21.99,0.93
P0008619,S00495,Home,Decor,87.99,51.88,8.54
P0008620,S00495,Digital Goods,Software,74.41,27.53,0.89
P0008621,S00495,Digital Goods,Gaming,36.74,15.28,0.76
P0008622,S00495,Digital Goods,Software,99.01,44.33,0.81
P0008623,S00495,Sports,Outdoor,106.98,58.25,6.84
P0008624,S00495,Digital Goods,Gaming,101.6,42.76,0.76
P0008625,S00495,Home,Kitchen,50.28,24.47,8.6
P0008626,S00495,Digital Goods,Subscriptions,54.75,20.26,0.77
P0008627,S00495,Grocery,Snacks,20.48,12.89,2.79
P0008628,S00495,Fashion,Accessories,65.56,31.91,5.07
P0008629,S00495,Digital Goods,Subscriptions,41.41,15.32,0.95
P0008630,S00496,Grocery,Snacks,27.0,18.46,3.11
P0008631,S00496,Fashion,Women,76.41,41.13,3.74
P0008632,S00496,Fashion,Men,62.99,33.08,4.2
P0008633,S00496,Fashion,Shoes,56.62,29.01,4.98
P0008634,S00496,Fashion,Shoes,69.16,35.91,5.42
P0008635,S00496,Fashion,Men,76.82,38.21,5.4
P0008636,S00496,Fashion,Shoes,104.06,52.67,4.07
P0008637,S00496,Fashion,Accessories,46.67,24.64,4.5
P0008638,S00496,Fashion,Shoes,167.01,101.83,3.62
P0008639,S00496,Fashion,Men,108.54,46.73,3.46
P0008640,S00496,Sports,Team Sports,81.48,50.34,5.86
P0008641,S00497,Grocery,Snacks,29.49,18.21,2.24
P0008642,S00497,Electronics,Audio,158.82,104.91,6.94
P0008643,S00497,Electronics,Audio,336.62,235.63,7.93
P0008644,S00497,Electronics,Computers,318.06,230.62,8.23
P0008645,S00497,Electronics,Accessories,160.22,111.82,7.93
P0008646,S00497,Electronics,Accessories,375.57,217.55,7.28
P0008647,S00497,Electronics,Audio,116.72,89.43,8.36
P0008648,S00497,Electronics,Phones,607.95,374.27,8.2
P0008649,S00497,Electronics,Phones,248.4,166.62,7.77
P0008650,S00498,Sports,Fitness,66.88,34.73,5.18
P0008651,S00498,Sports,Fitness,48.79,31.38,6.28
P0008652,S00498,Sports,Team Sports,79.0,45.08,7.31
P0008653,S00498,Sports,Fitness,34.14,18.3,7.03
P0008654,S00498,Sports,Outdoor,83.25,48.26,5.25
P0008655,S00498,Fashion,Accessories,67.23,37.29,5.15
P0008656,S00498,Sports,Cycling,91.4,55.74,5.87
P0008657,S00498,Sports,Fitness,78.74,44.08,6.5
P0008658,S00498,Sports,Cycling,59.64,32.36,7.85
P0008659,S00498,Sports,Fitness,42.67,23.35,5.89
P0008660,S00498,Sports,Team Sports,68.69,41.75,5.81
P0008661,S00498,Sports,Team Sports,59.65,29.73,5.49
P0008662,S00498,Sports,Outdoor,96.95,50.76,6.44
P0008663,S00498,Sports,Outdoor,81.41,44.02,7.81
P0008664,S00498,Sports,Team Sports,146.68,85.94,7.34
P0008665,S00498,Sports,Fitness,115.96,61.72,6.85
P0008666,S00498,Grocery,Snacks,18.81,11.87,2.75
P0008667,S00498,Sports,Team Sports,50.05,32.71,6.43
P0008668,S00498,Sports,Outdoor,106.35,61.34,5.43
P0008669,S00498,Sports,Cycling,97.49,59.22,6.24
P0008670,S00499,Beauty,Skincare,38.27,17.24,2.63
P0008671,S00499,Beauty,Skincare,26.21,12.58,2.77
P0008672,S00499,Beauty,Skincare,32.61,15.51,2.72
P0008673,S00499,Beauty,Makeup,30.69,14.94,3.64
P0008674,S00499,Beauty,Hair,56.18,25.16,3.11
P0008675,S00499,Beauty,Hair,34.34,15.52,2.84
P0008676,S00499,Beauty,Hair,57.16,27.07,3.83
P0008677,S00499,Fashion,Accessories,76.04,34.86,3.67
P0008678,S00499,Beauty,Wellness,23.56,11.78,3.57
P0008679,S00500,Grocery,Pantry,21.1,13.48,2.64
P0008680,S00500,Grocery,Beverages,31.86,22.83,2.85
P0008681,S00500,Grocery,Household,20.53,12.83,2.7
P0008682,S00500,Grocery,Pantry,34.94,24.1,3.13
P0008683,S00500,Grocery,Snacks,33.51,20.72,3.3
P0008684,S00500,Grocery,Beverages,29.71,20.14,2.74
P0008685,S00500,Grocery,Pantry,38.51,24.83,2.32
P0008686,S00500,Grocery,Snacks,13.02,8.91,2.86
P0008687,S00500,Sports,Fitness,130.09,77.16,8.01
P0008688,S00500,Grocery,Beverages,21.03,14.64,3.44
P0008689,S00500,Grocery,Snacks,18.95,13.33,2.23
P0008690,S00500,Beauty,Wellness,26.67,13.92,3.57
P0008691,S00500,Grocery,Snacks,26.05,17.11,2.27
P0008692,S00500,Grocery,Snacks,20.39,13.51,2.49
P0008693,S00500,Grocery,Pantry,18.09,11.87,3.18
P0008694,S00500,Grocery,Beverages,21.33,15.12,2.46
P0008695,S00500,Grocery,Beverages,24.68,15.95,2.77
P0008696,S00501,Home,Decor,117.31,64.53,10.73
P0008697,S00501,Home,Kitchen,151.07,91.38,10.65
P0008698,S00501,Home,Storage,85.03,49.26,7.43
P0008699,S00501,Home,Storage,90.66,56.6,8.74
P0008700,S00501,Home,Decor,70.06,39.58,8.05
P0008701,S00501,Home,Decor,67.41,43.39,9.11
P0008702,S00501,Home,Kitchen,132.04,68.71,8.27
P0008703,S00501,Home,Kitchen,104.57,59.56,10.47
P0008704,S00501,Home,Furniture,83.07,49.71,9.8
P0008705,S00502,Fashion,Accessories,45.66,19.6,4.64
P0008706,S00502,Electronics,Audio,109.09,76.83,7.82
P0008707,S00502,Electronics,Phones,119.76,83.1,6.3
P0008708,S00502,Electronics,Accessories,319.58,241.14,6.74
P0008709,S00502,Electronics,Accessories,324.8,228.13,8.61
P0008710,S00502,Home,Storage,59.07,34.18,7.42
P0008711,S00502,Electronics,Accessories,221.16,162.52,6.52
P0008712,S00502,Electronics,Computers,143.01,99.12,9.45
P0008713,S00502,Electronics,Audio,284.06,185.53,6.91
P0008714,S00502,Electronics,Audio,131.53,94.56,6.42
P0008715,S00502,Electronics,Computers,356.92,283.03,7.81
P0008716,S00502,Electronics,Accessories,198.43,142.48,8.43
P0008717,S00502,Home,Kitchen,120.88,71.95,10.75
P0008718,S00502,Electronics,Computers,168.95,121.92,8.73
P0008719,S00502,Electronics,Computers,414.81,330.57,7.58
P0008720,S00502,Grocery,Beverages,11.84,8.56,2.34
P0008721,S00502,Electronics,Phones,134.81,103.6,9.31
P0008722,S00502,Electronics,Phones,244.7,194.75,6.87
P0008723,S00502,Electronics,Accessories,341.96,215.49,7.36
P0008724,S00502,Electronics,Computers,357.41,270.11,6.44
P0008725,S00502,Electronics,Phones,191.93,145.54,8.84
P0008726,S00502,Electronics,Computers,199.69,151.19,7.59
P0008727,S00502,Electronics,Computers,196.92,150.32,7.71
P0008728,S00502,Electronics,Computers,254.23,162.5,6.31
P0008729,S00502,Electronics,Phones,430.97,316.52,7.35
P0008730,S00503,Beauty,Skincare,39.17,21.43,3.96
P0008731,S00503,Home,Decor,91.43,51.25,10.14
P0008732,S00503,Beauty,Makeup,26.11,11.84,3.47
P0008733,S00503,Beauty,Skincare,40.88,22.75,2.55
P0008734,S00503,Beauty,Wellness,29.02,14.71,3.16
P0008735,S00503,Beauty,Makeup,24.28,12.06,3.48
P0008736,S00503,Beauty,Hair,43.29,21.72,3.01
P0008737,S00503,Beauty,Makeup,47.89,27.74,3.6
P0008738,S00503,Beauty,Wellness,53.76,25.0,2.72
P0008739,S00503,Sports,Cycling,54.42,34.96,8.03
P0008740,S00503,Beauty,Wellness,39.12,19.52,2.6
P0008741,S00503,Toys,STEM,63.21,38.85,4.14
P0008742,S00503,Home,Furniture,95.34,52.42,8.14
P0008743,S00503,Beauty,Skincare,40.46,19.69,3.9
P0008744,S00503,Toys,STEM,44.46,22.67,4.72
P0008745,S00503,Beauty,Skincare,33.53,15.84,3.46
P0008746,S00503,Beauty,Skincare,30.6,16.09,3.18
P0008747,S00503,Beauty,Hair,28.31,14.3,2.84
P0008748,S00503,Beauty,Hair,34.24,16.19,3.19
P0008749,S00503,Beauty,Makeup,32.55,16.49,3.95
P0008750,S00503,Sports,Outdoor,121.12,67.13,6.44
P0008751,S00503,Beauty,Wellness,40.46,19.87,3.26
P0008752,S00503,Beauty,Skincare,34.25,16.43,3.76
P0008753,S00503,Beauty,Wellness,48.94,23.9,3.03
P0008754,S00503,Fashion,Shoes,39.65,21.1,3.81
P0008755,S00503,Beauty,Makeup,25.11,12.86,2.57
P0008756,S00503,Beauty,Skincare,24.88,10.9,3.35
P0008757,S00504,Sports,Outdoor,50.04,31.33,6.85
P0008758,S00504,Sports,Fitness,81.1,47.12,7.97
P0008759,S00504,Sports,Outdoor,96.66,55.73,5.2
P0008760,S00504,Sports,Team Sports,69.11,41.92,6.87
P0008761,S00504,Sports,Team Sports,62.77,40.68,5.48
P0008762,S00504,Sports,Team Sports,88.66,49.52,7.32
P0008763,S00504,Sports,Team Sports,132.58,72.71,6.05
P0008764,S00504,Sports,Cycling,94.43,48.27,6.23
P0008765,S00504,Sports,Team Sports,94.34,54.56,6.48
P0008766,S00504,Sports,Cycling,76.07,44.48,7.85
P0008767,S00504,Sports,Outdoor,33.56,19.95,7.94
P0008768,S00504,Sports,Outdoor,56.73,34.63,5.95
P0008769,S00504,Sports,Fitness,80.63,44.53,5.97
P0008770,S00504,Sports,Team Sports,59.07,32.74,6.14
P0008771,S00504,Sports,Outdoor,81.84,48.85,6.71
P0008772,S00504,Sports,Team Sports,54.17,34.39,6.3
P0008773,S00504,Sports,Cycling,55.97,32.86,7.06
P0008774,S00504,Fashion,Shoes,107.06,46.43,5.02
P0008775,S00504,Digital Goods,Software,32.85,12.15,0.86
P0008776,S00504,Sports,Outdoor,135.0,89.35,7.33
P0008777,S00504,Sports,Cycling,67.45,39.18,6.28
P0008778,S00504,Sports,Cycling,74.82,40.69,7.42
P0008779,S00504,Sports,Team Sports,116.42,74.96,6.29
P0008780,S00505,Fashion,Shoes,35.61,18.89,5.32
P0008781,S00505,Fashion,Accessories,64.0,27.41,3.78
P0008782,S00505,Fashion,Women,110.37,53.15,4.75
P0008783,S00505,Fashion,Accessories,93.03,49.91,3.64
P0008784,S00505,Fashion,Women,44.88,22.58,5.29
P0008785,S00505,Fashion,Men,34.47,15.44,4.8
P0008786,S00505,Digital Goods,Courses,56.64,20.96,0.98
P0008787,S00505,Fashion,Shoes,69.79,30.08,5.14
P0008788,S00506,Beauty,Wellness,33.87,15.6,3.3
P0008789,S00506,Beauty,Makeup,39.56,19.66,3.15
P0008790,S00506,Beauty,Wellness,30.88,14.08,3.35
P0008791,S00506,Beauty,Hair,24.55,14.85,3.5
P0008792,S00506,Beauty,Skincare,30.27,15.38,2.72
P0008793,S00506,Beauty,Skincare,19.87,9.93,4.01
P0008794,S00506,Beauty,Skincare,47.51,25.24,3.78
P0008795,S00506,Beauty,Makeup,23.05,11.71,2.86
P0008796,S00506,Beauty,Skincare,32.86,14.95,2.63
P0008797,S00506,Beauty,Makeup,34.15,15.04,2.57
P0008798,S00506,Digital Goods,Software,133.78,50.33,0.98
P0008799,S00506,Beauty,Wellness,56.59,30.5,2.81
P0008800,S00506,Beauty,Hair,43.62,23.26,2.66
P0008801,S00506,Beauty,Makeup,28.33,16.22,3.14
P0008802,S00506,Sports,Team Sports,71.8,45.93,6.44
P0008803,S00506,Beauty,Hair,64.97,29.22,2.95
P0008804,S00506,Fashion,Women,70.51,28.16,5.04
P0008805,S00506,Digital Goods,Subscriptions,58.13,21.65,0.82
P0008806,S00506,Beauty,Skincare,33.86,15.82,2.95
P0008807,S00506,Beauty,Wellness,40.46,17.76,2.73
P0008808,S00506,Grocery,Household,20.31,14.18,3.11
P0008809,S00506,Beauty,Hair,25.15,10.87,2.75
P0008810,S00506,Home,Decor,68.57,44.81,8.97
P0008811,S00506,Beauty,Hair,40.6,17.32,3.82
P0008812,S00506,Beauty,Wellness,24.91,12.68,3.86
P0008813,S00506,Beauty,Skincare,24.21,12.62,3.04
P0008814,S00506,Beauty,Wellness,26.84,13.24,2.86
P0008815,S00506,Beauty,Wellness,30.04,11.59,3.86
P0008816,S00506,Fashion,Shoes,48.28,24.43,3.9
