entity_type,entity_id,priority_score,risk_tier,main_risk_driver,recommended_action,owner_team,sla_days,estimated_leakage_proxy,estimated_margin_proxy,gross_value,net_value,risk_adjusted_value,record_source,priority_rank,status,next_review_step
order,O00106543,75.69164508106181,Critical,payment_signal,escalate for manual review,Risk Operations,2,8.88,9.749999999999998,170.23,159.09,152.35661462864095,order_risk_scores + order_profitability_features,262,open,assign owner and execute recommended action within SLA
order,O00041442,75.676222533928,Critical,payment_signal,escalate for manual review,Risk Operations,2,243.98000000000002,-220.51,253.23,225.71,216.89142032297167,order_risk_scores + order_profitability_features,263,open,assign owner and execute recommended action within SLA
order,O00140369,75.67442679482961,Critical,payment_signal,escalate for manual review,Risk Operations,2,68.71,-5.890000000000001,563.08,463.97,440.9135732789293,order_risk_scores + order_profitability_features,264,open,assign owner and execute recommended action within SLA
order,O00063477,75.66060436553678,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,35.68,252.66,240.98,229.71575976216073,order_risk_scores + order_profitability_features,265,open,assign owner and execute recommended action within SLA
order,O00041824,75.65905447359562,Critical,payment_signal,escalate for manual review,Risk Operations,2,498.71000000000004,-446.83,518.25,424.48,405.03393139659386,order_risk_scores + order_profitability_features,266,open,assign owner and execute recommended action within SLA
order,O00070281,75.64045863388623,Critical,payment_signal,escalate for manual review,Risk Operations,2,314.42,-280.71,323.72,292.63,280.1258633185611,order_risk_scores + order_profitability_features,267,open,assign owner and execute recommended action within SLA
order,O00013450,75.63252000319959,Critical,payment_signal,escalate for manual review,Risk Operations,2,556.33,-516.05,573.54,482.42,465.76318922219747,order_risk_scores + order_profitability_features,268,open,assign owner and execute recommended action within SLA
order,O00148991,75.59704250073077,Critical,payment_signal,escalate for manual review,Risk Operations,2,207.57,-150.59,682.31,672.45,650.6536033152978,order_risk_scores + order_profitability_features,269,open,assign owner and execute recommended action within SLA
order,O00015729,75.57512833469892,Critical,payment_signal,escalate for manual review,Risk Operations,2,104.72,-92.26,181.58,149.22,143.44139999731215,order_risk_scores + order_profitability_features,270,open,assign owner and execute recommended action within SLA
order,O00132285,75.52573504989297,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,23.86,189.92,184.97,177.56249391578902,order_risk_scores + order_profitability_features,271,open,assign owner and execute recommended action within SLA
order,O00071883,75.51844942075405,Critical,payment_signal,escalate for manual review,Risk Operations,2,216.63,-196.94,222.5,216.63,209.0875938554227,order_risk_scores + order_profitability_features,272,open,assign owner and execute recommended action within SLA
order,O00049286,75.51686280773116,Critical,payment_signal,escalate for manual review,Risk Operations,2,130.04,-114.42,132.31,130.04,124.6903260063768,order_risk_scores + order_profitability_features,273,open,assign owner and execute recommended action within SLA
order,O00046994,75.4824789282236,Critical,payment_signal,escalate for manual review,Risk Operations,2,223.37,-206.19,237.66,205.78,197.933519917188,order_risk_scores + order_profitability_features,274,open,assign owner and execute recommended action within SLA
order,O00077256,75.45540130628923,Critical,payment_signal,escalate for manual review,Risk Operations,2,948.93,-827.98,1033.14,995.32,954.3361065628204,order_risk_scores + order_profitability_features,275,open,assign owner and execute recommended action within SLA
order,O00052622,75.38717250395713,Critical,payment_signal,escalate for manual review,Risk Operations,2,235.65,-210.91,238.79,235.65,226.93102588818917,order_risk_scores + order_profitability_features,276,open,assign owner and execute recommended action within SLA
order,O00071866,75.38357026271514,Critical,payment_signal,escalate for manual review,Risk Operations,2,25.8,-18.39,58.65,55.9,53.31444546071428,order_risk_scores + order_profitability_features,277,open,assign owner and execute recommended action within SLA
order,O00108852,75.3831157874244,Critical,payment_signal,escalate for manual review,Risk Operations,2,24.26,4.159999999999997,268.18,233.17,222.9892947456917,order_risk_scores + order_profitability_features,278,open,assign owner and execute recommended action within SLA
order,O00082690,75.38246778660377,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,95.4,787.72,742.53,712.2569059861818,order_risk_scores + order_profitability_features,279,open,assign owner and execute recommended action within SLA
order,O00080863,75.35861478516318,Critical,payment_signal,escalate for manual review,Risk Operations,2,570.77,-476.94,809.16,782.95,751.4752821702382,order_risk_scores + order_profitability_features,280,open,assign owner and execute recommended action within SLA
order,O00042898,75.35739356651477,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,21.61,275.31,258.82,250.51225989501305,order_risk_scores + order_profitability_features,281,open,assign owner and execute recommended action within SLA
order,O00089926,75.34412703284654,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,200.78,1445.21,1417.52,1356.1714962528745,order_risk_scores + order_profitability_features,282,open,assign owner and execute recommended action within SLA
order,O00026358,75.33355749334349,Critical,payment_signal,escalate for manual review,Risk Operations,2,322.99,-234.41000000000005,911.02,873.18,841.0171332542857,order_risk_scores + order_profitability_features,283,open,assign owner and execute recommended action within SLA
order,O00023023,75.33202762078898,Critical,payment_signal,escalate for manual review,Risk Operations,2,533.63,-431.86,769.75,672.07,638.367367918685,order_risk_scores + order_profitability_features,284,open,assign owner and execute recommended action within SLA
order,O00123946,75.3292134226683,Critical,payment_signal,escalate for manual review,Risk Operations,2,135.84,-123.49,140.96,135.84,131.1084898050706,order_risk_scores + order_profitability_features,285,open,assign owner and execute recommended action within SLA
order,O00140756,75.32527700874606,Critical,payment_signal,escalate for manual review,Risk Operations,2,111.97,-94.91,163.43,134.02,127.56650047113366,order_risk_scores + order_profitability_features,286,open,assign owner and execute recommended action within SLA
order,O00106732,75.30111465320078,Critical,payment_signal,escalate for manual review,Risk Operations,2,355.19,-299.24,427.84,413.3,394.93359186171153,order_risk_scores + order_profitability_features,287,open,assign owner and execute recommended action within SLA
order,O00123092,75.30006645010246,Critical,payment_signal,escalate for manual review,Risk Operations,2,20.13,-1.1799999999999995,251.47,223.66,215.8686303908487,order_risk_scores + order_profitability_features,288,open,assign owner and execute recommended action within SLA
order,O00011541,75.27467622448893,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,19.02,181.4,171.68,164.69602364923077,order_risk_scores + order_profitability_features,289,open,assign owner and execute recommended action within SLA
order,O00067219,75.266220426791,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,17.85,145.4,139.71,133.8224591844987,order_risk_scores + order_profitability_features,290,open,assign owner and execute recommended action within SLA
order,O00090946,75.26556829977653,Critical,payment_signal,escalate for manual review,Risk Operations,2,1058.45,-943.39,1101.52,1058.45,1020.3237917133274,order_risk_scores + order_profitability_features,291,open,assign owner and execute recommended action within SLA
order,O00123981,75.25459794365554,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,27.38,225.77,216.16,207.0454994644422,order_risk_scores + order_profitability_features,292,open,assign owner and execute recommended action within SLA
order,O00097063,75.25206268941389,Critical,payment_signal,escalate for manual review,Risk Operations,2,223.94,-182.16,350.95,346.28,332.717853466057,order_risk_scores + order_profitability_features,293,open,assign owner and execute recommended action within SLA
order,O00071444,75.23894726146617,Critical,payment_signal,escalate for manual review,Risk Operations,2,141.53,-114.85,271.28,251.48,242.07996701580356,order_risk_scores + order_profitability_features,294,open,assign owner and execute recommended action within SLA
order,O00125324,75.23335941286138,Critical,payment_signal,escalate for manual review,Risk Operations,2,201.04,-177.64999999999998,213.67,201.04,192.42165220237547,order_risk_scores + order_profitability_features,295,open,assign owner and execute recommended action within SLA
order,O00016415,75.2301647137087,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,31.35,281.63,269.41,258.1276935323422,order_risk_scores + order_profitability_features,296,open,assign owner and execute recommended action within SLA
order,O00097785,75.20288627894655,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,58.48,403.63,401.98,382.30160113167705,order_risk_scores + order_profitability_features,297,open,assign owner and execute recommended action within SLA
order,O00060282,75.20282112518449,Critical,payment_signal,escalate for manual review,Risk Operations,2,212.47,-183.78,247.94,245.26,235.91331028069104,order_risk_scores + order_profitability_features,298,open,assign owner and execute recommended action within SLA
order,O00064914,75.19780177535932,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,48.67999999999999,417.78,400.09,384.71979964920143,order_risk_scores + order_profitability_features,299,open,assign owner and execute recommended action within SLA
order,O00074849,75.19227057580868,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,29.04,199.28,197.86,188.06452670598384,order_risk_scores + order_profitability_features,300,open,assign owner and execute recommended action within SLA
order,O00095881,75.18445129436587,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,30.62,333.99,319.43,308.0436223115681,order_risk_scores + order_profitability_features,301,open,assign owner and execute recommended action within SLA
order,O00006039,75.17637240093886,Critical,payment_signal,escalate for manual review,Risk Operations,2,143.09,-119.92,289.73,273.47,264.8187990142456,order_risk_scores + order_profitability_features,302,open,assign owner and execute recommended action within SLA
order,O00140253,75.12146546066211,Critical,payment_signal,escalate for manual review,Risk Operations,2,424.78,-324.07,913.83,861.52,829.5697517268516,order_risk_scores + order_profitability_features,303,open,assign owner and execute recommended action within SLA
order,O00129570,75.11496146547273,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,21.86,271.99,261.88,253.1937455732489,order_risk_scores + order_profitability_features,304,open,assign owner and execute recommended action within SLA
order,O00023016,75.10826903405255,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,6.55,54.85,51.03,48.72130376709523,order_risk_scores + order_profitability_features,305,open,assign owner and execute recommended action within SLA
order,O00048602,75.0909337073723,Critical,payment_signal,escalate for manual review,Risk Operations,2,342.82,-174.51,1911.42,1659.06,1592.8840727158292,order_risk_scores + order_profitability_features,306,open,assign owner and execute recommended action within SLA
order,O00150041,75.07781049227972,Critical,payment_signal,escalate for manual review,Risk Operations,2,136.57,-26.0,1028.16,858.94,818.5603634277351,order_risk_scores + order_profitability_features,307,open,assign owner and execute recommended action within SLA
order,O00068162,75.07106407871815,Critical,payment_signal,escalate for manual review,Risk Operations,2,29.74,-7.449999999999999,319.44,273.06,264.0089606696769,order_risk_scores + order_profitability_features,308,open,assign owner and execute recommended action within SLA
order,O00074237,75.06959547881362,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,31.49,312.43,300.0,289.4529801559524,order_risk_scores + order_profitability_features,309,open,assign owner and execute recommended action within SLA
order,O00076663,75.06890884560448,Critical,payment_signal,escalate for manual review,Risk Operations,2,55.92,-9.150000000000006,440.62,374.3,357.68265224127185,order_risk_scores + order_profitability_features,310,open,assign owner and execute recommended action within SLA
order,O00088435,75.01384117408064,Critical,payment_signal,escalate for manual review,Risk Operations,2,409.88,-368.25,452.25,434.13,419.5145111956739,order_risk_scores + order_profitability_features,311,open,assign owner and execute recommended action within SLA
order,O00113041,75.01137260808993,Critical,payment_signal,escalate for manual review,Risk Operations,2,549.95,-504.03,563.58,549.95,531.7127221822369,order_risk_scores + order_profitability_features,312,open,assign owner and execute recommended action within SLA
order,O00154518,74.99065220736173,High,payment_signal,review fraud controls,Risk Operations,7,0.0,37.05,340.5,325.35,312.6042932554487,order_risk_scores + order_profitability_features,313,open,assign owner and execute recommended action within SLA
order,O00065032,74.95711961457457,High,payment_signal,review fraud controls,Risk Operations,7,245.18,-225.44,248.8,245.18,237.62377676091023,order_risk_scores + order_profitability_features,314,open,assign owner and execute recommended action within SLA
order,O00023059,74.94456028560671,High,payment_signal,review fraud controls,Risk Operations,7,161.57,-125.2,322.58,299.27,287.00248964527094,order_risk_scores + order_profitability_features,315,open,assign owner and execute recommended action within SLA
order,O00066240,74.93902216555661,High,payment_signal,review fraud controls,Risk Operations,7,437.32,-385.79,458.17,437.32,420.5638686196291,order_risk_scores + order_profitability_features,316,open,assign owner and execute recommended action within SLA
order,O00133482,74.92618044240709,High,payment_signal,review fraud controls,Risk Operations,7,365.03,-321.14,371.61,365.03,349.5726388754421,order_risk_scores + order_profitability_features,317,open,assign owner and execute recommended action within SLA
order,O00136847,74.91463892941528,High,payment_signal,review fraud controls,Risk Operations,7,76.69,-1.1400000000000006,841.2,711.75,682.5286556772953,order_risk_scores + order_profitability_features,318,open,assign owner and execute recommended action within SLA
order,O00017283,74.90122109120361,High,payment_signal,review fraud controls,Risk Operations,7,0.0,20.09,174.8,169.06,162.54811300525725,order_risk_scores + order_profitability_features,319,open,assign owner and execute recommended action within SLA
order,O00064983,74.89158041402882,High,payment_signal,review fraud controls,Risk Operations,7,152.2,-136.92,157.3,134.95,129.15177662046472,order_risk_scores + order_profitability_features,320,open,assign owner and execute recommended action within SLA
order,O00112298,74.88017060468404,High,payment_signal,review fraud controls,Risk Operations,7,218.83,-188.67,388.82,374.49,362.9918681332212,order_risk_scores + order_profitability_features,321,open,assign owner and execute recommended action within SLA
order,O00092447,74.87539054155573,High,payment_signal,review fraud controls,Risk Operations,7,73.87,-19.28000000000001,460.36,371.15,352.54791192150293,order_risk_scores + order_profitability_features,322,open,assign owner and execute recommended action within SLA
order,O00052631,74.87100280111389,High,payment_signal,review fraud controls,Risk Operations,7,0.0,36.32,307.91,305.61,293.2577118752375,order_risk_scores + order_profitability_features,323,open,assign owner and execute recommended action within SLA
order,O00015118,74.85563251223874,High,payment_signal,review fraud controls,Risk Operations,7,0.0,53.61,392.31,385.02,367.7060652750404,order_risk_scores + order_profitability_features,324,open,assign owner and execute recommended action within SLA
order,O00019879,74.84315631307206,High,payment_signal,review fraud controls,Risk Operations,7,309.76,-267.73,531.71,503.41,486.9679218084483,order_risk_scores + order_profitability_features,325,open,assign owner and execute recommended action within SLA
order,O00095897,74.82854095087546,High,payment_signal,review fraud controls,Risk Operations,7,43.26,-4.499999999999993,369.6,315.99,301.2380162541892,order_risk_scores + order_profitability_features,326,open,assign owner and execute recommended action within SLA
order,O00071886,74.82126839753822,High,payment_signal,review fraud controls,Risk Operations,7,381.22,-314.02,618.59,490.92,466.5981383771429,order_risk_scores + order_profitability_features,327,open,assign owner and execute recommended action within SLA
order,O00115846,74.81646056445521,High,payment_signal,review fraud controls,Risk Operations,7,128.32,-104.33,232.28,226.0,217.3231021213352,order_risk_scores + order_profitability_features,328,open,assign owner and execute recommended action within SLA
order,O00054116,74.81572459060295,High,payment_signal,review fraud controls,Risk Operations,7,343.8,-299.84000000000003,343.8,343.8,330.3087431,order_risk_scores + order_profitability_features,329,open,assign owner and execute recommended action within SLA
order,O00132050,74.81095466818802,High,payment_signal,review fraud controls,Risk Operations,7,242.12,-203.0,339.49,329.13,316.81242386679793,order_risk_scores + order_profitability_features,330,open,assign owner and execute recommended action within SLA
order,O00083932,74.79870119541575,High,payment_signal,review fraud controls,Risk Operations,7,0.0,77.84,650.44,622.95,598.0778677000001,order_risk_scores + order_profitability_features,331,open,assign owner and execute recommended action within SLA
order,O00106071,74.79798502281736,High,payment_signal,review fraud controls,Risk Operations,7,30.13,-11.279999999999998,265.97,225.79,217.96477252195297,order_risk_scores + order_profitability_features,332,open,assign owner and execute recommended action within SLA
order,O00121314,74.78643541226508,High,payment_signal,review fraud controls,Risk Operations,7,203.84,-166.34,338.01,315.53,301.8360043633964,order_risk_scores + order_profitability_features,333,open,assign owner and execute recommended action within SLA
order,O00071411,74.7610741380253,High,payment_signal,review fraud controls,Risk Operations,7,73.0,-58.12,123.84,120.46,115.79919194285714,order_risk_scores + order_profitability_features,334,open,assign owner and execute recommended action within SLA
order,O00114898,74.74544788919852,High,payment_signal,review fraud controls,Risk Operations,7,0.0,25.61,310.44,296.86,287.9764132278788,order_risk_scores + order_profitability_features,335,open,assign owner and execute recommended action within SLA
order,O00110750,74.73739542216514,High,payment_signal,review fraud controls,Risk Operations,7,52.25,-19.68,448.62,384.42,370.0503886675926,order_risk_scores + order_profitability_features,336,open,assign owner and execute recommended action within SLA
order,O00127671,74.73140320231437,High,payment_signal,review fraud controls,Risk Operations,7,493.49,-427.05,832.19,795.84,768.5470952272236,order_risk_scores + order_profitability_features,337,open,assign owner and execute recommended action within SLA
order,O00133487,74.72847215346704,High,payment_signal,review fraud controls,Risk Operations,7,28.85,-21.270000000000003,59.29,56.01,53.35119349621262,order_risk_scores + order_profitability_features,338,open,assign owner and execute recommended action within SLA
order,O00023019,74.72409528586907,High,payment_signal,review fraud controls,Risk Operations,7,0.0,7.21,81.03,77.18,74.61391811356694,order_risk_scores + order_profitability_features,339,open,assign owner and execute recommended action within SLA
order,O00091892,74.71657395756723,High,payment_signal,review fraud controls,Risk Operations,7,489.24,-435.0499999999999,502.26,489.24,469.3339596119763,order_risk_scores + order_profitability_features,340,open,assign owner and execute recommended action within SLA
order,O00017294,74.70269404390764,High,payment_signal,review fraud controls,Risk Operations,7,171.95,-148.0,299.83,286.82,277.50697996493057,order_risk_scores + order_profitability_features,341,open,assign owner and execute recommended action within SLA
order,O00072935,74.70122134052923,High,payment_signal,review fraud controls,Risk Operations,7,252.82999999999998,-220.51,268.5,252.83,242.73931237080217,order_risk_scores + order_profitability_features,342,open,assign owner and execute recommended action within SLA
order,O00026068,74.69623785411476,High,payment_signal,review fraud controls,Risk Operations,7,204.31,-178.31,207.58,204.31,195.92765960305377,order_risk_scores + order_profitability_features,343,open,assign owner and execute recommended action within SLA
order,O00021050,74.69047584576148,High,payment_signal,review fraud controls,Risk Operations,7,0.0,128.42,1150.34,1115.9,1075.6878793793137,order_risk_scores + order_profitability_features,344,open,assign owner and execute recommended action within SLA
order,O00149146,74.6820283350982,High,payment_signal,review fraud controls,Risk Operations,7,82.66,-32.92999999999999,668.06,570.05,549.6480722502396,order_risk_scores + order_profitability_features,345,open,assign owner and execute recommended action within SLA
order,O00106742,74.6791410501198,High,payment_signal,review fraud controls,Risk Operations,7,1212.32,-1039.88,1251.99,1212.32,1161.80722331,order_risk_scores + order_profitability_features,346,open,assign owner and execute recommended action within SLA
order,O00007181,74.6786441061024,High,payment_signal,review fraud controls,Risk Operations,7,25.79,-21.22,51.21,48.64,46.97761066339486,order_risk_scores + order_profitability_features,347,open,assign owner and execute recommended action within SLA
order,O00097064,74.65202357840536,High,payment_signal,review fraud controls,Risk Operations,7,17.99,-3.4999999999999982,184.4,159.46,153.50597840016118,order_risk_scores + order_profitability_features,348,open,assign owner and execute recommended action within SLA
order,O00022350,74.62168483579052,High,payment_signal,review fraud controls,Risk Operations,7,124.05,-111.14,130.02,107.31,102.14213890670028,order_risk_scores + order_profitability_features,349,open,assign owner and execute recommended action within SLA
order,O00135477,74.62088798397671,High,payment_signal,review fraud controls,Risk Operations,7,47.2,-24.67,191.73,185.38,177.79491981365717,order_risk_scores + order_profitability_features,350,open,assign owner and execute recommended action within SLA
order,O00132293,74.61883699124103,High,payment_signal,review fraud controls,Risk Operations,7,0.0,119.39,950.0,927.44,889.7266212879586,order_risk_scores + order_profitability_features,351,open,assign owner and execute recommended action within SLA
order,O00011281,74.61534238149369,High,payment_signal,review fraud controls,Risk Operations,7,0.0,33.129999999999995,418.18,396.83,383.9680410013281,order_risk_scores + order_profitability_features,352,open,assign owner and execute recommended action within SLA
order,O00063526,74.58726346564279,High,payment_signal,review fraud controls,Risk Operations,7,58.57,-52.42,64.18,58.57,56.29707677144186,order_risk_scores + order_profitability_features,353,open,assign owner and execute recommended action within SLA
order,O00098431,74.58708392097898,High,payment_signal,review fraud controls,Risk Operations,7,98.91,-81.53,149.38,144.64,138.45940794296294,order_risk_scores + order_profitability_features,354,open,assign owner and execute recommended action within SLA
order,O00073707,74.58577815811685,High,payment_signal,review fraud controls,Risk Operations,7,6.08,-0.1600000000000001,61.86,52.11,49.89898936060692,order_risk_scores + order_profitability_features,355,open,assign owner and execute recommended action within SLA
order,O00046979,74.58496368616872,High,payment_signal,review fraud controls,Risk Operations,7,740.96,-636.1,1261.78,1202.07,1161.9535621274476,order_risk_scores + order_profitability_features,356,open,assign owner and execute recommended action within SLA
order,O00073690,74.5795205823251,High,payment_signal,review fraud controls,Risk Operations,7,243.81,-207.23,252.75,243.81,231.64361742763964,order_risk_scores + order_profitability_features,357,open,assign owner and execute recommended action within SLA
order,O00052310,74.57785067603704,High,payment_signal,review fraud controls,Risk Operations,7,266.69,-243.41,284.84,266.69,257.4557607937034,order_risk_scores + order_profitability_features,358,open,assign owner and execute recommended action within SLA
order,O00016641,74.57397169021112,High,payment_signal,review fraud controls,Risk Operations,7,0.0,35.25,378.14,367.67,355.3374748287673,order_risk_scores + order_profitability_features,359,open,assign owner and execute recommended action within SLA
order,O00115259,74.56645803813967,High,payment_signal,review fraud controls,Risk Operations,7,777.36,-668.27,800.76,777.36,743.7401403332942,order_risk_scores + order_profitability_features,360,open,assign owner and execute recommended action within SLA
order,O00148477,74.5645318220649,High,payment_signal,review fraud controls,Risk Operations,7,0.0,9.74,67.5,67.13,63.70882977252873,order_risk_scores + order_profitability_features,361,open,assign owner and execute recommended action within SLA
order,O00114892,74.56270887696495,High,payment_signal,review fraud controls,Risk Operations,7,80.33,-62.85,145.75,129.7,122.5909646236559,order_risk_scores + order_profitability_features,362,open,assign owner and execute recommended action within SLA
order,O00048000,74.54879060875948,High,payment_signal,review fraud controls,Risk Operations,7,0.0,45.1,449.23,436.88,421.0057659456757,order_risk_scores + order_profitability_features,363,open,assign owner and execute recommended action within SLA
order,O00143160,74.54735281715351,High,payment_signal,review fraud controls,Risk Operations,7,52.75,-47.79,55.19,52.75,50.944056388767265,order_risk_scores + order_profitability_features,364,open,assign owner and execute recommended action within SLA
order,O00026722,74.54148271811187,High,payment_signal,review fraud controls,Risk Operations,7,297.39,-259.11,306.49,297.39,284.1388285562857,order_risk_scores + order_profitability_features,365,open,assign owner and execute recommended action within SLA
order,O00021488,74.53961238301646,High,payment_signal,review fraud controls,Risk Operations,7,0.0,16.7,200.0,200.0,193.66357673044297,order_risk_scores + order_profitability_features,366,open,assign owner and execute recommended action within SLA
order,O00031303,74.53425955020846,High,payment_signal,review fraud controls,Risk Operations,7,76.73,7.759999999999991,825.77,719.18,687.5212363027272,order_risk_scores + order_profitability_features,367,open,assign owner and execute recommended action within SLA
order,O00098743,74.53011750575511,High,payment_signal,review fraud controls,Risk Operations,7,351.68,-306.84000000000003,414.38,404.84,388.7879128472829,order_risk_scores + order_profitability_features,368,open,assign owner and execute recommended action within SLA
order,O00133774,74.51469251413967,High,payment_signal,review fraud controls,Risk Operations,7,58.27,-45.510000000000005,89.83,88.55,84.42328015,order_risk_scores + order_profitability_features,369,open,assign owner and execute recommended action within SLA
order,O00107740,74.51199835300129,High,payment_signal,review fraud controls,Risk Operations,7,297.34000000000003,-271.97,335.0,310.86,301.26876513623563,order_risk_scores + order_profitability_features,370,open,assign owner and execute recommended action within SLA
order,O00013209,74.51180001942937,High,payment_signal,review fraud controls,Risk Operations,7,14.94,1.8499999999999996,130.26,124.52,118.914865315,order_risk_scores + order_profitability_features,371,open,assign owner and execute recommended action within SLA
order,O00152275,74.50952777622729,High,payment_signal,review fraud controls,Risk Operations,7,527.58,-415.6,909.6,894.43,855.6709125685713,order_risk_scores + order_profitability_features,372,open,assign owner and execute recommended action within SLA
order,O00114067,74.50386731831979,High,payment_signal,review fraud controls,Risk Operations,7,85.3,-77.11,87.2,73.97,70.65375255586207,order_risk_scores + order_profitability_features,373,open,assign owner and execute recommended action within SLA
order,O00051901,74.49378378337055,High,payment_signal,review fraud controls,Risk Operations,7,189.38,-163.79,253.61,241.21,232.2482351036542,order_risk_scores + order_profitability_features,374,open,assign owner and execute recommended action within SLA
order,O00016267,74.49314158577246,High,payment_signal,review fraud controls,Risk Operations,7,49.04,-12.439999999999998,379.82,323.22,308.74590163069183,order_risk_scores + order_profitability_features,375,open,assign owner and execute recommended action within SLA
order,O00062034,74.47625956404013,High,payment_signal,review fraud controls,Risk Operations,7,41.78,7.039999999999999,446.49,390.66,373.4636568751227,order_risk_scores + order_profitability_features,376,open,assign owner and execute recommended action within SLA
order,O00061996,74.46912005151452,High,payment_signal,review fraud controls,Risk Operations,7,528.97,-460.52,560.09,528.97,507.6205086541213,order_risk_scores + order_profitability_features,377,open,assign owner and execute recommended action within SLA
order,O00052619,74.46739772295138,High,payment_signal,review fraud controls,Risk Operations,7,1039.99,-910.04,1045.52,1039.99,998.0112680262112,order_risk_scores + order_profitability_features,378,open,assign owner and execute recommended action within SLA
order,O00063533,74.46020765423229,High,payment_signal,review fraud controls,Risk Operations,7,30.3,-17.84,85.85,82.42,78.58464891365084,order_risk_scores + order_profitability_features,379,open,assign owner and execute recommended action within SLA
order,O00147324,74.45749385072062,High,payment_signal,review fraud controls,Risk Operations,7,35.4,0.0799999999999983,320.77,278.57,264.3666604808357,order_risk_scores + order_profitability_features,380,open,assign owner and execute recommended action within SLA
order,O00154142,74.45025524570751,High,payment_signal,review fraud controls,Risk Operations,7,0.0,16.78,118.96,113.33,108.20184954284272,order_risk_scores + order_profitability_features,381,open,assign owner and execute recommended action within SLA
order,O00141520,74.44735327612884,High,payment_signal,review fraud controls,Risk Operations,7,702.9,-601.1,723.45,702.9,671.7367686646617,order_risk_scores + order_profitability_features,382,open,assign owner and execute recommended action within SLA
order,O00106674,74.44216271531555,High,payment_signal,review fraud controls,Risk Operations,7,19.27,18.070000000000004,277.83,254.36,239.68413686126317,order_risk_scores + order_profitability_features,383,open,assign owner and execute recommended action within SLA
order,O00114102,74.43145231102955,High,payment_signal,review fraud controls,Risk Operations,7,142.2,-130.76999999999998,149.08,142.2,137.83702978787798,order_risk_scores + order_profitability_features,384,open,assign owner and execute recommended action within SLA
order,O00078269,74.41978693871478,High,payment_signal,review fraud controls,Risk Operations,7,0.0,82.11,851.63,809.34,779.483310972822,order_risk_scores + order_profitability_features,385,open,assign owner and execute recommended action within SLA
order,O00130233,74.41422757028202,High,payment_signal,review fraud controls,Risk Operations,7,0.0,15.61,111.02,107.64,102.29725646121952,order_risk_scores + order_profitability_features,386,open,assign owner and execute recommended action within SLA
order,O00101141,74.41093395826053,High,payment_signal,review fraud controls,Risk Operations,7,467.66,-415.86,488.9,467.66,448.62287761318686,order_risk_scores + order_profitability_features,387,open,assign owner and execute recommended action within SLA
order,O00114086,74.40955113954837,High,payment_signal,review fraud controls,Risk Operations,7,51.37,-15.25,416.62,355.72,342.89380293848393,order_risk_scores + order_profitability_features,388,open,assign owner and execute recommended action within SLA
order,O00064287,74.40523585833056,High,payment_signal,review fraud controls,Risk Operations,7,1419.16,-1258.48,1471.45,1419.16,1364.2973248284452,order_risk_scores + order_profitability_features,389,open,assign owner and execute recommended action within SLA
order,O00145394,74.39056143367837,High,payment_signal,review fraud controls,Risk Operations,7,186.04,-164.63,190.1,186.04,179.24508422365756,order_risk_scores + order_profitability_features,390,open,assign owner and execute recommended action within SLA
order,O00053788,74.390351270207,High,payment_signal,review fraud controls,Risk Operations,7,432.96000000000004,-397.33,454.92,371.61,357.9101508537091,order_risk_scores + order_profitability_features,391,open,assign owner and execute recommended action within SLA
order,O00019043,74.38608398693961,High,payment_signal,review fraud controls,Risk Operations,7,315.16,-286.06,324.2,277.23,266.11069514487605,order_risk_scores + order_profitability_features,392,open,assign owner and execute recommended action within SLA
order,O00120592,74.38294635937146,High,payment_signal,review fraud controls,Risk Operations,7,260.94,-79.03,1578.05,1241.77,1177.8296364906505,order_risk_scores + order_profitability_features,393,open,assign owner and execute recommended action within SLA
order,O00134259,74.37323370798987,High,payment_signal,review fraud controls,Risk Operations,7,0.0,16.58,154.44,150.94,145.16818523415384,order_risk_scores + order_profitability_features,394,open,assign owner and execute recommended action within SLA
order,O00106651,74.36703924752433,High,payment_signal,review fraud controls,Risk Operations,7,0.0,57.400000000000006,725.32,687.48,664.4662557928376,order_risk_scores + order_profitability_features,395,open,assign owner and execute recommended action within SLA
order,O00117822,74.34575413896802,High,payment_signal,review fraud controls,Risk Operations,7,105.82,-5.339999999999989,924.5,742.19,705.6991667140026,order_risk_scores + order_profitability_features,396,open,assign owner and execute recommended action within SLA
order,O00047490,74.33643770866924,High,payment_signal,review fraud controls,Risk Operations,7,240.75,-205.62,348.44,340.27,328.15817296192307,order_risk_scores + order_profitability_features,397,open,assign owner and execute recommended action within SLA
