seller_id,current_period,quality_inputs,fraud_inputs,profitability_inputs,operational_inputs,concentration_inputs
S00533,2026-02,"{""cancellation_rate"": 0.153846, ""on_time_rate"": 0.0, ""refund_rate"": 0.192308, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.038462, ""dispute_rate"": 0.076923, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 20.034108, ""margin_rate"": 0.04585, ""promo_dependency_rate"": 0.042068}","{""avg_delay_days"": 4.038462, ""cancellation_rate"": 0.153846, ""delayed_order_rate"": 0.846154}","{""gmv_rank_percentile"": 0.828333, ""gmv_share"": 0.001001, ""order_share"": 0.0004, ""top_decile_volume"": 0.0}"
S00534,2026-02,"{""cancellation_rate"": 0.277778, ""on_time_rate"": 0.0, ""refund_rate"": 0.055556, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.111111, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.450866, ""margin_rate"": 0.020179, ""promo_dependency_rate"": 0.048893}","{""avg_delay_days"": 1.666667, ""cancellation_rate"": 0.277778, ""delayed_order_rate"": 0.166667}","{""gmv_rank_percentile"": 0.5425, ""gmv_share"": 0.000428, ""order_share"": 0.000277, ""top_decile_volume"": 0.0}"
S00535,2026-02,"{""cancellation_rate"": 0.04, ""on_time_rate"": 0.2, ""refund_rate"": 0.12, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.1, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.466273, ""margin_rate"": 0.020512, ""promo_dependency_rate"": 0.046335}","{""avg_delay_days"": 1.94, ""cancellation_rate"": 0.04, ""delayed_order_rate"": 0.22}","{""gmv_rank_percentile"": 0.429167, ""gmv_share"": 0.000315, ""order_share"": 0.000769, ""top_decile_volume"": 0.0}"
S00536,2026-02,"{""cancellation_rate"": 0.041667, ""on_time_rate"": 0.083333, ""refund_rate"": 0.083333, ""repeat_buyer_rate"": 0.083333}","{""chargeback_rate"": 0.083333, ""dispute_rate"": 0.291667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.831803, ""margin_rate"": 0.048965, ""promo_dependency_rate"": 0.036675}","{""avg_delay_days"": 2.25, ""cancellation_rate"": 0.041667, ""delayed_order_rate"": 0.375}","{""gmv_rank_percentile"": 0.22, ""gmv_share"": 0.000165, ""order_share"": 0.000369, ""top_decile_volume"": 0.0}"
S00537,2026-02,"{""cancellation_rate"": 0.111111, ""on_time_rate"": 0.0, ""refund_rate"": 0.444444, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.333333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.257722, ""margin_rate"": -0.002477, ""promo_dependency_rate"": 0.042429}","{""avg_delay_days"": 4.444444, ""cancellation_rate"": 0.111111, ""delayed_order_rate"": 0.888889}","{""gmv_rank_percentile"": 0.08, ""gmv_share"": 8.2e-05, ""order_share"": 0.000138, ""top_decile_volume"": 0.0}"
S00538,2026-02,"{""cancellation_rate"": 0.150943, ""on_time_rate"": 0.037736, ""refund_rate"": 0.339623, ""repeat_buyer_rate"": 0.018868}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.113208, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.556056, ""margin_rate"": 0.028834, ""promo_dependency_rate"": 0.042737}","{""avg_delay_days"": 2.245283, ""cancellation_rate"": 0.150943, ""delayed_order_rate"": 0.490566}","{""gmv_rank_percentile"": 0.804167, ""gmv_share"": 0.000899, ""order_share"": 0.000815, ""top_decile_volume"": 0.0}"
S00539,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.25, ""refund_rate"": 0.125, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.125, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.054669, ""margin_rate"": 0.001223, ""promo_dependency_rate"": 0.057654}","{""avg_delay_days"": 1.875, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.125}","{""gmv_rank_percentile"": 0.018333, ""gmv_share"": 3.1e-05, ""order_share"": 0.000123, ""top_decile_volume"": 0.0}"
S00540,2026-02,"{""cancellation_rate"": 0.076923, ""on_time_rate"": 0.282051, ""refund_rate"": 0.076923, ""repeat_buyer_rate"": 0.025641}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.102564, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 8.207062, ""margin_rate"": 0.057168, ""promo_dependency_rate"": 0.018922}","{""avg_delay_days"": 1.692308, ""cancellation_rate"": 0.076923, ""delayed_order_rate"": 0.128205}","{""gmv_rank_percentile"": 0.605, ""gmv_share"": 0.000493, ""order_share"": 0.0006, ""top_decile_volume"": 0.0}"
S00541,2026-02,"{""cancellation_rate"": 0.258065, ""on_time_rate"": 0.0, ""refund_rate"": 0.225806, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.032258, ""dispute_rate"": 0.096774, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.509213, ""margin_rate"": -0.011969, ""promo_dependency_rate"": 0.046283}","{""avg_delay_days"": 3.193548, ""cancellation_rate"": 0.258065, ""delayed_order_rate"": 0.741935}","{""gmv_rank_percentile"": 0.130833, ""gmv_share"": 0.000116, ""order_share"": 0.000477, ""top_decile_volume"": 0.0}"
S00542,2026-02,"{""cancellation_rate"": 0.055556, ""on_time_rate"": 0.222222, ""refund_rate"": 0.277778, ""repeat_buyer_rate"": 0.111111}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.055556, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.401672, ""margin_rate"": -0.003346, ""promo_dependency_rate"": 0.060763}","{""avg_delay_days"": 1.888889, ""cancellation_rate"": 0.055556, ""delayed_order_rate"": 0.222222}","{""gmv_rank_percentile"": 0.264167, ""gmv_share"": 0.00019, ""order_share"": 0.000277, ""top_decile_volume"": 0.0}"
S00543,2026-02,"{""cancellation_rate"": 0.333333, ""on_time_rate"": 0.5, ""refund_rate"": 0.333333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.166667, ""dispute_rate"": 0.333333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 17.685745, ""margin_rate"": 0.088656, ""promo_dependency_rate"": 0.0}","{""avg_delay_days"": 0.833333, ""cancellation_rate"": 0.333333, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.115833, ""gmv_share"": 0.000105, ""order_share"": 9.2e-05, ""top_decile_volume"": 0.0}"
S00544,2026-02,"{""cancellation_rate"": 0.066667, ""on_time_rate"": 0.0, ""refund_rate"": 0.333333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.066667, ""dispute_rate"": 0.333333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.995989, ""margin_rate"": -0.046325, ""promo_dependency_rate"": 0.062556}","{""avg_delay_days"": 4.2, ""cancellation_rate"": 0.066667, ""delayed_order_rate"": 0.933333}","{""gmv_rank_percentile"": 0.128333, ""gmv_share"": 0.000114, ""order_share"": 0.000461, ""top_decile_volume"": 0.0}"
S00545,2026-02,"{""cancellation_rate"": 0.153846, ""on_time_rate"": 0.0, ""refund_rate"": 0.307692, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.153846, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -6.770793, ""margin_rate"": -0.039311, ""promo_dependency_rate"": 0.081937}","{""avg_delay_days"": 3.692308, ""cancellation_rate"": 0.153846, ""delayed_order_rate"": 0.846154}","{""gmv_rank_percentile"": 0.280833, ""gmv_share"": 0.000197, ""order_share"": 0.0002, ""top_decile_volume"": 0.0}"
S00546,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.375, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.125, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.515447, ""margin_rate"": -0.021758, ""promo_dependency_rate"": 0.066167}","{""avg_delay_days"": 1.75, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.25}","{""gmv_rank_percentile"": 0.005833, ""gmv_share"": 1.7e-05, ""order_share"": 0.000123, ""top_decile_volume"": 0.0}"
S00547,2026-02,"{""cancellation_rate"": 0.08, ""on_time_rate"": 0.28, ""refund_rate"": 0.12, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.2, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 9.925159, ""margin_rate"": 0.042876, ""promo_dependency_rate"": 0.03689}","{""avg_delay_days"": 1.72, ""cancellation_rate"": 0.08, ""delayed_order_rate"": 0.16}","{""gmv_rank_percentile"": 0.614167, ""gmv_share"": 0.00051, ""order_share"": 0.000384, ""top_decile_volume"": 0.0}"
S00548,2026-02,"{""cancellation_rate"": 0.028571, ""on_time_rate"": 0.542857, ""refund_rate"": 0.114286, ""repeat_buyer_rate"": 0.057143}","{""chargeback_rate"": 0.085714, ""dispute_rate"": 0.085714, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 20.758975, ""margin_rate"": 0.060941, ""promo_dependency_rate"": 0.025058}","{""avg_delay_days"": 1.514286, ""cancellation_rate"": 0.028571, ""delayed_order_rate"": 0.142857}","{""gmv_rank_percentile"": 0.8375, ""gmv_share"": 0.00105, ""order_share"": 0.000538, ""top_decile_volume"": 0.0}"
S00549,2026-02,"{""cancellation_rate"": 0.083333, ""on_time_rate"": 0.291667, ""refund_rate"": 0.291667, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.041667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.307644, ""margin_rate"": 0.008542, ""promo_dependency_rate"": 0.064178}","{""avg_delay_days"": 1.541667, ""cancellation_rate"": 0.083333, ""delayed_order_rate"": 0.041667}","{""gmv_rank_percentile"": 0.446667, ""gmv_share"": 0.000324, ""order_share"": 0.000369, ""top_decile_volume"": 0.0}"
S00550,2026-02,"{""cancellation_rate"": 0.043478, ""on_time_rate"": 0.23913, ""refund_rate"": 0.065217, ""repeat_buyer_rate"": 0.043478}","{""chargeback_rate"": 0.086957, ""dispute_rate"": 0.108696, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.138427, ""margin_rate"": 0.025469, ""promo_dependency_rate"": 0.042147}","{""avg_delay_days"": 1.934783, ""cancellation_rate"": 0.043478, ""delayed_order_rate"": 0.26087}","{""gmv_rank_percentile"": 0.61, ""gmv_share"": 0.000499, ""order_share"": 0.000707, ""top_decile_volume"": 0.0}"
S00551,2026-02,"{""cancellation_rate"": 0.123288, ""on_time_rate"": 0.082192, ""refund_rate"": 0.191781, ""repeat_buyer_rate"": 0.013699}","{""chargeback_rate"": 0.013699, ""dispute_rate"": 0.109589, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.025534, ""margin_rate"": 0.015119, ""promo_dependency_rate"": 0.042257}","{""avg_delay_days"": 2.082192, ""cancellation_rate"": 0.123288, ""delayed_order_rate"": 0.356164}","{""gmv_rank_percentile"": 0.790833, ""gmv_share"": 0.000861, ""order_share"": 0.001123, ""top_decile_volume"": 0.0}"
S00552,2026-02,"{""cancellation_rate"": 0.085714, ""on_time_rate"": 0.342857, ""refund_rate"": 0.1, ""repeat_buyer_rate"": 0.014286}","{""chargeback_rate"": 0.1, ""dispute_rate"": 0.142857, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 25.95494, ""margin_rate"": 0.05281, ""promo_dependency_rate"": 0.031029}","{""avg_delay_days"": 1.542857, ""cancellation_rate"": 0.085714, ""delayed_order_rate"": 0.085714}","{""gmv_rank_percentile"": 0.9525, ""gmv_share"": 0.00303, ""order_share"": 0.001077, ""top_decile_volume"": 1.0}"
S00553,2026-02,"{""cancellation_rate"": 0.096774, ""on_time_rate"": 0.129032, ""refund_rate"": 0.193548, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.021505, ""dispute_rate"": 0.096774, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.189867, ""margin_rate"": -0.002578, ""promo_dependency_rate"": 0.047456}","{""avg_delay_days"": 2.032258, ""cancellation_rate"": 0.096774, ""delayed_order_rate"": 0.333333}","{""gmv_rank_percentile"": 0.688333, ""gmv_share"": 0.000603, ""order_share"": 0.00143, ""top_decile_volume"": 0.0}"
S00554,2026-02,"{""cancellation_rate"": 0.083333, ""on_time_rate"": 0.333333, ""refund_rate"": 0.194444, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.083333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.597787, ""margin_rate"": 0.031886, ""promo_dependency_rate"": 0.030028}","{""avg_delay_days"": 1.5, ""cancellation_rate"": 0.083333, ""delayed_order_rate"": 0.027778}","{""gmv_rank_percentile"": 0.366667, ""gmv_share"": 0.000258, ""order_share"": 0.000554, ""top_decile_volume"": 0.0}"
S00555,2026-02,"{""cancellation_rate"": 0.092308, ""on_time_rate"": 0.2, ""refund_rate"": 0.184615, ""repeat_buyer_rate"": 0.061538}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.138462, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.479865, ""margin_rate"": -0.035003, ""promo_dependency_rate"": 0.059096}","{""avg_delay_days"": 1.815385, ""cancellation_rate"": 0.092308, ""delayed_order_rate"": 0.215385}","{""gmv_rank_percentile"": 0.345833, ""gmv_share"": 0.000242, ""order_share"": 0.001, ""top_decile_volume"": 0.0}"
S00556,2026-02,"{""cancellation_rate"": 0.076923, ""on_time_rate"": 0.102564, ""refund_rate"": 0.205128, ""repeat_buyer_rate"": 0.025641}","{""chargeback_rate"": 0.102564, ""dispute_rate"": 0.205128, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 10.560547, ""margin_rate"": 0.027423, ""promo_dependency_rate"": 0.044783}","{""avg_delay_days"": 2.179487, ""cancellation_rate"": 0.076923, ""delayed_order_rate"": 0.384615}","{""gmv_rank_percentile"": 0.869167, ""gmv_share"": 0.001323, ""order_share"": 0.0006, ""top_decile_volume"": 0.0}"
S00557,2026-02,"{""cancellation_rate"": 0.2, ""on_time_rate"": 0.0, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.2, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -4.163472, ""margin_rate"": -0.043369, ""promo_dependency_rate"": 0.087373}","{""avg_delay_days"": 1.8, ""cancellation_rate"": 0.2, ""delayed_order_rate"": 0.2}","{""gmv_rank_percentile"": 0.03, ""gmv_share"": 4.2e-05, ""order_share"": 7.7e-05, ""top_decile_volume"": 0.0}"
S00558,2026-02,"{""cancellation_rate"": 0.125, ""on_time_rate"": 0.0, ""refund_rate"": 0.166667, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.166667, ""dispute_rate"": 0.083333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 10.159587, ""margin_rate"": 0.058851, ""promo_dependency_rate"": 0.017376}","{""avg_delay_days"": 3.708333, ""cancellation_rate"": 0.125, ""delayed_order_rate"": 0.875}","{""gmv_rank_percentile"": 0.491667, ""gmv_share"": 0.000365, ""order_share"": 0.000369, ""top_decile_volume"": 0.0}"
S00559,2026-02,"{""cancellation_rate"": 0.166667, ""on_time_rate"": 0.166667, ""refund_rate"": 0.166667, ""repeat_buyer_rate"": 0.166667}","{""chargeback_rate"": 0.333333, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 8.581453, ""margin_rate"": 0.028325, ""promo_dependency_rate"": 0.054027}","{""avg_delay_days"": 1.666667, ""cancellation_rate"": 0.166667, ""delayed_order_rate"": 0.166667}","{""gmv_rank_percentile"": 0.211667, ""gmv_share"": 0.00016, ""order_share"": 9.2e-05, ""top_decile_volume"": 0.0}"
S00560,2026-02,"{""cancellation_rate"": 0.066667, ""on_time_rate"": 0.266667, ""refund_rate"": 0.066667, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.133333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.527378, ""margin_rate"": 0.033785, ""promo_dependency_rate"": 0.050028}","{""avg_delay_days"": 1.8, ""cancellation_rate"": 0.066667, ""delayed_order_rate"": 0.133333}","{""gmv_rank_percentile"": 0.176667, ""gmv_share"": 0.000138, ""order_share"": 0.000231, ""top_decile_volume"": 0.0}"
S00561,2026-02,"{""cancellation_rate"": 0.142857, ""on_time_rate"": 0.0, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 9.87763, ""margin_rate"": 0.055647, ""promo_dependency_rate"": 0.022571}","{""avg_delay_days"": 4.142857, ""cancellation_rate"": 0.142857, ""delayed_order_rate"": 0.857143}","{""gmv_rank_percentile"": 0.313333, ""gmv_share"": 0.000219, ""order_share"": 0.000215, ""top_decile_volume"": 0.0}"
S00562,2026-02,"{""cancellation_rate"": 0.111111, ""on_time_rate"": 0.042735, ""refund_rate"": 0.230769, ""repeat_buyer_rate"": 0.034188}","{""chargeback_rate"": 0.042735, ""dispute_rate"": 0.128205, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.120602, ""margin_rate"": -0.001502, ""promo_dependency_rate"": 0.044211}","{""avg_delay_days"": 2.213675, ""cancellation_rate"": 0.111111, ""delayed_order_rate"": 0.401709}","{""gmv_rank_percentile"": 0.783333, ""gmv_share"": 0.000828, ""order_share"": 0.001799, ""top_decile_volume"": 0.0}"
S00563,2026-02,"{""cancellation_rate"": 0.058824, ""on_time_rate"": 0.058824, ""refund_rate"": 0.147059, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.088235, ""dispute_rate"": 0.117647, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 6.038552, ""margin_rate"": 0.039823, ""promo_dependency_rate"": 0.043907}","{""avg_delay_days"": 2.235294, ""cancellation_rate"": 0.058824, ""delayed_order_rate"": 0.382353}","{""gmv_rank_percentile"": 0.568333, ""gmv_share"": 0.000454, ""order_share"": 0.000523, ""top_decile_volume"": 0.0}"
S00564,2026-02,"{""cancellation_rate"": 0.15, ""on_time_rate"": 0.366667, ""refund_rate"": 0.1, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.116667, ""dispute_rate"": 0.1, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 8.226515, ""margin_rate"": 0.066941, ""promo_dependency_rate"": 0.020381}","{""avg_delay_days"": 1.366667, ""cancellation_rate"": 0.15, ""delayed_order_rate"": 0.1}","{""gmv_rank_percentile"": 0.710833, ""gmv_share"": 0.000649, ""order_share"": 0.000923, ""top_decile_volume"": 0.0}"
S00565,2026-02,"{""cancellation_rate"": 0.103896, ""on_time_rate"": 0.155844, ""refund_rate"": 0.116883, ""repeat_buyer_rate"": 0.012987}","{""chargeback_rate"": 0.012987, ""dispute_rate"": 0.103896, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 7.668346, ""margin_rate"": 0.04838, ""promo_dependency_rate"": 0.028057}","{""avg_delay_days"": 1.831169, ""cancellation_rate"": 0.103896, ""delayed_order_rate"": 0.194805}","{""gmv_rank_percentile"": 0.840833, ""gmv_share"": 0.001075, ""order_share"": 0.001184, ""top_decile_volume"": 0.0}"
S00566,2026-02,"{""cancellation_rate"": 0.035714, ""on_time_rate"": 0.571429, ""refund_rate"": 0.178571, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.142857, ""dispute_rate"": 0.178571, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 27.310374, ""margin_rate"": 0.054474, ""promo_dependency_rate"": 0.033558}","{""avg_delay_days"": 1.321429, ""cancellation_rate"": 0.035714, ""delayed_order_rate"": 0.071429}","{""gmv_rank_percentile"": 0.855833, ""gmv_share"": 0.001236, ""order_share"": 0.000431, ""top_decile_volume"": 0.0}"
S00567,2026-02,"{""cancellation_rate"": 0.173077, ""on_time_rate"": 0.0, ""refund_rate"": 0.326923, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.019231, ""dispute_rate"": 0.153846, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 20.740036, ""margin_rate"": 0.071563, ""promo_dependency_rate"": 0.023139}","{""avg_delay_days"": 3.519231, ""cancellation_rate"": 0.173077, ""delayed_order_rate"": 0.826923}","{""gmv_rank_percentile"": 0.870833, ""gmv_share"": 0.001327, ""order_share"": 0.0008, ""top_decile_volume"": 0.0}"
S00568,2026-02,"{""cancellation_rate"": 0.25, ""on_time_rate"": 0.0, ""refund_rate"": 0.0625, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.125, ""dispute_rate"": 0.125, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.700486, ""margin_rate"": 0.032571, ""promo_dependency_rate"": 0.031766}","{""avg_delay_days"": 3.625, ""cancellation_rate"": 0.25, ""delayed_order_rate"": 0.75}","{""gmv_rank_percentile"": 0.1325, ""gmv_share"": 0.000117, ""order_share"": 0.000246, ""top_decile_volume"": 0.0}"
S00569,2026-02,"{""cancellation_rate"": 0.058824, ""on_time_rate"": 0.0, ""refund_rate"": 0.235294, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.117647, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.389074, ""margin_rate"": 0.042388, ""promo_dependency_rate"": 0.028117}","{""avg_delay_days"": 3.941176, ""cancellation_rate"": 0.058824, ""delayed_order_rate"": 0.941176}","{""gmv_rank_percentile"": 0.084167, ""gmv_share"": 8.4e-05, ""order_share"": 0.000261, ""top_decile_volume"": 0.0}"
S00570,2026-02,"{""cancellation_rate"": 0.078125, ""on_time_rate"": 0.234375, ""refund_rate"": 0.171875, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.046875, ""dispute_rate"": 0.171875, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.775166, ""margin_rate"": 0.031603, ""promo_dependency_rate"": 0.036743}","{""avg_delay_days"": 1.828125, ""cancellation_rate"": 0.078125, ""delayed_order_rate"": 0.203125}","{""gmv_rank_percentile"": 0.608333, ""gmv_share"": 0.000495, ""order_share"": 0.000984, ""top_decile_volume"": 0.0}"
S00571,2026-02,"{""cancellation_rate"": 0.025, ""on_time_rate"": 0.1125, ""refund_rate"": 0.1125, ""repeat_buyer_rate"": 0.0125}","{""chargeback_rate"": 0.0125, ""dispute_rate"": 0.1375, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.695716, ""margin_rate"": -0.017907, ""promo_dependency_rate"": 0.054804}","{""avg_delay_days"": 2.325, ""cancellation_rate"": 0.025, ""delayed_order_rate"": 0.4125}","{""gmv_rank_percentile"": 0.3875, ""gmv_share"": 0.000274, ""order_share"": 0.00123, ""top_decile_volume"": 0.0}"
S00572,2026-02,"{""cancellation_rate"": 0.063291, ""on_time_rate"": 0.417722, ""refund_rate"": 0.189873, ""repeat_buyer_rate"": 0.050633}","{""chargeback_rate"": 0.025316, ""dispute_rate"": 0.088608, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.514089, ""margin_rate"": 0.02416, ""promo_dependency_rate"": 0.037803}","{""avg_delay_days"": 1.607595, ""cancellation_rate"": 0.063291, ""delayed_order_rate"": 0.177215}","{""gmv_rank_percentile"": 0.7425, ""gmv_share"": 0.000724, ""order_share"": 0.001215, ""top_decile_volume"": 0.0}"
S00573,2026-02,"{""cancellation_rate"": 0.105263, ""on_time_rate"": 0.210526, ""refund_rate"": 0.078947, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.131579, ""dispute_rate"": 0.105263, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.309416, ""margin_rate"": -0.04259, ""promo_dependency_rate"": 0.054601}","{""avg_delay_days"": 1.684211, ""cancellation_rate"": 0.105263, ""delayed_order_rate"": 0.131579}","{""gmv_rank_percentile"": 0.111667, ""gmv_share"": 0.000103, ""order_share"": 0.000584, ""top_decile_volume"": 0.0}"
S00574,2026-02,"{""cancellation_rate"": 0.136364, ""on_time_rate"": 0.306818, ""refund_rate"": 0.193182, ""repeat_buyer_rate"": 0.022727}","{""chargeback_rate"": 0.022727, ""dispute_rate"": 0.113636, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.784133, ""margin_rate"": 0.004012, ""promo_dependency_rate"": 0.041095}","{""avg_delay_days"": 1.590909, ""cancellation_rate"": 0.136364, ""delayed_order_rate"": 0.170455}","{""gmv_rank_percentile"": 0.888333, ""gmv_share"": 0.001515, ""order_share"": 0.001353, ""top_decile_volume"": 0.0}"
S00575,2026-02,"{""cancellation_rate"": 0.168675, ""on_time_rate"": 0.120482, ""refund_rate"": 0.156627, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.156627, ""dispute_rate"": 0.228916, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 7.245, ""margin_rate"": 0.050485, ""promo_dependency_rate"": 0.018855}","{""avg_delay_days"": 1.831325, ""cancellation_rate"": 0.168675, ""delayed_order_rate"": 0.301205}","{""gmv_rank_percentile"": 0.835833, ""gmv_share"": 0.001049, ""order_share"": 0.001277, ""top_decile_volume"": 0.0}"
S00576,2026-02,"{""cancellation_rate"": 0.12963, ""on_time_rate"": 0.388889, ""refund_rate"": 0.185185, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.092593, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 17.872021, ""margin_rate"": 0.046927, ""promo_dependency_rate"": 0.027227}","{""avg_delay_days"": 1.444444, ""cancellation_rate"": 0.12963, ""delayed_order_rate"": 0.12963}","{""gmv_rank_percentile"": 0.9125, ""gmv_share"": 0.001811, ""order_share"": 0.000831, ""top_decile_volume"": 1.0}"
S00577,2026-02,"{""cancellation_rate"": 0.083333, ""on_time_rate"": 0.125, ""refund_rate"": 0.25, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.125, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 12.699305, ""margin_rate"": 0.074948, ""promo_dependency_rate"": 0.014543}","{""avg_delay_days"": 2.166667, ""cancellation_rate"": 0.083333, ""delayed_order_rate"": 0.416667}","{""gmv_rank_percentile"": 0.485833, ""gmv_share"": 0.000358, ""order_share"": 0.000369, ""top_decile_volume"": 0.0}"
