iteration,scenario,scenario_type,gmv,net_value,risk_adjusted_gmv,commission_revenue,subsidy,refunds,disputes,chargeback_loss,total_leakage,contribution_margin_proxy,top_risk_seller_downside_exposure
1222,seller_quality_improvement,quality_upside,11435559.244870374,10633258.339251038,10357666.235134529,1260184.3216186108,374320.3095276951,1093346.4137036502,912609.143636494,535798.7734622906,2916074.6403301302,-1655890.3187115195,938499.2208978913
1222,subsidy_tightening,policy_upside,11236918.193733668,10605981.393870182,10289174.106874546,1238294.3263055608,289901.608925298,1195233.086243219,897753.1840952099,510986.18382514344,2893874.0630888706,-1655579.7367833098,1320233.8074826698
1222,fraud_control_improvement,risk_upside,11600346.670344995,10760525.363761982,10523477.227168169,1278343.6897383784,425756.5556267095,1082227.2301228717,742631.5023941081,392980.78136560414,2643596.0695092934,-1365252.379770915,879729.1786999851
1222,downside_high_risk_deterioration,downside,12499630.528238095,11394653.635630062,10921292.378436513,1377443.6457733165,433198.07304642093,1652872.457281168,1297713.213048876,865173.5625633246,4248957.30593979,-2871513.660166473,1970778.8547721123
1223,baseline,reference,11675566.716844946,10527132.700435175,10196699.278290113,1286632.8447539655,417673.22320587724,1240316.796860904,981095.5793619611,663462.614225193,3302548.213653935,-2015915.3688999696,1273390.5816383976
1223,seller_quality_improvement,quality_upside,11154571.264384458,10373423.587639228,10082088.920639643,1229219.7977165144,379152.5055734795,985414.4114739876,852012.1494658813,500622.3597113653,2717201.4262247137,-1487981.6285081992,1031875.4017123226
1223,subsidy_tightening,policy_upside,10978001.45127001,10059422.860516872,9741313.28859195,1209762.0252199252,254016.85541438515,1111190.5037786495,991925.2921652128,548310.9523960737,2905443.6037543216,-1695681.5785343964,973387.250257698
1223,fraud_control_improvement,risk_upside,11698005.445973419,10606415.550327178,10367903.34578404,1289105.5646305585,402681.2178016472,1128666.1898032303,636933.7519759824,465745.83095491456,2634026.9905357747,-1344921.4259052163,879510.0232174667
1223,downside_high_risk_deterioration,downside,12635881.218858737,11639477.897245506,11078974.522482494,1392458.3014148287,449771.4179484729,1681378.3604851724,1210720.5537224922,848075.4255083984,4189945.757664536,-2797487.4562497074,1835951.1847474177
1224,baseline,reference,11962409.054529643,11030434.287416203,10702121.649183083,1318242.5114949106,401273.76312063605,1328378.7676208445,979644.8306808185,504831.0483207017,3214128.409743001,-1895885.8982480906,1525307.5267988108
1224,seller_quality_improvement,quality_upside,11272145.905037913,10681935.150205297,10380448.26328053,1242176.376017474,360420.1815613101,1027380.7931442455,823892.6199327015,537519.7889553249,2749213.3835935816,-1507037.0075761075,956978.3216253031
1224,subsidy_tightening,policy_upside,11214974.615751587,10566291.50479519,10260300.602048242,1235876.1714658106,281066.55647453124,1165651.535858132,911738.5109835125,521988.26256677904,2880444.8658829546,-1644568.694417144,1183628.587485406
1224,fraud_control_improvement,risk_upside,11100177.960499803,10330798.202466281,10086990.63966157,1223225.723680544,400687.9670552029,1057405.6332690537,654966.7592344062,384321.6596972697,2497382.0192559324,-1274156.2955753885,795725.1421320082
1224,downside_high_risk_deterioration,downside,11327051.599421524,10282859.7180277,9774718.988211509,1248226.9148453714,437970.62408275,1625726.0059243203,1209299.0262852665,718321.6944951485,3991317.3507874855,-2743090.4359421143,1732464.784820289
1225,baseline,reference,11198883.09962847,10282462.24381845,9960341.078029,1234102.9065213331,418214.41899655765,1088526.7640913632,983493.7508927805,600706.0104934205,3090940.944474122,-1856838.0379527889,1240158.8219166312
1225,seller_quality_improvement,quality_upside,11083373.25485089,10290981.488846872,9986777.434523614,1221373.8661426038,365179.20183624857,989155.1128019645,759527.6969491877,636089.139169402,2749951.150756803,-1528577.284614199,1017002.4385927186
1225,subsidy_tightening,policy_upside,10683074.38162994,10118262.043632628,9775258.727316165,1177261.4311324037,274129.0595775097,1115280.639659162,858676.9408713453,592535.4786169078,2840622.118724925,-1663360.6875925213,1151366.727516031
1225,fraud_control_improvement,risk_upside,11135256.01819429,10279022.992581902,10021814.643540692,1227091.2817518953,391855.148027429,1052936.6872962627,662234.2159920641,383504.41955784836,2490530.4708736045,-1263439.1891217092,934215.8822353927
1225,downside_high_risk_deterioration,downside,11895547.623527152,10928642.939451674,10421095.051008297,1310874.465449579,471451.58775702823,1483544.5482299086,1363278.6872128623,885913.0104899709,4204187.83368977,-2893313.3682401907,2071687.8197666972
1226,baseline,reference,11203145.202944035,10323966.418343062,9986369.931191722,1234572.5849743395,371440.8639067812,1254175.637535471,992814.7242439506,630778.9489884268,3249210.1746746297,-2014637.5897002902,1347466.8927250304
1226,seller_quality_improvement,quality_upside,11393802.074484494,10469772.093546208,10181092.212209644,1255582.7336849864,327424.5563849294,990256.476305945,819423.9265493208,553054.1139814758,2690159.0732216714,-1434576.339536685,972828.3049197467
1226,subsidy_tightening,policy_upside,10583527.340363314,9748540.525069797,9434185.698731195,1166291.4717293256,273389.7402832478,1136573.322719745,784096.4691092075,555874.4539117957,2749933.986023996,-1583642.5142946704,1091440.9470959017
1226,fraud_control_improvement,risk_upside,11499199.545642072,10770648.75535778,10523348.092774414,1267197.403142504,411740.98599820636,1106818.2870728518,799253.6917315857,369781.723087,2687594.687889644,-1420397.28474714,888365.6790609447
1226,downside_high_risk_deterioration,downside,11662644.957307952,10660038.318521822,10196367.776281247,1285208.883019558,434014.22697555413,1513872.7432610344,1290078.029734055,671926.3182167272,3909891.318187371,-2624682.4351678127,1642467.995785784
1227,baseline,reference,11519788.62849334,10597818.626088373,10249199.940490693,1269466.2943134638,418718.675461628,1273167.8270387135,826283.9969832901,679059.1553415552,3197229.654825187,-1927763.360511723,1259932.8789024928
1227,seller_quality_improvement,quality_upside,11074732.768470397,9948268.664564926,9668648.475549359,1220421.69535369,377384.3154972048,997496.1046562901,739524.2136335296,485621.6855223932,2600026.319309418,-1379604.623955728,1023599.4198810323
1227,subsidy_tightening,policy_upside,11247328.47517604,10653861.743896589,10332660.175568864,1239441.5262960815,313074.25131323386,1230654.609962691,1015213.6759901837,614743.458831773,3173685.996097882,-1934244.4698018003,1288610.732109214
1227,fraud_control_improvement,risk_upside,10957790.709082419,10164374.317163814,9927440.36163988,1207534.826716756,373072.1923803476,1098445.7923576904,703636.2622378862,361246.3637435076,2536400.6107194317,-1328865.7840026757,839221.0166063453
1227,downside_high_risk_deterioration,downside,12048576.278985092,10818023.158043338,10308488.058112761,1327738.0318250472,455878.15683304274,1514183.7930533784,1308940.956521906,782708.1509729289,4061711.057381256,-2733973.0255562086,1856591.3707659116
1228,baseline,reference,11311280.414904058,10413329.093057437,10088503.59708651,1246488.950043066,384972.57213843754,1254390.7221428656,876900.248808172,525646.5133761007,3041910.0564655755,-1795421.1064225095,1324929.5244963837
1228,seller_quality_improvement,quality_upside,11190615.67236849,10418184.768776739,10128498.755021127,1233191.8463807611,365016.0007065022,899602.0850148401,861657.5642570469,576733.3328164127,2703008.9827948017,-1469817.1364140406,1002826.3487985939
1228,subsidy_tightening,policy_upside,11050682.570051985,10178899.979616025,9857171.025251515,1217771.3935774744,297624.852691543,1107282.1200126128,920017.8299588813,559998.0515936902,2884922.8542567273,-1667151.4606792529,1231888.0410804213
1228,fraud_control_improvement,risk_upside,11585072.50992331,10736109.99510645,10480767.401152818,1276660.496369595,424652.0852628705,1185345.5233591283,782855.7128822166,386323.715751117,2779177.0372553323,-1502516.5408857374,871316.9754452208
1228,downside_high_risk_deterioration,downside,12364070.212333078,11265796.1515389,10781462.797953025,1362505.0685617297,481317.18266666395,1840388.026539208,1378636.29482925,762421.7527870093,4462763.256822132,-3100258.1882604016,2013701.783248115
1229,baseline,reference,11025447.626963265,9982225.24310196,9664120.200858168,1214990.5344208393,383111.4936674688,1288309.8731960547,882546.9981416548,624573.980340356,3178542.3453455344,-1963551.810924695,1200161.5150609252
1229,seller_quality_improvement,quality_upside,11361810.582734475,10293216.07989058,9997774.613640022,1252057.3113190755,414964.14059192874,1025296.1608212887,862539.5886883669,530500.766005361,2833300.6561069456,-1581243.34478787,1043564.803381847
1229,subsidy_tightening,policy_upside,10818016.615231527,9988784.909878992,9690268.386679932,1192131.8964474425,260601.77864165098,1065466.8200872336,894534.2601486878,564924.094034102,2785526.952911674,-1593395.0564642316,1177175.3334788256
1229,fraud_control_improvement,risk_upside,11089548.282720117,10129987.96877897,9909315.298284562,1222054.3464881408,407683.5708392288,1108332.3009205395,629320.1030250265,317553.106424136,2462889.081208931,-1240834.73472079,808995.9832985624
1229,downside_high_risk_deterioration,downside,12171852.17371861,11405301.553641452,10923385.591740957,1341322.8811927221,478910.49284294585,1825396.2928912926,1380713.8822317477,929350.5430956646,4614371.211061651,-3273048.3298689285,1781925.4539480112
1230,baseline,reference,11378092.941235755,10926992.181702726,10569800.750909282,1253851.6068548614,399517.322749643,1207365.1245851184,1071138.7473518667,600094.6213162591,3278115.816002887,-2024264.2091480258,1415800.8552371012
1230,seller_quality_improvement,quality_upside,10935237.554075327,10370846.207591843,10068011.974052094,1205049.4972514987,389384.606897504,1021978.1212148545,908723.7948722562,529071.6064561435,2849158.1294407584,-1644108.6321892596,1012364.47579646
1230,subsidy_tightening,policy_upside,10698316.988471711,9918111.201042244,9599768.406333782,1178941.1473361575,297940.20672909665,1154456.476084341,928752.9050942338,539901.5343285017,2921051.122236173,-1742109.9749000156,1098353.3750495354
1230,fraud_control_improvement,risk_upside,11882740.320603516,11151996.406217443,10867697.792224675,1309463.1166907654,436425.23500782455,1239087.9974996448,753137.4557211801,406494.19480625505,2835144.8830349045,-1525681.7663441391,917237.3484247733
1230,downside_high_risk_deterioration,downside,11522566.09988856,10766403.000427028,10290384.443989798,1269772.368186289,422122.4916303126,1542991.7250175218,1242615.505593315,637613.1182971643,3845342.8405383136,-2575570.4723520246,2097204.4477957264
1231,baseline,reference,12554098.028282408,11579684.86301336,11170381.342906434,1383445.8961332534,445700.7024996752,1354179.7670865965,1067809.8584000543,697125.5328534856,3564815.8608398116,-2181369.9647065583,1353604.7513654698
1231,seller_quality_improvement,quality_upside,11359197.728114326,10630455.726104783,10314260.683839776,1251769.3780089088,407415.6775740287,893007.5841584264,748512.5848028314,561240.4732735236,2610176.31980881,-1358406.9417999012,991197.9844439358
1231,subsidy_tightening,policy_upside,11231319.071127363,10819794.37644371,10481558.642787877,1237677.3099994757,284094.90390464576,1167937.7635188268,985303.5995240163,628928.0329186184,3066264.2998661073,-1828586.9898666316,1211967.7676475882
1231,fraud_control_improvement,risk_upside,11325826.681482328,10282116.02899835,10046877.704610901,1248091.9304209817,409885.7030522172,1021065.4790602775,658720.1114964039,326159.6553659212,2415830.94897482,-1167739.0185538381,823936.6725538129
1231,downside_high_risk_deterioration,downside,11539014.447701352,10540288.031216534,10098724.623543836,1271584.9555365324,441129.1986901325,1370781.648723988,1191348.2648959893,902766.3999969915,3906025.512307101,-2634440.5567705687,1893571.7062705904
1232,baseline,reference,11455103.234293919,10463674.651079727,10121638.929904263,1262338.0448013647,363982.95083473244,1198788.1224919425,990557.0915856351,645027.9794804383,3198356.1443927484,-1936018.0995913837,1227898.1422715506
1232,seller_quality_improvement,quality_upside,11525589.099009534,10571721.031097542,10271875.951612897,1270105.4989073097,375681.87946021697,960150.1437703178,800712.430540476,543176.5554584342,2679721.009229445,-1409615.5103221352,932602.1517638678
1232,subsidy_tightening,policy_upside,10724158.415323917,9913050.376726508,9608793.365940394,1181788.8402447498,276922.29956771375,1104605.2738366362,810891.9359156488,590409.3234870486,2782828.8328070473,-1601039.9925622975,1176006.1625561193
1232,fraud_control_improvement,risk_upside,11054364.688185055,10279427.176483493,10014185.585107455,1218177.1583889963,404946.2787607573,1093220.5143013366,801075.9905699973,374812.79958823055,2674055.5832203217,-1455878.4248313254,946886.1304434896
1232,downside_high_risk_deterioration,downside,11193817.019130424,10443321.831888672,10015265.572513,1233544.6307886827,435459.1271241028,1521245.4273708172,1188991.7116369093,725884.8023939325,3871581.068525762,-2638036.4377370793,2039726.5188489098
1233,baseline,reference,11086696.634092974,10087900.241225928,9760905.898432095,1221740.0983771614,349875.67878417554,1271985.9739878315,929270.6631048047,613884.0839741173,3165016.399850929,-1943276.3014737677,1312334.1857687274
1233,seller_quality_improvement,quality_upside,11249068.480699252,10477275.987358874,10179624.612635994,1239633.2727277977,384391.56633356964,940649.2632496424,776385.9370710502,538001.051756769,2639427.8184110313,-1399794.5456832335,1089724.5587138687
1233,subsidy_tightening,policy_upside,11076192.837087069,10349270.316934844,10034888.344943065,1220582.593088538,284366.1832091199,1121978.7147338202,910871.5015718724,664955.7992112117,2982172.1987260245,-1761589.6056374866,1190399.9508406785
1233,fraud_control_improvement,risk_upside,11221001.851566326,10538389.304930175,10279670.094395872,1236540.3653118473,376054.97502586525,1111331.537050621,765348.259479097,344104.8698786418,2596839.641434225,-1360299.2761223775,739498.5402418575
1233,downside_high_risk_deterioration,downside,11570638.341442937,10596574.0560873,10163160.182266066,1275069.8690618202,491656.1908424246,1534629.5257381778,1279723.7882283125,865907.3277783075,4171916.8325872226,-2896846.9635254024,1493722.7797248592
1234,baseline,reference,11986058.871161679,11007190.206674399,10606884.355301196,1320848.69169919,422080.8854793348,1377102.296558529,1001603.2435185859,651069.1399706769,3451855.5655271267,-2131006.8738279366,1253783.7496797787
1234,seller_quality_improvement,quality_upside,11775847.292554671,10719363.591679106,10426866.824273698,1297683.6387349393,427979.0483198391,1052587.5895581797,796445.7958465513,496383.4552399254,2773395.8889644956,-1475712.2502295563,1040630.9415810086
1234,subsidy_tightening,policy_upside,11633464.027407562,10705741.206922967,10394811.998130716,1281993.1810531483,281988.2762122623,1136724.1486926095,892535.0152988231,588210.4801192074,2899457.920322902,-1617464.7392697537,1242691.4275465552
1234,fraud_control_improvement,risk_upside,11485927.056935135,10588686.915575726,10338478.955788596,1265734.7914923702,409448.9044894893,1028654.8115882339,749415.1149291317,377707.7994601887,2565226.6304670433,-1299491.838974673,840409.0560804605
1234,downside_high_risk_deterioration,downside,12086005.823319392,11093162.044112882,10605858.037778683,1331862.7207821328,460527.23480613134,1479869.6424136062,1470261.5043188727,784041.5519087015,4194699.933447312,-2862837.212665179,2045287.5572341706
1235,baseline,reference,11496423.016345622,10279186.601444995,9930026.26258959,1266891.4330877846,363680.1331667248,1207801.8413804923,956417.9092365094,654227.7486358385,3182127.6324195648,-1915236.1993317802,1144403.4989859774
1235,seller_quality_improvement,quality_upside,11671853.03242179,10629805.393069746,10334843.102206457,1286223.6013767691,410420.24471477576,997953.3897971694,987408.1926663792,532969.7653829888,2928751.592561313,-1642527.9911845438,1030263.4720767713
1235,subsidy_tightening,policy_upside,10822268.015632242,9973882.666030597,9663233.209938085,1192600.395452623,303759.2752033262,1051574.3517969525,839440.6134771986,566524.1249966996,2761298.3654741766,-1568697.9700215536,1083058.7403959627
1235,fraud_control_improvement,risk_upside,11624381.065486407,10739134.58327057,10488867.941687535,1280992.2500132404,408584.17334588093,1175494.1041138167,686391.6295361834,359127.8033235511,2629597.7103194324,-1348605.460306192,907162.7286957569
1235,downside_high_risk_deterioration,downside,11728361.49824876,10705054.025130209,10226394.421575254,1292450.763612478,397883.22229649546,1472972.456965089,1130259.595014466,711377.4861694156,3712492.7604454663,-2420041.996832988,2212108.8511576154
1236,baseline,reference,11622398.2293312,10622421.450197285,10273078.799306639,1280773.7439496866,386711.5831105237,1404267.6619323469,920427.1873334907,521739.22831908613,3233145.6606954476,-1952371.916745761,1273798.6661088094
1236,seller_quality_improvement,quality_upside,11537528.337636577,10950101.406043662,10603170.921525225,1271421.1880666844,396094.84610813536,1071048.4693308945,894144.1385480608,700929.4713615811,3062216.925348672,-1790795.7372819877,1031390.9690889097
1236,subsidy_tightening,policy_upside,11302824.818935229,10858258.769178724,10546804.465816112,1245557.153946199,295663.3912122972,1183628.4004123635,923833.9220632317,627111.9389847402,3030237.652672632,-1784680.4987264331,1295675.06730836
1236,fraud_control_improvement,risk_upside,11867828.204878699,10873849.214193543,10642082.39935425,1307819.8201946183,407334.90182551625,1078695.8160048348,763044.9677072034,381155.59976591665,2630231.285303471,-1322411.4651088528,1022159.1439885227
1236,downside_high_risk_deterioration,downside,11274884.353284774,10117008.269337358,9662195.707781939,1242478.1495881726,447659.85250446317,1509765.895536105,1147322.2016022273,710023.4465308442,3814771.396173639,-2572293.246585467,1782977.5983925536
1237,baseline,reference,11691441.624388374,10901543.89805682,10536756.884110684,1288382.239703963,437961.9887486375,1279062.8710704998,1057820.8327239135,625791.1482671652,3400636.840810216,-2112254.601106253,1370680.2635536692
1237,seller_quality_improvement,quality_upside,11467168.058887731,10716148.21577318,10402680.90623669,1263667.573377155,350041.1231724558,995212.8128855868,841289.9647818442,584972.4414906614,2771516.342330548,-1507848.768953393,1062731.0364568077
1237,subsidy_tightening,policy_upside,10612851.38307043,10066147.284485478,9768268.334770117,1169522.9445479861,257458.2015636524,1185168.2205968336,969974.8890288402,576346.923707125,2988948.2348964512,-1819425.290348465,1092312.6513732986
1237,fraud_control_improvement,risk_upside,10870537.708121303,9881078.730564294,9649218.253671793,1197919.655174123,378259.8465845039,1011401.187207525,595767.276777744,333247.3962695041,2318675.706839277,-1120756.051665154,774484.8945341292
1237,downside_high_risk_deterioration,downside,11434829.915165078,10110868.170663623,9655283.655610578,1260103.9503975604,458475.0510008518,1448167.8310917858,1234071.6049876965,767682.2332659668,3908396.7203463004,-2648292.76994874,1767516.9106757655
1238,baseline,reference,11754197.12754429,11026242.186724598,10679206.2111037,1295297.817637578,441278.90576047904,1232804.3784158563,1030176.9812972472,561921.150071596,3266181.4155451786,-1970883.5979076007,1341179.6607834597
1238,seller_quality_improvement,quality_upside,11570282.381939333,10709947.758612024,10399064.315968663,1275030.6427698683,403143.99458376784,1012088.4304162229,802131.6189467809,527438.3218905865,2744802.3658373584,-1469771.7230674902,1004919.0885650046
1238,subsidy_tightening,policy_upside,10175119.709893662,9610642.11479857,9365699.3652277,1121285.4618152825,245292.86353724892,1064007.316194966,780247.4061189392,551360.6124726664,2640908.1983238207,-1519622.7365085382,1086136.5001582785
1238,fraud_control_improvement,risk_upside,11077472.404269658,10016321.243003901,9770044.644168947,1220723.5997911773,403832.28404083767,1053298.3863701168,668993.0900876962,331040.93826869497,2457164.6987673454,-1236441.098976168,780487.3650637902
1238,downside_high_risk_deterioration,downside,12424073.938718518,11604412.21075596,11102868.179564971,1369117.4041380195,504731.3111871908,1762811.6476384471,1326477.7453766128,872162.3395177444,4466183.043719995,-3097065.6395819755,2100309.408293069
1239,baseline,reference,11388552.651611695,10790659.69233862,10436996.428510273,1255004.2538520203,393346.55068278697,1222272.541861017,962986.5956220997,685019.6616384054,3263625.349804309,-2008621.095952289,1364758.273053939
1239,seller_quality_improvement,quality_upside,11380189.174677525,10205522.060964055,9938395.117480855,1254082.6091575215,363114.9798057918,968339.6309886619,814114.8437665073,494770.24655117275,2640339.701112134,-1386257.0919546124,961474.32465616
1239,subsidy_tightening,policy_upside,11391939.787034981,10314129.378867056,10025159.953705987,1255377.5119379803,249825.27512525427,1246339.0425516712,811821.3732398651,571858.6035206314,2879844.294437422,-1624466.7824994416,1146797.1638187065
1239,fraud_control_improvement,risk_upside,11311164.79816744,10677775.76883113,10436377.615794018,1246476.20922334,411487.6200420892,1043842.6294988266,628664.4587508367,389583.36143283726,2473578.0697245896,-1227101.8605012496,817247.5782200213
1239,downside_high_risk_deterioration,downside,12295834.94440599,10979550.66284705,10528319.58384326,1354985.6274061315,457750.8824252865,1635993.930499603,1202384.7461980802,907088.5892687613,4203218.148391731,-2848232.5209855996,1884068.3690639928
1240,baseline,reference,10421366.989669923,9573850.188499639,9253583.7962997,1148421.6039636845,380427.75447511784,1056720.4812539737,840471.4702484973,536670.3000469652,2814290.0060245544,-1665868.4020608698,1153008.832186992
1240,seller_quality_improvement,quality_upside,11192218.563606221,10383974.16356701,10072392.6915218,1233368.4829897627,367405.3301095059,1103615.2961695706,752323.618393251,577182.804683897,2800527.049356224,-1567158.5663664613,988694.6854991884
1240,subsidy_tightening,policy_upside,10863595.187044114,10244857.824547008,9918659.966148706,1197154.5980372885,269552.9651077419,993668.5702957566,887352.1752801833,664347.4907994439,2814921.201483126,-1617766.6034458373,1165526.1618231477
1240,fraud_control_improvement,risk_upside,11496252.723687265,10573536.89449672,10331470.401315257,1266872.6670498888,404269.9114691563,1090893.421918375,742502.6865753584,355041.19432969694,2592707.214292587,-1325834.547242698,890588.1460454295
1240,downside_high_risk_deterioration,downside,11683677.016127603,10806087.951530665,10364389.435806174,1287526.5895880212,457431.0041634703,1544290.5989448042,1258407.0526790416,723378.258521423,3983506.914308739,-2695980.324720718,1930225.6116222604
1241,baseline,reference,11231995.21846967,10445810.2698412,10121295.816435762,1237751.820590662,398662.22428682377,1298266.6999529044,1104599.348409844,638871.8772637565,3440400.1499133287,-2202648.329322667,1343124.8955322546
1241,seller_quality_improvement,quality_upside,11045699.518292816,10583757.037617996,10297197.94593926,1217222.2675079703,349508.54719530133,1048182.3262873148,826194.9160464935,538532.8061977611,2762418.5957268705,-1545196.3282189001,1099176.0552573928
1241,subsidy_tightening,policy_upside,11242696.87619353,10494648.174605817,10196476.504263945,1238931.1298828584,308853.2902402324,1140384.5614982063,972727.2084419617,536881.238233835,2958846.2984142355,-1719915.168531377,1239053.5654597268
1241,fraud_control_improvement,risk_upside,11565898.260068526,11003967.556075737,10735344.79143893,1274547.518024733,391798.24295359006,1212707.2557629885,734873.0918953558,412249.2726972402,2751627.863309175,-1477080.3452844417,878957.0652583962
1241,downside_high_risk_deterioration,downside,11714726.810371602,10689045.17256606,10195995.326746078,1290948.2380669375,419536.20370615454,1568215.8513217822,1025106.6273061084,762816.4612517213,3775675.143585766,-2484726.905518829,1939278.5522729063
1242,baseline,reference,11392428.227503106,10352096.425186561,10011415.511433797,1255431.337466474,392462.5088972239,1274226.123569212,885706.9006903991,674403.0052681034,3226798.5384249385,-1971367.2009584645,1309615.844017541
1242,seller_quality_improvement,quality_upside,11385094.638725424,10698197.315302528,10391525.091853851,1254623.1851583146,399194.15795253555,991612.9497882265,770083.9273201785,550274.0253365105,2711165.0603974513,-1456541.8752391366,947907.6256709456
1242,subsidy_tightening,policy_upside,10879755.055672778,10236294.11048701,9907011.029237518,1198935.3953423607,272559.42127571505,1124423.7517192077,906474.9083005056,607285.5664414108,2910743.647736839,-1711808.2523944783,1358898.524585328
1242,fraud_control_improvement,risk_upside,11140892.317596003,10169725.486431517,9938036.99007185,1227712.3948943221,353912.31811682147,986108.5760170022,654410.9378382401,376463.236666283,2370895.0686383466,-1143182.6737440245,833521.0307285425
1242,downside_high_risk_deterioration,downside,11334013.840006197,10465566.841180028,10041509.3676494,1248994.1450472593,448565.3736255691,1466282.2271038103,1287358.0576334847,755685.6554206139,3957891.313783478,-2708897.1687362185,1863404.6336273525
1243,baseline,reference,11750678.142536003,11019299.29575274,10665139.301493132,1294910.0298923093,407475.7545428511,1283127.988371202,991682.7483740773,662115.1841777433,3344401.6754658734,-2049491.645573564,1366612.8861045004
1243,seller_quality_improvement,quality_upside,11126100.69961427,10157997.603641268,9863601.151915649,1226082.3770987068,358009.59135218535,1004726.8468335209,790476.4585503399,513453.820134372,2666666.7168704183,-1440584.3397717115,1060578.2448392245
1243,subsidy_tightening,policy_upside,10861945.888106251,9997214.659920739,9694256.31565559,1196972.847357794,287586.5895518562,1095135.6970727346,869974.051434418,619505.70410976,2872202.042168769,-1675229.194810975,1159083.8676309714
1243,fraud_control_improvement,risk_upside,11484633.60194443,11100961.899608806,10844966.504005412,1265592.2543706517,400559.2141608365,1241815.5538586217,741090.8312735338,403476.98850780044,2786942.5878007924,-1521350.3334301407,930558.6923099806
1243,downside_high_risk_deterioration,downside,11914912.548152028,11009832.57459653,10546874.914270699,1313008.4559155495,434766.0365566547,1505128.6265475245,1141138.270141945,848131.639617282,3929164.5728634065,-2616156.1169478567,2147209.082557503
1244,baseline,reference,11818801.234780937,11114131.649032341,10704530.233306829,1302417.1094280786,409896.0865232663,1250100.170110691,1010946.8179254131,708864.353771001,3379807.4283303716,-2077390.318902293,1266680.6844446755
1244,seller_quality_improvement,quality_upside,11226715.7058159,10315922.806127414,10024907.884391164,1237170.0249014786,371597.6517046662,1097412.5086657759,761806.5618893475,473061.7786807288,2703878.5009405185,-1466708.47603904,1012990.9067730983
1244,subsidy_tightening,policy_upside,10742684.386009777,9948150.210127862,9616363.610720128,1183830.3790362661,273771.7897731034,1000570.3719516587,902852.507712635,554194.3753076164,2731389.0447450136,-1547558.6657087475,1148079.2537497345
1244,fraud_control_improvement,risk_upside,11226944.002236573,10312602.577008154,10074705.214675194,1237195.1828814123,356103.28642888035,1084098.4938591209,690786.2771557937,363285.4591319506,2494273.5165757453,-1257078.333694333,895805.5114526048
1244,downside_high_risk_deterioration,downside,11696416.524118392,10591131.11401128,10136403.106626853,1288930.467430054,406639.76599094976,1479886.320550023,1171642.832029171,710373.2631518323,3768542.1817219765,-2479611.7142919227,1949778.6198368436
1245,baseline,reference,11187540.163706578,10348658.104990775,10031086.581058636,1232852.9291740244,401146.17065641104,1260557.5597522315,1056953.4237580583,548481.5626771456,3267138.7168438463,-2034285.7876698219,1223174.1593427204
1245,seller_quality_improvement,quality_upside,11586454.679523563,10305252.3752608,10002492.305945024,1276812.809730294,386103.12732488476,888086.9531501465,804217.8419851069,632118.8812672859,2710526.8037274242,-1433713.9939971303,916614.8396448104
1245,subsidy_tightening,policy_upside,10971896.09286635,10128316.20224497,9838423.935742427,1209089.2223623295,295344.3325515064,962032.2301883149,865392.0416346596,548034.3885241182,2670802.9928985992,-1461713.7705362698,1261095.451690702
1245,fraud_control_improvement,risk_upside,10977462.773237588,9937040.483417613,9705189.592306418,1209702.6635746988,416208.9810041731,1046166.5242361525,666940.4029430535,331180.7079531562,2460496.616136535,-1250793.9525618362,774575.6144439649
1245,downside_high_risk_deterioration,downside,11776854.129063796,10573644.95346882,10125051.710696064,1297794.5908585796,447508.967984292,1463677.7706952067,1220769.903147015,833134.6838341414,3965091.3256606553,-2667296.7348020757,1810099.1405055043
1246,baseline,reference,11897527.00401593,10910299.627933461,10557618.06792059,1311092.5907030154,394847.5432496755,1273711.5478647382,1057094.0973489955,607827.4805819466,3333480.669045356,-2022388.0783423407,1293347.163926214
1246,seller_quality_improvement,quality_upside,11444005.196374115,10408481.487765847,10131914.894385941,1261115.0549074912,389824.8785312032,1009440.1712513034,892820.2288359188,549640.5705188124,2841725.849137238,-1580610.794229747,1082475.165233314
1246,subsidy_tightening,policy_upside,11333558.202411331,10623340.725919,10301957.499866476,1248943.9343543588,285385.2035547317,1168579.2113862273,875397.2820387023,601291.2203374471,2930652.9173171083,-1681708.9829627494,1223622.4073258622
1246,fraud_control_improvement,risk_upside,12009681.45139865,11218312.25763266,10940653.589449659,1323451.8704868094,430981.236214571,1060213.768843309,735297.565497486,333962.6253190404,2560455.1958744065,-1237003.325387597,887241.5128239813
1246,downside_high_risk_deterioration,downside,12094086.328308217,10965707.560589688,10482151.440375756,1332753.182322284,485996.60979880014,1577237.1589679825,1292033.606811752,824276.9713716627,4179544.3469501976,-2846791.1646279134,1866354.1817979312
1247,baseline,reference,12093094.627474576,11184006.717373433,10788912.6158447,1332643.8981311456,406613.9958214517,1336357.712800715,979100.6453724641,724898.0051930856,3446970.3591877166,-2114326.461056571,1430315.3938397209
1247,seller_quality_improvement,quality_upside,11079155.278018264,10190858.421004962,9899016.28819348,1220909.05037281,368415.3107649315,929663.2191919973,774660.8007017134,543278.4764789673,2616017.8071376095,-1395108.7567647994,1049950.3543046415
1247,subsidy_tightening,policy_upside,11123190.337832112,10349234.259848615,10042710.770766133,1225761.6588715017,262131.84420566555,1151568.4895369462,879012.6855649451,579890.4153071087,2872603.434614666,-1646841.7757431641,1129381.8425420625
